,index,ArticleID,Journal,PubDate,Title,Abstract,Language,Received,Accepted,Volume,Issue,Part,FirstPage,LastPage,Comments,CiteCount,Note
0,MISSING,MISSING,QJE,MISSING,Cooperation in the Finitely Repeated Prisoner’s Dilemma,"More than half a century after the first experiment on the finitely repeated prisoner’s dilemma, evidence on whether cooperation decreases with experience—as suggested by backward induction—remains inconclusive. This article provides a meta-analysis of prior experimental research and reports the results of a new experiment to elucidate how cooperation varies with the environment in this canonical game. We describe forces that affect initial play (formation of cooperation) and unraveling (breakdown of cooperation). First, contrary to the backward induction prediction, the parameters of the repeated game have a significant effect on initial cooperation. We identify how these parameters impact the value of cooperation—as captured by the size of the basin of attraction of always defect—to account for an important part of this effect. Second, despite these initial differences, the evolution of behavior is consistent with the unraveling logic of backward induction for all parameter combinations. Importantly, despite the seemingly contradictory results across studies, this article establishes a systematic pattern of behavior: subjects converge to use threshold strategies that conditionally cooperate until a threshold round; conditional on establishing cooperation, the first defection round moves earlier with experience. Simulation results generated from a learning model estimated at the subject level provide insights into the long-term dynamics and the forces that slow down the unraveling of cooperation.",MISSING,MISSING,MISSING,133,1,MISSING,509,551,MISSING,16 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Measuring the Sensitivity of Parameter Estimates to Estimation Moments,"We propose a local measure of the relationship between parameter estimates and the moments of the data they depend on. Our measure can be computed at negligible cost even for complex structural models. We argue that reporting this measure can increase the transparency of structural estimates, making it easier for readers to predict the way violations of identifying assumptions would affect the results. When the key assumptions are orthogonality between error terms and excluded instruments, we show that our measure provides a natural extension of the omitted variables bias formula for nonlinear models. We illustrate with applications to published articles in several fields of economics.",MISSING,MISSING,MISSING,132,4,MISSING,1553,1592,MISSING,23 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Growing Importance of Social Skills in the Labor Market,"The labor market increasingly rewards social skills. Between 1980 and 2012, jobs requiring high levels of social interaction grew by nearly 12 percentage points as a share of the U.S. labor force. Math-intensive but less social jobs—including many STEM occupations—shrank by 3.3 percentage points over the same period. Employment and wage growth were particularly strong for jobs requiring high levels of both math skill and social skills. To understand these patterns, I develop a model of team production where workers “trade tasks” to exploit their comparative advantage. In the model, social skills reduce coordination costs, allowing workers to specialize and work together more efficiently. The model generates predictions about sorting and the relative returns to skill across occupations, which I investigate using data from the NLSY79 and the NLSY97. Using a comparable set of skill measures and covariates across survey waves, I find that the labor market return to social skills was much greater in the 2000s than in the mid-1980s and 1990s.",MISSING,MISSING,MISSING,132,4,MISSING,1593,1640,MISSING,74 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Uncertainty Traps,"We develop a theory of endogenous uncertainty and business cycles in which short-lived shocks can generate long-lasting recessions. In the model, higher uncertainty about fundamentals discourages investment. Since agents learn from the actions of others, information flows slowly in times of low activity and uncertainty remains high, further discouraging investment. The economy displays uncertainty traps: self-reinforcing episodes of high uncertainty and low activity. Although the economy recovers quickly after small shocks, large temporary shocks may have long-lasting effects on the level of activity. The economy is subject to an information externality but uncertainty traps may remain in the efficient allocation. Embedding the mechanism in a standard business cycle framework, we find that endogenous uncertainty increases the persistence of large recessions and improves the performance of the model in accounting for the Great Recession.",MISSING,MISSING,MISSING,132,4,MISSING,1641,1692,MISSING,38 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Optimal Tax Progressivity: An Analytical Framework,"What shapes the optimal degree of progressivity of the tax and transfer system? On the one hand, a progressive tax system can counteract inequality in initial conditions and substitute for imperfect private insurance against idiosyncratic earnings risk. On the other hand, progressivity reduces incentives to work and to invest in skills, distortions that are especially costly when the government must finance public goods. We develop a tractable equilibrium model that features all of these trade-offs. The analytical expressions we derive for social welfare deliver a transparent understanding of how preference, technology, and market structure parameters influence the optimal degree of progressivity. A calibration for the U.S. economy indicates that endogenous skill investment, flexible labor supply, and the desire to finance government purchases play quantitatively similar roles in limiting optimal progressivity. In a version of the model where poverty constrains skill investment, optimal progressivity is close to the U.S. value. An empirical analysis on cross-country data offers support to the theory.",MISSING,MISSING,MISSING,132,4,MISSING,1693,1754,MISSING,76 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Household Debt and Business Cycles Worldwide,"An increase in the household debt to GDP ratio predicts lower GDP growth and higher unemployment in the medium run for an unbalanced panel of 30 countries from 1960 to 2012. Low mortgage spreads are associated with an increase in the household debt to GDP ratio and a decline in subsequent GDP growth, highlighting the importance of credit supply shocks. Economic forecasters systematically over-predict GDP growth at the end of household debt booms, suggesting an important role of flawed expectations formation. The negative relation between the change in household debt to GDP and subsequent output growth is stronger for countries with less flexible exchange rate regimes. We also uncover a global household debt cycle that partly predicts the severity of the global growth slowdown after 2007. Countries with a household debt cycle more correlated with the global household debt cycle experience a sharper decline in growth after an increase in domestic household debt.",MISSING,MISSING,MISSING,132,4,MISSING,1755,1817,MISSING,99 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Deposits Channel of Monetary Policy,"We present a new channel for the transmission of monetary policy, the deposits channel. We show that when the Fed funds rate rises, banks widen the spreads they charge on deposits, and deposits flow out of the banking system. We present a model where this is due to market power in deposit markets. Consistent with the market power mechanism, deposit spreads increase more and deposits flow out more in concentrated markets. This is true even when we control for lending opportunities by only comparing different branches of the same bank. Since deposits are the main source of liquid assets for households, the deposits channel can explain the observed strong relationship between the liquidity premium and the Fed funds rate. Since deposits are also a uniquely stable funding source for banks, the deposits channel impacts bank lending. When the Fed funds rate rises, banks that raise deposits in concentrated markets contract their lending by more than other banks. Our estimates imply that the deposits channel can account for the entire transmission of monetary policy through bank balance sheets.",MISSING,MISSING,MISSING,132,4,MISSING,1819,1876,MISSING,63 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Who Becomes A Politician?,"Can a democracy attract competent leaders, while attaining broad representation? Economic models suggest that free-riding incentives and lower opportunity costs give the less competent a comparative advantage at entering political life. Moreover, if elites have more human capital, selecting on competence may lead to uneven representation. This article examines patterns of political selection among the universe of municipal politicians and national legislators in Sweden, using extraordinarily rich data on competence traits and social background for the entire population. We document four new facts that together characterize an “inclusive meritocracy.” First, politicians are on average significantly smarter and better leaders than the population they represent. Second, this positive selection is present even when conditioning on family (and hence social) background, suggesting that individual competence is key for selection. Third, the representation of social background, whether measured by parental earnings or occupational social class, is remarkably even. Fourth, there is at best a weak trade-off in selection between competence and social representation, mainly due to strong positive selection of politicians of low (parental) socioeconomic status. A broad implication of these facts is that it is possible for democracy to generate competent and socially representative leadership.",MISSING,MISSING,MISSING,132,4,MISSING,1877,1914,MISSING,39 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Capital Allocation and Productivity in South Europe,"Starting in the early 1990s, countries in southern Europe experienced low productivity growth alongside declining real interest rates. We use data for manufacturing firms in Spain between 1999 and 2012 to document a significant increase in the dispersion of the return to capital across firms, a stable dispersion of the return to labor, and a significant increase in productivity losses from capital misallocation over time. We develop a model with size-dependent financial frictions that is consistent with important aspects of firms’ behavior in production and balance sheet data. We illustrate how the decline in the real interest rate, often attributed to the euro convergence process, leads to a significant decline in sectoral total factor productivity as capital inflows are misallocated toward firms that have higher net worth but are not necessarily more productive. We show that similar trends in dispersion and productivity losses are observed in Italy and Portugal but not in Germany, France, and Norway.",MISSING,MISSING,MISSING,132,4,MISSING,1915,1967,MISSING,162 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Reference-Dependent Job Search: Evidence from Hungary,"We propose a model of job search with reference-dependent preferences, with loss aversion relative to recent income (the reference point). In this model, newly unemployed individuals search hard since consumption is below their reference point. Over time, though, they get used to lower income and thus reduce their search effort. In anticipation of a benefit cut, their search effort rises again, then declines once they get accustomed to the lower postcut benefit level. The model fits the typical pattern of exit from unemployment, even with no unobserved heterogeneity. To distinguish between this and other models, we use a unique reform in the unemployment insurance (UI) benefit path. In 2005, Hungary switched from a single-step UI system to a two-step system, with overall generosity unchanged. The system generated increased hazard rates in anticipation of, and especially following, benefit cuts in ways the standard model has a hard time explaining. We estimate a model with optimal consumption, endogenous search effort, and unobserved heterogeneity. The reference-dependent model fits the hazard rates substantially better than plausible versions of the standard model, including habit formation. Our estimates indicate a slow-adjusting reference point and substantial impatience, likely reflecting present-bias.",MISSING,MISSING,MISSING,132,4,MISSING,1969,2018,MISSING,40 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Benefits of Forced Experimentation: Striking Evidence from the London Underground Network,"We present evidence that a significant fraction of commuters on the London Underground do not travel on their optimal route. We show that a strike on the Underground, which forced many commuters to experiment with new routes, brought lasting changes in behavior. This effect is stronger for commuters who live in areas where the Underground map is more distorted, which points to the importance of informational imperfections. Information resulting from the strike improved network efficiency. Search costs alone are unlikely to explain the suboptimal behavior.",MISSING,MISSING,MISSING,132,4,MISSING,2019,2055,MISSING,7 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Erratum to “The Short-Term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya”,No abstract is available for this item.,MISSING,MISSING,MISSING,132,4,MISSING,2057,2060,MISSING,1 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Erratum to “Leveraging Lotteries for School Value-Added: Testing and Estimation”,No abstract is available for this item.,MISSING,MISSING,MISSING,132,4,MISSING,2061,2062,MISSING,8 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"Lemon Technologies and Adoption: Measurement, Theory and Evidence from Agricultural Markets in Uganda","To reduce poverty and food insecurity in Africa requires raising productivity in agriculture. Systematic use of fertilizer and hybrid seed is a pathway to increased productivity, but adoption of these technologies remains low. We investigate whether the quality of agricultural inputs can help explain low take-up. Testing modern products purchased in local markets, we find that 30% of nutrient is missing in fertilizer, and hybrid maize seed is estimated to contain less than 50% authentic seeds. We document that such low quality results in low average returns. If authentic technologies replaced these low-quality products, however, average returns are high. To rationalize the findings, we calibrate a learning model using data from our agricultural trials. Because agricultural yields are noisy, farmers’ ability to learn about quality is limited and this can help explain the low quality equilibrium we observe, but also why the market has not fully collapsed.",MISSING,MISSING,MISSING,132,3,MISSING,1055,1100,MISSING,23 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Organizational Barriers to Technology Adoption: Evidence from Soccer-Ball Producers in Pakistan,"This article studies technology adoption in a cluster of soccer-ball producers in Sialkot, Pakistan. We invented a new cutting technology that reduces waste of the primary raw material and gave the technology to a random subset of producers. Despite the clear net benefits for nearly all firms, after 15 months take-up remained puzzlingly low. We hypothesize that an important reason for the lack of adoption is a misalignment of incentives within firms: the key employees (cutters and printers) are typically paid piece rates, with no incentive to reduce waste, and the new technology slows them down, at least initially. Fearing reductions in their effective wage, employees resist adoption in various ways, including by misinforming owners about the value of the technology. To investigate this hypothesis, we implemented a second experiment among the firms that originally received the technology: we offered one cutter and one printer per firm a lump-sum payment, approximately a month’s earnings, conditional on demonstrating competence in using the technology in the presence of the owner. This incentive payment, small from the point of view of the firm, had a significant positive effect on adoption. The results suggest that misalignment of incentives within firms is an important barrier to technology adoption in our setting.",MISSING,MISSING,MISSING,132,3,MISSING,1101,1164,MISSING,33 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Rise of Domestic Outsourcing and the Evolution of the German Wage Structure,"The nature of the relationship between employers and employees has been changing over the past three decades, with firms increasingly relying on contractors, temp agencies, and franchises rather than hiring employees directly. We investigate the impact of this transformation on the wage structure by following jobs that are moved outside the boundary of lead employers to contracting firms. We develop a new method for identifying outsourcing of food, cleaning, security, and logistics services in administrative data using the universe of social security records in Germany. We document a dramatic growth of domestic outsourcing in Germany since the early 1990s. Event-study analyses show that wages in outsourced jobs fall by approximately 10–15% relative to similar jobs that are not outsourced. We find evidence that the wage losses associated with outsourcing stem from a loss of firm-specific rents, suggesting that labor cost savings are an important reason firms choose to contract out these services. Finally, we tie the increase in outsourcing activity to broader changes in the German wage structure, in particular showing that outsourcing of cleaning, security, and logistics services alone accounts for around 9% of the increase in German wage inequality since the 1980s.",MISSING,MISSING,MISSING,132,3,MISSING,1165,1217,MISSING,42 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Discrimination as a Self-Fulfilling Prophecy: Evidence from French Grocery Stores,"Examining the performance of cashiers in a French grocery store chain, we find that manager bias negatively affects minority job performance. In the stores studied, cashiers work with different managers on different days and their schedules are determined quasi-randomly. When minority cashiers, but not majority cashiers, are scheduled to work with managers who are biased (as determined by an implicit association test), they are absent more often, spend less time at work, scan items more slowly, and take more time between customers. This appears to be because biased managers interact less with minorities, leading minorities to exert less effort. Manager bias has consequences for the average performance of minority workers: while on average minority and majority workers perform equivalently, on days where managers are unbiased, minorities perform significantly better than do majority workers. The findings are consistent with statistical discrimination in hiring whereby because minorities underperform when assigned to biased managers, the firm sets a higher hiring standard for minorities to get similar average performance from minority and nonminority workers.",MISSING,MISSING,MISSING,132,3,MISSING,1219,1260,MISSING,14 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"What does a Deductible Do? The Impact of Cost-Sharing on Health Care Prices, Quantities, and Spending Dynamics","Measuring consumer responsiveness to medical care prices is a central issue in health economics and a key ingredient in the optimal design and regulation of health insurance markets. We leverage a natural experiment at a large self-insured firm that required all of its employees to switch from an insurance plan that provided free health care to a nonlinear, high-deductible plan. The switch caused a spending reduction between 11.8% and 13.8% of total firm-wide health spending. We decompose this spending reduction into the components of (i) consumer price shopping, (ii) quantity reductions, and (iii) quantity substitutions and find that spending reductions are entirely due to outright reductions in quantity. We find no evidence of consumers learning to price shop after two years in high-deductible coverage. Consumers reduce quantities across the spectrum of health care services, including potentially valuable care (e.g., preventive services) and potentially wasteful care (e.g., imaging services). To better understand these changes, we study how consumers respond to the complex structure of the high-deductible contract. Consumers respond heavily to spot prices at the time of care, reducing their spending by 42% when under the deductible, conditional on their true expected end-of-year price and their prior year end-of-year marginal price. There is no evidence of learning to respond to the true shadow price in the second year post-switch.",MISSING,MISSING,MISSING,132,3,MISSING,1261,1318,MISSING,47 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Choose to Lose: Health Plan Choices from a Menu with Dominated Option,"We examine the health plan choices that 23,894 employees at a U.S. firm made from a large menu of options that differed only in financial cost-sharing and premium. These decisions provide a clear test of the predictions of the standard economic model of insurance choice in the absence of choice frictions because plans were priced so that nearly every plan with a lower deductible was financially dominated by an otherwise identical plan with a high deductible. We document that the majority of employees chose dominated plans, which resulted in excess spending equivalent to 24% of chosen plan premiums. Low-income employees were significantly more likely to choose dominated plans, and most employees did not switch into more financially efficient plans in the subsequent year. We show that the choice of dominated plans cannot be rationalized by standard risk preference or any expectations about health risk. Testing alternative explanations with a series of hypothetical-choice experiments, we find that the popularity of dominated plans was not primarily driven by the size and complexity of the plan menu, nor informed preferences for avoiding high deductibles, but by employees’ lack of understanding of health insurance. Our findings challenge the standard practice of inferring risk preferences from insurance choices and raise doubts about the welfare benefits of health reforms that expand consumer choice.",MISSING,MISSING,MISSING,132,3,MISSING,1319,1372,MISSING,26 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Credit-Market Sentiment and the Business Cycle,"Using U.S. data from 1929 to 2015, we show that elevated credit-market sentiment in year t − 2 is associated with a decline in economic activity in years t and t + 1. Underlying this result is the existence of predictable mean reversion in credit-market conditions. When credit risk is aggressively priced, spreads subsequently widen. The timing of this widening is, in turn, closely tied to the onset of a contraction in economic activity. Exploring the mechanism, we find that buoyant credit-market sentiment in year t − 2 also forecasts a change in the composition of external finance: net debt issuance falls in year t, while net equity issuance increases, consistent with the reversal in credit-market conditions leading to an inward shift in credit supply. Unlike much of the current literature on the role of financial frictions in macroeconomics, this article suggests that investor sentiment in credit markets can be an important driver of economic fluctuations.",MISSING,MISSING,MISSING,132,3,MISSING,1373,1426,MISSING,59 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"Credit Crises, Precautionary Savings, and the Liquidity Trap","We study the effects of a credit crunch on consumer spending in a heterogeneous-agent incomplete-market model. After an unexpected permanent tightening in consumers’ borrowing capacity, constrained consumers are forced to repay their debt, and unconstrained consumers increase their precautionary savings. This depresses interest rates, especially in the short run, and generates an output drop, even with flexible prices. The output drop is larger with sticky prices, if the zero lower bound prevents the interest rate from adjusting downward. Adding durable goods to the model, households take larger debt positions and the output response can be larger.",MISSING,MISSING,MISSING,132,3,MISSING,1427,1467,MISSING,169 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Catering to Investors Through Security Design: Headline Rate and Complexity,"This study investigates how banks design financial products to cater to yield-seeking investors. We focus on a large market of investment products targeted exclusively at households: retail structured products. These products typically offer a high return under their best-case scenario—the headline rate—that is nested in a complex payoff formula. Using a text analysis of the payoff formulas of the 55,000 products issued in Europe from 2002 to 2010, we measure product headline rates, complexity, and risk. Over this period, product headline rates depart from the prevailing interest rates as the latter decrease, complexity increases, and risky products become more common. In the cross section, the headline rate of a product is positively correlated with its level of complexity and risk. Higher headline rate, more complex, and riskier products appear more profitable to the banks distributing them. Our results suggest that financial complexity is a by-product of banks catering to yield-seeking investors.",MISSING,MISSING,MISSING,132,3,MISSING,1469,1508,MISSING,2 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Party Polarization in Legislatures with Office-Motivated Candidates,"We develop a theory of legislative competition in which voters care about local candidate valence and national party positions that are determined by the parties’ median legislators. As long as election outcomes are sufficiently predictable, the only stable equilibria exhibit policy divergence between the parties. If the degree of uncertainty about election outcomes decreases, and if voters place less weight on local candidates’ valence, polarization between the parties increases. Furthermore, a systematic electoral shock makes the party favored by the shock more moderate, while the disadvantaged party becomes more extreme. Finally, we examine data on state elections and the ideological positions of state legislatures and find patterns that are consistent with key predictions of our model.",MISSING,MISSING,MISSING,132,3,MISSING,1509,1550,MISSING,1 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"Erratum to “Field of Study, Earnings, and Self-Selection”",No abstract is available for this item.,MISSING,MISSING,MISSING,132,3,MISSING,1551,1552,MISSING,0,MISSING
0,MISSING,MISSING,QJE,MISSING,Exporting and Firm Performance: Evidence from a Randomized Experiment,"We conduct a randomized experiment that generates exogenous variation in the access to foreign markets for rug producers in Egypt. Combined with detailed survey data, we causally identify the impact of exporting on firm performance. Treatment firms report 16–26% higher profits and exhibit large improvements in quality alongside reductions in output per hour relative to control firms. These findings do not simply reflect firms being offered higher margins to manufacture high-quality products that take longer to produce. Instead, we find evidence of learning-by-exporting whereby exporting improves technical efficiency. First, treatment firms have higher productivity and quality after controlling for rug specifications. Second, when asked to produce an identical domestic rug using the same inputs and same capital equipment, treatment firms produce higher quality rugs despite no difference in production time. Third, treatment firms exhibit learning curves over time. Finally, we document knowledge transfers with quality increasing most along the specific dimensions that the knowledge pertained to.",MISSING,MISSING,MISSING,132,2,MISSING,551,615,MISSING,30 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Fiscal Policy and Debt Management with Incomplete Markets,"A Ramsey planner chooses a distorting tax on labor and manages a portfolio of securities in an economy with incomplete markets. We develop a method that uses second order approximations of Ramsey policies to obtain formulas for conditional and unconditional moments of government debt and taxes that include means and variances of the invariant distribution as well as speeds of mean reversion. The asymptotic mean of the planner's portfolio minimizes a measure of fiscal risk. We obtain analytic expressions that approximate moments of the invariant distribution and apply them to data on a primary government deficit, aggregate consumption, and returns on traded securities. For U.S. data, we find that the optimal target debt level is negative but close to zero, the invariant distribution of debt is very dispersed, and mean reversion is slow.",MISSING,MISSING,MISSING,132,2,MISSING,617,663,MISSING,12 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"Technological Innovation, Resource Allocation, and Growth","We propose a new measure of the economic importance of each innovation. Our measure uses newly collected data on patents issued to U.S. firms in the 1926 to 2010 period, combined with the stock market response to news about patents. Our patent-level estimates of private economic value are positively related to the scientific value of these patents, as measured by the number of citations the patent receives in the future. Our new measure is associated with substantial growth, reallocation, and creative destruction, consistent with the predictions of Schumpeterian growth models. Aggregating our measure suggests that technological innovation accounts for significant medium-run fluctuations in aggregate economic growth and TFP. Our measure contains additional information relative to citation-weighted patent counts; the relation between our measure and firm growth is considerably stronger. Importantly, the degree of creative destruction that is associated with our measure is higher than previous estimates, confirming that it is a useful proxy for the private valuation of patents.",MISSING,MISSING,MISSING,132,2,MISSING,665,712,MISSING,84 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Credit Expansion and Neglected Crash Risk,"By analyzing 20 developed economies over 1920–2012, we find the following evidence of overoptimism and neglect of crash risk by bank equity investors during credit expansions: (i) bank credit expansion predicts increased bank equity crash risk, but despite the elevated crash risk, also predicts lower mean bank equity returns in subsequent one to three years; (ii) conditional on bank credit expansion of a country exceeding a 95th percentile threshold, the predicted excess return for the bank equity index in subsequent three years is −37.3%; and (iii) bank credit expansion is distinct from equity market sentiment captured by dividend yield and yet dividend yield and credit expansion interact with each other to make credit expansion a particularly strong predictor of lower bank equity returns when dividend yield is low.",MISSING,MISSING,MISSING,132,2,MISSING,713,764,MISSING,36 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Financial Crises and Risk Premia,"I analyze the behavior of risk premia in financial crises, wars, and recessions in an international panel spanning over 140 years and 14 countries. I document that expected returns, or risk premia, increase substantially in financial crises, but not in the other episodes. Asset prices decline in all episodes, but the decline in financial crises is substantially larger than the decline in fundamentals so that expected returns going forward are large. However, drops in consumption and consumption volatility are fairly similar across financial crises and recessions and are largest during wars, so asset pricing models based on aggregate consumption have trouble matching these facts. Comparing crises to “deep” recessions strengthens these findings further. By disentangling financial crises from other bad macroeconomic times, the results suggest that financial crises are particularly important to understanding why risk premia vary. I discuss implications for theory more broadly and discuss both rational and behavioral models that are consistent with the facts. Theories where asset prices are related to the health of the financial sector appear particularly promising.",MISSING,MISSING,MISSING,132,2,MISSING,765,809,MISSING,19 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Labor Markets and Poverty in Village Economies,"We study how women's choices over labor activities in village economies correlate with poverty and whether enabling the poorest women to take on the activities of their richer counterparts can set them on a sustainable trajectory out of poverty. To do this we conduct a large-scale randomized control trial, covering over 21,000 households in 1,309 villages surveyed four times over a seven-year period, to evaluate a nationwide program in Bangladesh that transfers livestock assets and skills to the poorest women. At baseline, the poorest women mostly engage in low return and seasonal casual wage labor while wealthier women solely engage in livestock rearing. The program enables poor women to start engaging in livestock rearing, increasing their aggregate labor supply and earnings. This leads to asset accumulation (livestock, land, and business assets) and poverty reduction, both sustained after four and seven years. These gains do not crowd out the livestock businesses of noneligible households while the wages these receive for casual jobs increase as the poor reduce their labor supply. Our results show that (i) the poor are able to take on the work activities of the nonpoor but face barriers to doing so, and, (ii) one-off interventions that remove these barriers lead to sustainable poverty reduction.",MISSING,MISSING,MISSING,132,2,MISSING,811,870,MISSING,34 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Leveraging Lotteries for School Value-Added: Testing and Estimation,"Conventional value-added models (VAMs) compare average test scores across schools after regression-adjusting for students’ demographic characteristics and previous scores. This article tests for VAM bias using a procedure that asks whether VAM estimates accurately predict the achievement consequences of random assignment to specific schools. Test results from admissions lotteries in Boston suggest conventional VAM estimates are biased, a finding that motivates the development of a hierarchical model describing the joint distribution of school value-added, bias, and lottery compliance. We use this model to assess the substantive importance of bias in conventional VAM estimates and to construct hybrid value-added estimates that optimally combine ordinary least squares and lottery-based estimates of VAM parameters. The hybrid estimation strategy provides a general recipe for combining nonexperimental and quasi-experimental estimates. While still biased, hybrid school value-added estimates have lower mean squared error than conventional VAM estimates. Simulations calibrated to the Boston data show that, bias notwithstanding, policy decisions based on conventional VAMs that control for lagged achievement are likely to generate substantial achievement gains. Hybrid estimates that incorporate lotteries yield further gains.",MISSING,MISSING,MISSING,132,2,MISSING,871,919,MISSING,25 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Multinational Firms and International Business Cycle Transmission,"We investigate how multinational firms contribute to the transmission of shocks across countries using a large multicountry firm-level data set that contains cross-border ownership information. We use these data to document two novel empirical patterns. First, foreign affiliate and headquarter sales exhibit strong positive comovement: a 10% growth in the sales of the headquarter is associated with a 2% growth in the sales of the affiliate. Second, shocks to the source country account for a significant fraction of the variation in sales growth at the source-destination level. We propose a parsimonious quantitative model to interpret these findings and to evaluate the role of multinational firms for international business cycle transmission. For the typical country, the impact of foreign shocks transmitted by all foreign multinationals combined is non-negligible, accounting for about 10% of aggregate productivity shocks. On the other hand, since bilateral multinational production shares are small, interdependence between most individual country pairs is minimal. Our results do reveal substantial heterogeneity in the strength of this mechanism, with the most integrated countries significantly more affected by foreign shocks.",MISSING,MISSING,MISSING,132,2,MISSING,921,962,MISSING,25 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Smart and Illicit: Who Becomes an Entrepreneur and Do They Earn More?,"We disaggregate the self-employed into incorporated and unincorporated to distinguish between “entrepreneurs” and other business owners. We show that the incorporated self-employed and their businesses engage in activities that demand comparatively strong nonroutine cognitive abilities, while the unincorporated and their firms perform tasks demanding relatively strong manual skills. People who become incorporated business owners tend to be more educated and—as teenagers—score higher on learning aptitude tests, exhibit greater self-esteem, and engage in more illicit activities than others. The combination of “smart” and “illicit” tendencies as youths accounts for both entry into entrepreneurship and the comparative earnings of entrepreneurs. Individuals tend to experience a material increase in earnings when becoming entrepreneurs, and this increase occurs at each decile of the distribution.",MISSING,MISSING,MISSING,132,2,MISSING,963,1018,MISSING,56 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Naïveté-Based Discrimination,"We initiate the study of naïveté-based discrimination, the practice of conditioning offers on external information about consumers’ naïveté. Knowing that a consumer is naive increases a monopolistic or competitive firm's willingness to generate inefficiency to exploit the consumer's mistakes, so naïveté-based discrimination is not Pareto-improving, can be Pareto-damaging, and often lowers total welfare when classical preference-based discrimination does not. Moreover, the effect on total welfare depends on a hitherto unemphasized market feature: the extent to which the exploitation of naive consumers distorts trade with different types of consumers. If the distortion is homogeneous across naive and sophisticated consumers, then under an arguably weak and empirically testable condition, naïveté-based discrimination lowers total welfare. In contrast, if the distortion arises only for trades with sophisticated consumers, then perfect naïveté-based discrimination maximizes social welfare, although imperfect discrimination often lowers welfare. If the distortion arises only for trades with naive consumers, then naïveté-based discrimination has no effect on welfare. We identify applications for each of these cases. In our primary example, a credit market with present-biased borrowers, firms lend more than is socially optimal to increase the amount of interest naive borrowers unexpectedly pay, creating a homogeneous distortion. The condition for naïveté-based discrimination to lower welfare is then weaker than prudence.",MISSING,MISSING,MISSING,132,2,MISSING,1019,1054,MISSING,16 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"Thinking, Fast and Slow? Some Field Experiments to Reduce Crime and Dropout in Chicago","We present the results of three large-scale randomized controlled trials (RCTs) carried out in Chicago, testing interventions to reduce crime and dropout by changing the decision making of economically disadvantaged youth. We study a program called Becoming a Man (BAM), developed by the nonprofit Youth Guidance, in two RCTs implemented in 2009–2010 and 2013–2015. In the two studies participation in the program reduced total arrests during the intervention period by 28–35%, reduced violent-crime arrests by 45–50%, improved school engagement, and in the first study where we have follow-up data, increased graduation rates by 12–19%. The third RCT tested a program with partially overlapping components carried out in the Cook County Juvenile Temporary Detention Center (JTDC), which reduced readmission rates to the facility by 21%. These large behavioral responses combined with modest program costs imply benefit-cost ratios for these interventions from 5-to-1 up to 30-to-1 or more. Our data on mechanisms are not ideal, but we find no positive evidence that these effects are due to changes in emotional intelligence or social skills, self-control or “grit,” or a generic mentoring effect. We find suggestive support for the hypothesis that the programs work by helping youth slow down and reflect on whether their automatic thoughts and behaviors are well suited to the situation they are in, or whether the situation could be construed differently.",MISSING,MISSING,MISSING,132,1,MISSING,1,54,MISSING,39 ,MISSING
