index,ArticleID,JEL
11812,7942,G12
11813,7942,D81
11814,7943,D91
11815,7943,D81
11816,7943,D12
11817,7943,G12
11818,7944,I12
11819,7944,I21
11820,7945,D92
11821,7945,D24
11822,7945,E22
11823,7946,H63
11824,7946,H55
11825,7946,D71
11826,7947,E41
11827,7947,E31
11828,7947,E43
11829,7948,G12
11830,7948,G14
11831,7958,J20
11832,7960,D12
11833,7960,D91
11834,7960,I30
11835,7962,D44
11836,7964,J31
11837,7966,J12
11838,7966,D99
11839,7967,O41
11840,7967,J24
11841,7967,O31
11842,7968,E32
11843,7968,D13
11844,7969,E32
11845,7969,E22
11846,7969,D13
11847,7970,E43
11848,7970,E44
11849,7971,F31
11850,7971,F33
11851,7972,K42
11852,7973,N73
11853,7973,F13
11854,7975,O41
11855,7977,O41
11856,7977,E62
11857,7979,D21
11858,7979,L51
11859,7979,D92
11860,7980,L23
11861,7981,J13
11862,7982,D91
11863,7982,D11
11864,7983,D81
11865,7983,L83
11866,8002,J41
11867,8002,J31
11868,8003,G21
11869,8003,D82
11870,8004,D12
11871,8004,I12
11872,8004,L66
11873,8005,E42
11874,8006,I31
11875,8006,H72
11876,8007,O41
11877,8007,O31
11878,8009,H55
11879,8010,A12
11880,9623,E44
11881,9623,G32
11882,9623,E51
11883,9626,N42
11884,9626,N12
11885,9626,E60
11886,9627,J13
11887,9627,I21
11888,348,D71
11889,348,D72
11890,349,D43
11891,350,D81
11892,351,C73
11893,352,D61
11894,352,L32
11895,353,D51
11896,354,D81
11897,355,J42
11898,355,J21
11899,356,J26
11900,357,C22
11901,339,C32
11902,340,C20
11903,341,C51
11904,341,C22
11905,341,G12
11906,342,C51
11907,342,G12
11908,343,E21
11909,343,C52
11910,344,D00
11911,344,D81
11912,345,D51
11913,347,D71
11914,347,D82
11915,330,D82
11916,331,C73
11917,332,D81
11918,333,I32
11919,333,D63
11920,334,D12
11921,336,C32
11922,337,C12
11923,338,C20
11924,317,C70
11925,318,D12
11926,318,D13
11927,318,J22
11928,319,R22
11929,319,R15
11930,319,C51
11931,320,C32
11932,321,C12
11933,322,D71
11934,322,C70
11935,323,D61
11936,323,D63
11937,323,D51
11938,324,D52
11939,324,G14
11940,325,F34
11941,325,D82
11942,325,F21
11943,326,E62
11944,326,C62
11945,326,H24
11946,327,D81
11947,328,F13
11948,307,D91
11949,307,D11
11950,307,E21
11951,309,G12
11952,310,C25
11953,310,C14
11954,310,D11
11955,311,C22
11956,311,C14
11957,312,C61
11958,313,C61
11959,314,D51
11960,314,C78
11961,315,C78
11962,316,L12
11963,316,D42
11964,295,D12
11965,296,C32
11966,297,C20
11967,297,C11
11968,298,C22
11969,298,C11
11970,299,C12
11971,299,C20
11972,300,E32
11973,300,M10
11974,301,G12
11975,301,E44
11976,301,E21
11977,302,E10
11978,304,C73
11979,304,D83
11980,305,D82
11981,306,D63
11982,287,D82
11983,288,D71
11984,289,F13
11985,290,G13
11986,290,E43
11987,291,E32
11988,291,C22
11989,291,E10
11990,293,C12
11991,294,C21
11992,294,C14
11993,281,C25
11994,281,C14
11995,282,C22
11996,283,Q12
11997,274,C25
11998,275,C24
11999,275,C23
12000,276,C14
12001,276,C20
12002,277,C78
12003,278,C72
12004,280,G14
12005,280,D83
12006,265,D80
12007,265,C10
12008,266,D91
12009,266,D81
12010,267,C72
12011,267,C91
12012,268,D31
12013,268,D81
12014,269,D51
12015,269,D61
12016,270,C72
12017,271,L93
12018,271,L13
12019,272,C11
12020,273,C20
12021,273,C12
12022,255,D71
12023,255,C72
12024,255,D78
12025,257,C72
12026,258,D83
12027,259,E32
12028,259,D90
12029,260,D92
12030,260,D41
12031,261,C72
12032,261,L14
12033,262,C78
12034,263,C25
12035,264,C22
12036,247,I18
12037,249,D51
12038,249,D82
12039,250,D43
12040,250,L13
12041,251,D61
12042,251,D63
12043,252,O41
12044,252,D90
12045,253,C62
12046,253,O40
12047,254,C78
12048,254,J52
12049,240,D45
12050,240,P21
12051,243,D11
12052,243,G11
12053,244,C14
12054,245,C22
12055,234,O41
12056,234,F43
12057,234,O11
12058,234,O33
12059,234,J24
12060,235,C72
12061,236,C73
12062,236,C71
12063,237,C73
12064,237,C72
12065,238,E21
12066,238,D91
12067,239,C25
12068,228,C72
12069,228,D83
12070,229,D51
12071,230,D81
12072,231,D51
12073,232,D82
12074,232,M41
12075,232,D23
12076,233,D83
12077,233,M37
12078,219,D82
12079,220,C32
12080,220,E41
12081,223,C32
12082,224,C22
12083,225,C51
12084,225,C22
12085,225,G12
12086,211,C72
12087,213,C73
12088,213,D83
12089,214,D90
12090,214,D83
12091,214,E31
12092,215,L22
12093,215,D83
12094,216,D82
12095,216,D61
12096,217,Q12
12097,217,J43
12098,218,C14
12099,218,C51
12100,205,D44
12101,205,D82
12102,206,C78
12103,207,H41
12104,210,D12
12105,210,C51
12106,198,C22
12107,199,C14
12108,201,C23
12109,202,J26
12110,202,J16
12111,192,L14
12112,192,D82
12113,193,G12
12114,195,D43
12115,195,L13
12116,196,C30
12117,196,C52
12118,197,J31
12119,187,L51
12120,188,D12
12121,188,D81
12122,188,O15
12123,188,O12
12124,189,D51
12125,191,C30
12126,181,C72
12127,181,C73
12128,181,C62
12129,182,C72
12130,183,D74
12131,183,D63
12132,184,D52
12133,185,D82
12134,185,C71
12135,186,G12
12136,171,C73
12137,171,D83
12138,172,D44
12139,172,D51
12140,173,D90
12141,173,E22
12142,173,D82
12143,174,C10
12144,174,D83
12145,175,D43
12146,175,D83
12147,176,C70
12148,176,D50
12149,177,C78
12150,178,C35
12151,178,D11
12152,179,C12
12153,165,D81
12154,166,D81
12155,167,D82
12156,168,C14
12157,169,C12
12158,170,D44
12159,170,L70
12160,158,D44
12161,158,L71
12162,159,I18
12163,159,I11
12164,161,D82
12165,162,C73
12166,162,D83
12167,164,D81
12168,152,C22
12169,152,C51
12170,153,C13
12171,153,C50
12172,154,D13
12173,154,J13
12174,155,L93
12175,155,R41
12176,156,C78
12177,146,D82
12178,146,L14
12179,147,D44
12180,147,H57
12181,148,L22
12182,148,D82
12183,148,L14
12184,149,D51
12185,149,E21
12186,149,D31
12187,149,D11
12188,150,C14
12189,151,G12
12190,137,B31
12191,138,C22
12192,138,C13
12193,139,E21
12194,139,D91
12195,140,L13
12196,140,L62
12197,141,L62
12198,141,F13
12199,141,D12
12200,142,D44
12201,142,C51
12202,143,E32
12203,143,O41
12204,130,C32
12205,131,C20
12206,131,C14
12207,132,C22
12208,133,C52
12209,133,C14
12210,133,C20
12211,135,C72
12212,136,D81
12213,122,L13
12214,122,D43
12215,123,D63
12216,123,D90
12217,124,C78
12218,124,C73
12219,125,C72
12220,125,C73
12221,126,C72
12222,126,C73
12223,127,C73
12224,128,C72
12225,129,C51
12226,129,D12
12227,115,D51
12228,117,D63
12229,117,D31
12230,118,C20
12231,118,C14
12232,119,C32
12233,120,J24
12234,120,C41
12235,120,J64
12236,107,D12
12237,107,D91
12238,108,J22
12239,108,I38
12240,109,D51
12241,109,D81
12242,110,C60
12243,111,C78
12244,113,C20
12245,113,E23
12246,101,G12
12247,101,C51
12248,102,C32
12249,104,C20
12250,105,D72
12251,105,E61
12252,105,H11
12253,106,J65
12254,106,J64
12255,93,C51
12256,93,C32
12257,94,C22
12258,94,C52
12259,95,C22
12260,96,C51
12261,96,C21
12262,96,C14
12263,97,C20
12264,98,C72
12265,98,D82
12266,99,C73
12267,99,C72
12268,100,J51
12269,100,J31
12270,84,J31
12271,86,C53
12272,87,C22
12273,88,D81
12274,89,D83
12275,90,D91
12276,90,D12
12277,91,D31
12278,91,D63
12279,91,C52
12280,91,I32
12281,76,L63
12282,76,D24
12283,78,D72
12284,79,D81
12285,79,C70
12286,80,C72
12287,80,D83
12288,80,C73
12289,81,D82
12290,82,C73
12291,82,C72
12292,83,G12
12293,69,C78
12294,71,C32
12295,72,E40
12296,73,C30
12297,73,C51
12298,74,C22
12299,66,C73
12300,66,C72
12301,66,D83
12302,67,D44
12303,67,G12
12304,68,D81
12305,58,C63
12306,58,C43
12307,58,C61
12308,59,D43
12309,59,C72
12310,61,C22
12311,63,C12
12312,51,D00
12313,51,B41
12314,52,J26
12315,52,H31
12316,52,H55
12317,52,J14
12318,52,J22
12319,53,J41
12320,53,L14
12321,53,D82
12322,54,C22
12323,54,C51
12324,56,C22
12325,56,C63
12326,57,C14
12327,44,D00
12328,45,D72
12329,45,D82
12330,46,E32
12331,46,D84
12332,47,C12
12333,48,C12
12334,49,C73
12335,50,D82
12336,50,D71
12337,37,D44
12338,38,C72
12339,38,D82
12340,40,C33
12341,41,C13
12342,42,O30
12343,43,D51
12344,32,I10
12345,32,J28
12346,33,C20
12347,34,C22
12348,35,C20
12349,36,C22
12350,24,J31
12351,24,H56
12352,25,C22
12353,26,C14
12354,27,C12
12355,29,C51
12356,29,I10
12357,30,C63
12358,31,O41
12359,31,D90
12360,18,C13
12361,18,G12
12362,18,C22
12363,18,C51
12364,19,C78
12365,19,D83
12366,21,C73
12367,21,K21
12368,21,D43
12369,22,C24
12370,23,C22
12371,23,C52
12372,12,D84
12373,12,D81
12374,13,D82
12375,13,D42
12376,14,J22
12377,14,H24
12378,15,C25
12379,15,C24
12380,16,D61
12381,16,D42
12382,7,C51
12383,7,C14
12384,7,C24
12385,7,J24
12386,8,C32
12387,8,C22
12388,9,C22
12389,9,G12
12390,10,C22
12391,10,C32
12392,11,J64
12393,1,D13
12394,1,D11
12395,1,D12
12396,3,C22
12397,4,C20
12398,5,C78
12399,6,C30
12400,3673,D72
12401,3673,H22
12402,3673,H24
12403,3673,P16
12404,3674,C78
12405,3674,J44
12406,3674,D83
12407,3675,C73
12408,3675,C72
12409,3676,G32
12410,3677,D81
12411,3678,D71
12412,3678,H41
12413,3679,J31
12414,3682,O41
12415,3682,C61
12416,3682,E61
12417,3683,C73
12418,3684,D71
12419,3685,O41
12420,3685,E12
12421,3685,E23
12422,3686,H55
12423,3686,D91
12424,3686,H61
12425,3688,C30
12426,3689,D71
12427,3690,D82
12428,3690,D23
12429,3690,L14
12430,3691,E22
12431,3691,D92
12432,3691,L60
12433,3692,C72
12434,3692,D83
12435,3693,C11
12436,3693,C73
12437,3693,D83
12438,3694,C41
12439,3695,C72
12440,3695,C62
12441,3696,C33
12442,3696,C23
12443,3697,C32
12444,3698,D81
12445,3698,D83
12446,3699,D71
12447,3699,D51
12448,3699,H41
12449,3700,D44
12450,3700,D83
12451,3701,J22
12452,3701,J16
12453,3701,C51
12454,3701,J13
12455,3702,J13
12456,3702,J24
12457,3702,I20
12458,3704,C13
12459,3704,C20
12460,3706,D11
12461,3706,C43
12462,3706,L11
12463,3707,C22
12464,3707,C51
12465,3707,G12
12466,3709,C51
12467,3709,D11
12468,3709,D12
12469,3713,G21
12470,3713,G13
12471,3714,H41
12472,3714,D82
12473,3714,C71
12474,3715,C78
12475,3716,D83
12476,3717,D44
12477,3717,C51
12478,3718,C21
12479,3718,O47
12480,3719,D83
12481,3719,D82
12482,3719,C72
12483,3720,D45
12484,3720,D63
12485,3721,D50
12486,3721,G12
12487,3721,E44
12488,3723,C23
12489,3723,C25
12490,3724,J41
12491,3724,D21
12492,3725,D11
12493,3726,C20
12494,3727,D71
12495,3728,J24
12496,3728,E24
12497,3728,O33
12498,3728,E25
12499,3729,C30
12500,3729,G12
12501,3730,C53
12502,3730,C10
12503,3730,G12
12504,3731,C73
12505,3731,C72
12506,3731,D83
12507,3732,E32
12508,3732,E31
12509,3732,E51
12510,3733,D83
12511,3733,C72
12512,3734,C73
12513,3736,D90
12514,3736,D84
12515,3737,G13
12516,3737,G12
12517,3738,C63
12518,3739,C78
12519,3740,I32
12520,3740,D63
12521,3741,C32
12522,3742,C78
12523,3744,D44
12524,3745,E31
12525,3745,E62
12526,3746,C22
12527,3747,C73
12528,3747,C72
12529,3748,C73
12530,3749,D81
12531,3750,L13
12532,3750,L11
12533,3750,L66
12534,3751,C78
12535,3751,D82
12536,3752,C78
12537,3752,D23
12538,3753,D44
12539,3754,C72
12540,3756,C20
12541,3756,E31
12542,3756,E24
12543,3757,D90
12544,3757,D52
12545,3758,C20
12546,3759,G12
12547,3759,G32
12548,3759,E43
12549,3760,G14
12550,3760,G18
12551,3760,K22
12552,3761,C12
12553,3761,C20
12554,3761,C22
12555,3762,G12
12556,3762,D84
12557,3763,C72
12558,3763,D82
12559,3763,D44
12560,3765,D91
12561,3766,C22
12562,3767,C61
12563,3767,O41
12564,3767,G12
12565,3768,D72
12566,3769,D81
12567,3771,D82
12568,3772,C51
12569,3772,J24
12570,3772,J31
12571,3772,I21
12572,3773,C30
12573,3774,D83
12574,3774,C72
12575,3775,D44
12576,3775,D82
12577,3775,D83
12578,3776,C63
12579,3776,C73
12580,3777,C22
12581,3778,C70
12582,3778,D80
12583,3779,D90
12584,3779,D00
12585,3780,H73
12586,3780,R21
12587,3780,H41
12588,3780,D72
12589,3780,H24
12590,3781,G15
12591,3781,G11
12592,3781,F41
12593,3782,H21
12594,3782,E62
12595,3782,H31
12596,3783,C22
12597,3784,C22
12598,3785,D83
12599,3785,C52
12600,3786,D12
12601,3786,D91
12602,3787,J24
12603,3787,C51
12604,3787,J31
12605,3787,C31
12606,3788,C13
12607,3789,C30
12608,3790,C33
12609,3790,G12
12610,3791,C35
12611,3792,D11
12612,3792,D63
12613,3793,C63
12614,3887,D82
12615,3887,L14
12616,3887,D81
12617,3794,D83
12618,3794,D84
12619,3794,C53
12620,3795,I22
12621,3795,E62
12622,3795,H23
12623,3795,H24
12624,3795,O41
12625,3796,C20
12626,3797,D82
12627,3798,C61
12628,3798,D10
12629,3798,D20
12630,3799,L95
12631,3799,Q25
12632,3799,L51
12633,3800,D51
12634,3800,C62
12635,3801,C20
12636,3802,C72
12637,3802,C63
12638,3803,D81
12639,3804,O41
12640,3804,J31
12641,3804,O31
12642,3804,J24
12643,3805,D72
12644,3805,E62
12645,3805,H11
12646,3806,E32
12647,3806,F41
12648,3807,D40
12649,3807,C78
12650,3808,D83
12651,3808,C73
12652,3809,D82
12653,3811,C22
12654,3812,C51
12655,3812,R32
12656,3812,L11
12657,3813,D63
12658,3813,Q20
12659,3814,Q41
12660,3814,L94
12661,3814,L98
12662,3814,L33
12663,3814,L90
12664,3815,D82
12665,3815,C78
12666,3815,D44
12667,3815,J44
12668,3816,D82
12669,3816,D81
12670,3817,D81
12671,3817,G12
12672,3818,R11
12673,3818,R14
12674,3819,C78
12675,3820,C25
12676,3821,C22
12677,3822,C20
12678,3823,D52
12679,3825,F11
12680,3825,F14
12681,3825,R12
12682,3826,C30
12683,3826,C20
12684,3828,D40
12685,3828,D61
12686,3829,D61
12687,3829,D82
12688,3829,D83
12689,3830,C70
12690,3830,D83
12691,3831,C32
12692,3832,C22
12693,3833,C72
12694,3833,D43
12695,3899,D44
12696,3900,D83
12697,3900,C73
12698,3901,E31
12699,3901,E62
12700,3902,D44
12701,3903,D82
12702,3904,C73
12703,3905,J31
12704,3905,J41
12705,3905,J64
12706,3906,D83
12707,3907,J24
12708,3907,J61
12709,3907,I21
12710,3908,D82
12711,3908,D83
12712,3909,C51
12713,3909,H31
12714,3909,J22
12715,3834,C10
12716,3834,D81
12717,3835,C78
12718,3835,D72
12719,3835,H11
12720,3836,C12
12721,3836,D63
12722,3837,G12
12723,3837,M41
12724,3837,D81
12725,3838,C33
12726,3840,C51
12727,3840,D12
12728,3841,C22
12729,3842,C22
12730,3843,D11
12731,3843,D63
12732,3844,C73
12733,3844,D82
12734,3844,D21
12735,3844,K00
12736,3844,L14
12737,3845,G12
12738,3845,H55
12739,3845,E21
12740,3845,E22
12741,3847,C32
12742,3847,C53
12743,3847,C22
12744,3848,C22
12745,3849,D11
12746,3849,D81
12747,3888,C22
12748,3888,G12
12749,3850,D83
12750,3850,E40
12751,3850,C78
12752,3851,D43
12753,3851,D82
12754,3851,D62
12755,3851,L14
12756,3852,C78
12757,3853,C22
12758,3854,D82
12759,3854,C72
12760,3854,D83
12761,3855,C73
12762,3856,C24
12763,3857,C13
12764,3857,C25
12765,3858,D82
12766,3858,C70
12767,3859,C30
12768,3860,C15
12769,3860,C32
12770,3860,C12
12771,3860,C22
12772,3861,D72
12773,3862,C23
12774,3862,C22
12775,3863,C21
12776,3863,C14
12777,3864,C72
12778,3864,D83
12779,3864,D44
12780,3865,I11
12781,3865,I12
12782,3867,C22
12783,3889,C73
12784,3890,G11
12785,3868,C13
12786,3868,C20
12787,3869,C20
12788,3869,C13
12789,3870,J31
12790,3870,J41
12791,3870,J64
12792,3871,C30
12793,3872,C51
12794,3872,D44
12795,3873,C41
12796,3874,C61
12797,3875,D71
12798,3876,C30
12799,3876,C20
12800,3877,C41
12801,3877,C21
12802,3878,C21
12803,3879,C70
12804,3879,D83
12805,3879,D82
12806,3880,C20
12807,3881,F12
12808,3881,L16
12809,3881,F23
12810,3881,F41
12811,3881,L11
12812,3882,C32
12813,3883,D52
12814,3883,G12
12815,3884,C20
12816,3884,C30
12817,3886,D11
12818,3886,D81
12819,3910,C51
12820,3910,D12
12821,3910,D31
12822,3911,C21
12823,3911,D12
12824,3912,D44
12825,3912,D81
12826,3914,D11
12827,3914,D91
12828,3915,I11
12829,3915,I12
12830,3915,O15
12831,3916,C20
12832,3916,C30
12833,3917,C78
12834,3919,C30
12835,3919,I21
12836,3920,D12
12837,3920,L11
12838,3920,L82
12839,3921,D83
12840,3922,C73
12841,3922,D83
12842,3923,G14
12843,3924,C22
12844,3924,C23
12845,3925,D71
12846,3926,E52
12847,3926,E61
12848,3926,E62
12849,3926,E63
12850,3927,C22
12851,3928,D11
12852,3928,D12
12853,3929,D63
12854,3929,D71
12855,3930,C22
12856,3931,C32
12857,3932,C15
12858,3933,D82
12859,3933,J41
12860,3934,D63
12861,3934,D74
12862,3934,D83
12863,3934,J41
12864,3934,L14
12865,3936,C73
12866,3936,D43
12867,3937,F33
12868,3937,F41
12869,3937,G15
12870,3939,D82
12871,3939,D83
12872,3939,G12
12873,3940,C22
12874,3941,C14
12875,3941,C21
12876,3942,A14
12877,3943,G10
12878,3943,G20
12879,3944,C73
12880,3944,C78
12881,3944,D90
12882,3944,L14
12883,3945,D44
12884,3946,C23
12885,3946,C33
12886,3947,D82
12887,3947,L14
12888,3948,C21
12889,3949,G12
12890,3950,C24
12891,3951,C23
12892,3952,C83
12893,3952,D81
12894,3952,D84
12895,3953,G12
12896,3954,H41
12897,3954,J16
12898,3954,O15
12899,3954,O17
12900,3954,O18
12901,3955,C20
12902,3955,C51
12903,3956,C22
12904,3957,C23
12905,3958,D71
12906,3958,D72
12907,3959,C71
12908,3959,D82
12909,3959,D83
12910,3960,C13
12911,3960,C22
12912,3960,C32
12913,3961,D44
12914,3961,D82
12915,3962,C72
12916,3963,C12
12917,3963,C13
12918,3963,C20
12919,3963,C30
12920,3964,D82
12921,3964,D83
12922,3965,D31
12923,3965,D63
12924,3966,C22
12925,3967,C32
12926,3967,E52
12927,3968,C12
12928,3968,C24
12929,3969,C23
12930,3969,C25
12931,3969,C35
12932,3970,C20
12933,3970,C24
12934,3971,C21
12935,3972,D52
12936,3972,D82
12937,3972,G33
12938,3973,C71
12939,3973,C72
12940,3973,D83
12941,3974,C78
12942,3974,D82
12943,3975,D44
12944,3976,C72
12945,3976,C73
12946,3977,D83
12947,3977,E31
12948,3977,E40
12949,3978,D51
12950,3978,D81
12951,3979,C21
12952,3979,C35
12953,3980,D44
12954,3981,C53
12955,3981,G12
12956,3981,G15
12957,3982,H21
12958,3982,H23
12959,3982,I38
12960,3982,J22
12961,3982,J31
12962,3982,J38
12963,3985,C73
12964,3985,D83
12965,3986,J24
12966,3986,J31
12967,3986,J41
12968,3986,J64
12969,3987,D44
12970,3987,D61
12971,3987,D82
12972,3987,H21
12973,3988,G22
12974,3988,I11
12975,3988,J31
12976,3988,J32
12977,3988,J62
12978,3989,C73
12979,3989,D83
12980,3990,D51
12981,3991,C21
12982,3992,C78
12983,3992,D41
12984,3992,D43
12985,3994,C22
12986,3995,C14
12987,3995,C15
12988,3995,C21
12989,3996,E42
12990,3997,G12
12991,3998,C22
12992,3998,C32
12993,3999,C23
12994,3999,C33
12995,4000,C30
12996,4001,D80
12997,4001,D83
12998,4002,D81
12999,4002,D83
13000,4002,L65
13001,4003,C15
13002,4003,C25
13003,4004,C52
13004,4004,C62
13005,4004,C63
13006,4004,D52
13007,4004,E13
13008,4005,C12
13009,4005,C15
13010,4006,C22
13011,4006,C32
13012,4007,C78
13013,4007,D86
13014,4008,C32
13015,4009,R41
13016,4010,C73
13017,4010,D01
13018,4011,E52
13019,4012,I21
13020,4012,J15
13021,4012,J24
13022,4013,C35
13023,4013,I21
13024,4014,C21
13025,4015,D82
13026,4015,E62
13027,4015,H21
13028,4015,H24
13029,4016,D44
13030,4016,D82
13031,4017,C30
13032,4018,D63
13033,4019,I38
13034,4019,J38
13035,4022,D81
13036,4024,C15
13037,4024,C32
13038,4025,D12
13039,4025,D31
13040,4025,G11
13041,4025,G12
13042,4026,D63
13043,4026,D64
13044,4026,Z13
13045,4027,E24
13046,4027,J31
13047,4027,J62
13048,4027,L16
13049,4027,L80
13050,4028,D44
13051,4029,C51
13052,4030,D11
13053,4030,D81
13054,4031,C13
13055,4031,C23
13056,4032,E52
13057,4032,E61
13058,4032,E62
13059,4033,D82
13060,4034,C21
13061,4035,J31
13062,4035,J41
13063,4036,D82
13064,4036,D91
13065,4037,C63
13066,4037,C72
13067,4038,C21
13068,4038,C23
13069,4039,C73
13070,4039,D83
13071,4040,C20
13072,4040,C30
13073,4041,C21
13074,4041,J31
13075,4042,E31
13076,4042,E32
13077,4043,D71
13078,4043,D82
13079,4044,C23
13080,4044,C25
13081,4045,C14
13082,4046,D83
13083,4047,C22
13084,4047,C32
13085,4048,C12
13086,4049,D44
13087,4050,D81
13088,4051,C14
13089,4052,A11
13090,4052,D00
13091,4053,D43
13092,4053,I20
13093,4053,I23
13094,4055,C33
13095,4056,J31
13096,4056,J38
13097,4056,J41
13098,4057,D82
13099,4057,D86
13100,4058,D44
13101,4058,D71
13102,4058,D82
13103,4059,C22
13104,4059,C23
13105,4059,C53
13106,4060,D72
13107,4061,I21
13108,4062,D44
13109,4062,D84
13110,4062,E13
13111,4063,C73
13112,4063,D83
13113,4066,D64
13114,4067,D51
13115,4068,D85
13116,4069,D63
13117,4071,D01
13118,4071,D81
13119,4071,D83
13120,4072,C73
13121,4073,C53
13122,4073,E17
13123,4074,D83
13124,4074,Z13
13125,4075,C73
13126,4075,D82
13127,4076,D11
13128,4076,D12
13129,4076,M37
13130,4077,I12
13131,4077,I18
13132,4078,C32
13133,4079,C72
13134,4090,C51
13135,4090,C73
13136,4090,D43
13137,4091,D86
13138,4092,I38
13139,4092,J15
13140,4092,R21
13141,4092,R38
13142,4093,D63
13143,4093,D82
13144,4093,D86
13145,4093,J41
13146,4095,C20
13147,4095,C30
13148,4096,D71
13149,4096,D82
13150,4097,C21
13151,4097,C31
13152,4080,J16
13153,4080,J31
13154,4081,C72
13155,4082,C61
13156,4082,D11
13157,4082,D24
13158,4082,G11
13159,4083,C91
13160,4083,C93
13161,4083,D81
13162,4084,C32
13163,4085,C91
13164,4085,D81
13165,4086,C21
13166,4086,C31
13167,4087,C51
13168,4087,D11
13169,4087,D13
13170,4088,C22
13171,4089,D11
13172,4099,C73
13173,4099,C78
13174,4099,D82
13175,4100,C72
13176,4100,D83
13177,4101,C20
13178,4101,C24
13179,4101,C30
13180,4103,F14
13181,4103,F23
13182,4103,L11
13183,4103,O19
13184,4104,D82
13185,4104,D84
13186,4105,C72
13187,4105,D82
13188,4105,D83
13189,4106,D44
13190,4107,C63
13191,4107,D50
13192,4108,C51
13193,4108,G11
13194,4108,G12
13195,4109,D61
13196,4109,J11
13197,4109,J13
13198,4110,C78
13199,4110,D82
13200,4111,D61
13201,4111,D62
13202,4111,D82
13203,4111,D83
13204,4112,D11
13205,4112,D71
13206,4113,C20
13207,4113,C52
13208,4114,C21
13209,4114,C31
13210,4115,C30
13211,4116,C13
13212,4116,C20
13213,4116,C30
13214,4118,C51
13215,4118,D43
13216,4118,L13
13217,4119,L16
13218,4119,O33
13219,4119,O41
13220,4121,D21
13221,4121,D59
13222,4121,D82
13223,4121,D86
13224,4122,D64
13225,4123,C20
13226,4124,D14
13227,4124,D53
13228,4124,K35
13229,4125,C72
13230,4125,C73
13231,4125,D83
13232,4126,C51
13233,4126,D12
13234,4129,C23
13235,4129,C33
13236,4129,E31
13237,4129,R15
13238,3891,E24
13239,3891,J64
13240,3891,J65
13241,3892,D64
13242,3893,C72
13243,3893,C91
13244,3893,L83
13245,3894,C72
13246,3894,D83
13247,3895,D81
13248,3895,D90
13249,3896,C23
13250,3897,C22
13251,3898,C20
13252,3898,C30
13253,4130,D11
13254,4130,D81
13255,4131,C70
13256,4132,D01
13257,4132,D11
13258,4132,E31
13259,4132,E51
13260,4133,D21
13261,4133,D91
13262,4133,D92
13263,4133,E32
13264,4133,G31
13265,4134,G31
13266,4134,G32
13267,4135,C22
13268,4136,C78
13269,4136,D86
13270,4137,C73
13271,4137,D43
13272,4137,D82
13273,4137,L12
13274,4137,L13
13275,4138,D82
13276,4138,D83
13277,4139,C53
13278,4140,D12
13279,4140,D81
13280,4140,D91
13281,4141,D72
13282,4141,D82
13283,4141,H20
13284,4141,P16
13285,4142,C51
13286,4142,I21
13287,4143,C51
13288,4143,D12
13289,4143,D81
13290,4143,D86
13291,4143,O12
13292,4143,O18
13293,4144,C22
13294,4144,C51
13295,4144,G12
13296,4145,C10
13297,4145,C20
13298,4145,C30
13299,4146,C91
13300,4146,D63
13301,4146,D81
13302,4146,D83
13303,4147,D53
13304,8276,C51
13305,8276,L63
13306,8276,M37
13307,8288,C30
13308,8293,C22
13309,8297,D81
13310,8298,D82
13311,8298,G32
13312,8298,G34
13313,8326,C22
13314,8326,E32
13315,8326,E37
13316,8326,E43
13317,8326,E47
13318,8337,C22
13319,8406,D51
13320,8406,D61
13321,8406,D81
13322,8406,D83
13323,8291,C51
13324,8291,D24
13325,8291,D92
13326,8291,G32
13327,8291,L11
13328,8291,O31
13329,8291,O47
13330,8292,C51
13331,8292,D12
13332,8292,D31
13333,8296,C62
13334,8296,D43
13335,8296,D51
13336,8296,L13
13337,8305,C21
13338,8306,C51
13339,8306,G12
13340,8314,L11
13341,8314,L25
13342,8314,L81
13343,8314,R32
13344,8358,C71
13345,8358,D62
13346,8378,C53
13347,8378,D81
13348,8378,D84
13349,8408,C71
13350,8408,C72
13351,8408,D83
13352,8282,E13
13353,8289,C22
13354,8289,G12
13355,8316,D82
13356,8324,D81
13357,8324,G12
13358,8325,C22
13359,8325,C25
13360,8325,C32
13361,8325,C35
13362,8330,C23
13363,8333,C78
13364,8333,D82
13365,8333,D83
13366,8333,L15
13367,8353,C83
13368,8353,D81
13369,8354,D44
13370,8354,D82
13371,8393,D44
13372,8393,D82
13373,8393,D83
13374,8283,D82
13375,8283,D83
13376,8283,L11
13377,8283,L81
13378,8332,C23
13379,8332,C25
13380,8352,C46
13381,8352,C51
13382,8352,J62
13383,8361,G11
13384,8361,G12
13385,8369,H21
13386,8369,H24
13387,8369,H31
13388,8369,J22
13389,8369,J31
13390,8383,D14
13391,8383,E41
13392,8383,G21
13393,8420,D81
13394,8421,D81
13395,8421,D86
13396,8421,J31
13397,8421,J41
13398,8287,D11
13399,8287,D71
13400,8287,J22
13401,8300,C13
13402,8300,C20
13403,8300,C30
13404,8301,C51
13405,8301,D81
13406,8301,D92
13407,8301,E23
13408,8301,E24
13409,8301,E32
13410,8301,G14
13411,8308,D40
13412,8308,D44
13413,8341,C12
13414,8341,C13
13415,8341,C22
13416,8341,C52
13417,8376,D83
13418,8376,I12
13419,8396,D81
13420,8398,C44
13421,8398,C61
