index,AuthorID,AuthorName,Sex,NativeLanguage,PhDYear,Note
4524,5108,Russell Davidson,Male,English,,
4525,5109,Russell F. Settle,Male,,,
4526,5110,Russell Hillberry,Male,,2000.0,
4527,5111,Russell Lundholm,Male,English,,
4528,5112,Russell S. Boyer,Male,English,,
4529,5113,Russell S. Sobel,Male,English,,
4530,5114,Ruth Uwaifo Oyelere,Female,,,
4531,5115,Ryan C. McDevitt,Male,English,,
4532,5116,Ryan Kellogg,Male,English,2008.0,
4533,5117,Ryan Oprea,Male,English,2006.0,
4534,5118,Ryan W. Buell,Male,,,
4535,5119,Ryo Okui,Male,Non-English,,
4536,5120,Régis Renault,Male,,1993.0,
4537,5121,Rüdiger Bachmann,Male,Non-English,,
4538,5122,S. C. Tsiang,Male,Non-English,,
4539,5123,Serge Darolles,Male,Non-English,,
4540,5124,Sanghamitra K. Das,Female,,,
4541,5125,S. Lael Brainard,Female,English,,
4542,5127,S. M. Ravi Kanbur,Male,English,,
4543,5129,S. Nageeb Ali,Male,English,2007.0,
4544,5130,S. Q. Lemche,Male,,,
4545,5131,S. Rao Aiyagari,Male,English,,
4546,5132,Sabine Kröger,Female,Non-English,,
4547,5133,Sagiri Kitao,Female,Non-English,,
4548,5134,Sahil Raina,Male,,,
4549,5135,Sainan Jin,Female,,,
4550,5136,Salih N. Neftçi,Male,Non-English,,
4551,5137,Salim Rashid,Male,English,,
4552,5138,Sally E. Sadoff,Female,,,
4553,5140,Salvador Barberà,Male,Non-English,,
4554,5141,Salvador Navarro,Male,,2005.0,
4555,5142,Salvador Ortigueira,Male,Non-English,,
4556,5143,Salvatore Nunnari,Male,,,
4557,5144,Sam Allgood,Male,,,
4558,5145,Sam Bucovetsky,Male,English,,
4559,5147,Sam Peltzman,Male,English,,
4560,5148,Sam Schulhofer-Wohl,Male,English,,
4561,5149,Samar K. Datta,Male,,,
4562,5150,Samuel A. Kleiner,Male,,,
4563,5151,Samuel Bowles,Male,English,,
4564,5153,Sandeep Baliga,Male,English,1993.0,
4565,5154,Sander Onderstal,Male,Non-English,,
4566,5155,Sanders Korenman,Male,,,
4567,5156,Sandile Hlatshwayo,Male,,,
4568,5158,Sandra E. Black,Female,English,,
4569,5159,Sanford J. Grossman,Male,English,,
4570,5161,Sangmok Lee,Male,,2012.0,
4571,5162,Sanjay K. Chugh,Male,,,
4572,5163,Sanjay K. Dhar,Male,,,
4573,5164,Sanjay Srivastava,Male,English,,
4574,5165,Sanjeev Goyal,Male,English,1990.0,
4575,5166,Santiago Bazdresch,Male,Non-English,,
4576,5167,Santiago Levy,Male,English,,
4577,5168,Santiago Oliveros,Male,,2006.0,
4578,5169,Santosh Anagol,Male,English,2009.0,
4579,5170,Sara Fisher Ellison,Female,,,
4580,5171,Sarah Baird,Female,,,
4581,5172,Sarah J. Reber,Female,English,,
4582,5173,Sarah Miller,Female,,2014.0,
4583,5175,Sarah Tanner,Female,,,
4584,5176,Sarah Taubman,Female,,,
4585,5177,Sarah Turner,Female,,,
4586,5178,Sarah Zubairy,Female,,2010.0,
4587,5179,Sari Pekkala Kerr,Female,,,
4588,5180,Saroj Bhattarai,Male,,2010.0,
4589,5181,Sascha C. Füllbrunn,Male,,,
4590,5182,Sascha O. Becker,Male,Non-English,,
4591,5183,Satoru Takahashi,Male,Non-English,2007.0,
4592,5184,Satyajit Chatterjee,Male,English,1986.0,
4593,5185,Saul Estrin,Male,,,
4594,5186,Saul Lach,Male,Non-English,,
4595,5187,Saul Pleeter,Male,Unknown,,
4596,5188,Saul Schwartz,Male,,,
4597,5189,Saverio Simonelli,Male,Non-English,,
4598,5190,Scott A. Imberman,Male,,,
4599,5192,Scott C. Bradford,Male,,,
4600,5193,Scott Duke Kominers,Male,English,,
4601,5194,Scott E. Atkinson,Male,,,
4602,5195,Scott E. Carrell,Male,English,,
4603,5196,Scott E. Page,Male,,,
4604,5197,Scott F. Richard,Male,,,
4605,5198,Scott Freeman,Male,English,,
4606,5199,Scott Gordon,Male,English,,
4607,5200,Scott J. Weisbenner,Male,,,
4608,5201,Scott R. Baker,Male,English,2014.0,
4609,5202,Scott R. Pearson,Male,Unknown,,
4610,5203,Scott Rozelle,Male,,1991.0,
4611,5204,Scott Schaefer,Male,,,
4612,5205,Scott Stern,Male,,1996.0,
4613,5206,Scott Sumner,Male,English,,
4614,5208,Se-Jik Kim,Male,,,
4615,5209,Sean Crockett,Male,,,
4616,5210,Sebastian Calonico,Male,Non-English,,
4617,5211,Sebastian Ebert,Male,Non-English,,
4618,5212,Sebastian Edwards,Male,Non-English,1981.0,
4619,5213,Sebastian Galiani,Male,,2000.0,
4620,5214,Sebastian Galiant,Male,Non-English,,
4621,5215,Sebastian J. Goerg,Male,Non-English,,
4622,5216,Sebastian Kohls,Male,,,
4623,5217,Sebastian Krügel,Male,Non-English,,
4624,5218,Sebastian Kube,Male,Non-English,,
4625,5219,Sebastian Martinez,Male,,,
4626,5220,Sebastian Rausch,Male,,,
4627,5221,Sebastien Pouget,Male,Non-English,,
4628,5222,Seema Jayachandran,Female,English,2004.0,
4629,5223,Seha M. Tinic,Male,Unknown,,
4630,5224,Selahattin İmrohoroğlu,Male,Non-English,,
4631,5225,Semih Koray,Male,Non-English,,
4632,5226,Semyon Malamud,Male,Non-English,,
4633,5227,Sendhil Mullainathan,Male,English,1998.0,
4634,5228,Seonghwan Oh,Male,,,
4635,5229,Seppo Honkapohja,Male,,,
4636,5230,Serdar Ozkan,Male,Non-English,2011.0,
4637,5231,Serena Ng,Female,English,1993.0,
4638,5232,Serene Tan,Female,Non-English,,
4639,5233,Sergei Guriev,Male,Non-English,,
4640,5234,Sergei Severinov,Male,,,
4641,5235,Sergey Kokovin,Male,Non-English,,
4642,5236,Sergio Currarini,Male,,,
4643,5237,Sergio Firpo,Male,Non-English,2003.0,
4644,5239,Sergio T. Rebelo,Male,Non-English,1989.0,
4645,5240,Sergiu Hart,Male,Non-English,1976.0,
4646,5241,Serguey Braguinsky,Male,,,
4647,5242,Seth Epstein,Male,,,
4648,5243,Seth G. Sanders,Male,English,,
4649,5244,Seth Pruitt,Male,,,
4650,5246,Seung C. Ahn,Male,Non-English,,
4651,5247,Seung Y. Shin,Male,,,
4652,5248,Seung-Weon Yoo,Male,Non-English,,
4653,5249,Severin Borenstein,Male,English,,
4654,5250,Sevin Yeltekin,Female,,1999.0,
4655,5251,Shabtai Donnenfeld,Male,,,
4656,5252,Shachar Kariv,Male,Non-English,2003.0,
4657,5253,Shaghil Ahmed,Male,English,,
4658,5254,Shahidur R. Khandker,Male,,,
4659,5255,Shakeeb Khan,Male,,1997.0,
4660,5256,Shamena Anwar,Female,English,,
4661,5257,Shane Greenstein,Male,English,,
4662,5258,Shane Sherlund,Male,English,,
4663,5259,Shang-Jin Wei,Male,Non-English,,
4664,5260,Shankar Subramanian,Male,,,
4665,5261,Shanker Satyanath,Male,,,
4666,5262,Shanna Shulman,Female,,,
4667,5263,Shantanu Dutta,Male,,,
4668,5264,Shantayanan Devarajan,Male,,,
4669,5265,Shanti Gamper-Rabindran,Female,,,
4670,5266,Shaohua Chen,Male,,,
4671,5267,Sharon G. Levin,Female,,,
4672,5268,Sharon K. Long,Female,,,
4673,5269,Sharon Maccini,Female,,,
4674,5270,Sharon Oster,Female,,,
4675,5272,Shaun McRae,Male,English,,
4676,5273,Shaun P. Hargreaves Heap,Male,English,,
4677,5274,Shawn Cole,Male,,2005.0,
4678,5275,Shawn Everett Kantor,Male,,,
4679,5276,Shawna Grosskopf,Female,,,
4680,5277,Sheena McConnell,Female,English,,
4681,5278,Sheena S. Iyengar,Female,,,
4682,5279,Shekhar Aiyar,Male,,,
4683,5280,Sheldon Danziger,Male,,,
4684,5281,Sheldon Switzer,Male,,,
4685,5282,Shelley Lapkoff,Female,,,
4686,5283,Shelly Lundberg,Female,,,
4687,5284,Sheng-yung Li,Male,,,
4688,5285,Shenghao Zhu,Male,Non-English,,
4689,5286,Sheoli Pargal,Female,,,
4690,5287,Sheridan Titman,Male,,,
4691,5288,Sherry Xin Li,Female,Non-English,2006.0,
4692,5289,Sherwin Rosen,Male,English,,
4693,5290,Sheryl Ball,Female,,,
4694,5291,Shigehiro Serizawa,Male,Non-English,,
4695,5292,Shimon Kogan,Male,,,
4696,5293,Shing-Yi Wang,Female,English,2008.0,
4697,5294,Shinichi Nishiyama,Male,,,
4698,5295,Shinobu Nakagawa,Male,,,
4699,5296,Shintaro Yamaguchi,Male,,,
4700,5297,Shiv Saini,Male,Unknown,,
4701,5298,Shlomo Benartzi,Male,Non-English,,
4702,5299,Shlomo Yitzhaki,Male,Non-English,,
4703,5300,Shmuel Baruch,Male,,,
4704,5301,Shmuel Zamir,Male,,,
4705,5302,Shoshana A. Grossbard-Shechtman,Female,Non-English,,
4706,5303,Shoshana Neuman,Female,Non-English,,
4707,5304,Shouyong Shi,Male,Non-English,1991.0,
4708,5305,Shu-Chun Susan Yang,Female,,,
4709,5306,Shuaizhang Feng,Male,Non-English,,
4710,5307,Shubham Chaudhuri,Male,English,,
4711,5308,Shuhei Takahashi,Male,Non-English,,
4712,5309,Shun-chieh Liu,Male,Non-English,,
4713,5310,Shurojit Chatterji,Male,,,
4714,5311,Shyam Sunder,Male,English,,
4715,5312,Shyamal Chowdhury,Male,,,
4716,5313,Siddhartha Chib,Male,,,
4717,5314,Signe-Mary McKernan,Female,,,
4718,5315,Silke Januszewski Forbes,Female,,,
4719,5316,Silvana Tenreyro,Female,Non-English,2002.0,
4720,5317,Silvia Ardagna,Female,Non-English,,
4721,5318,Simeon Djankov,Male,Non-English,,
4722,5320,Simon Benninga,Male,,,
4723,5321,Simon Board,Male,English,1994.0,
4724,5322,Simon Condliffe,Male,,,
4725,5323,Simon Cowan,Male,,,
4726,5325,Simon Gilchrist,Male,English,1990.0,
4727,5326,Simon Grant,Male,English,,
4728,5327,Simon J. Evenett,Male,English,,
4729,5328,Simon Johnson,Male,English,,
4730,5329,Simon P. Anderson,Male,English,,
4731,5330,Simon Ville,Male,,,
4732,5331,Simone Cerreia-Vioglio,Male,Non-English,2010.0,
4733,5332,Simone Schaner,Female,,2011.0,
4734,5333,Sisi Zhang,Female,,,
4735,5334,Sita Nataraj Slavov,Female,,,
4736,5335,Siu Fai Leung,Male,Non-English,,
4737,5336,Siwan Anderson,Female,English,,
4738,5337,Siyang Xiong,Male,English,,
4739,5339,Sofronis K. Clerides,Male,,,
4740,5340,Sokbae Lee,Male,Non-English,2002.0,
4741,5341,Solomos Solomou,Male,English,1983.0,
4742,5342,Sonia Bhalotra,Female,,,
4743,5343,Sonia Oreffice,Female,Non-English,,
4744,5344,Sonja B. Starr,Female,,,
4745,5345,Soohyung Lee,Female,,,
4746,5346,Sophie Moinas,Female,Non-English,,
4747,5347,Sophocles Mavroeidis,Male,English,2002.0,
4748,5348,Soren T. Anderson,Male,,,
4749,5349,Sourav Bhattacharya,Male,English,2007.0,
4750,5350,Spencer D. Krane,Male,English,,
4751,5351,Srihari Govindan,Male,English,,
4752,5352,Sriram Venkataraman,Male,,,
4753,5353,Stacey H. Chen,Female,,,
4754,5354,Stacey L. Schreft,Female,,,
4755,5355,Stacy Berg Dale,Female,,,
4756,5356,Stacy Dickert-Conlin,Female,,,
4757,5357,Stan Veuger,Male,,,
4758,5358,Stanislav Anatolyev,Male,Non-English,2000.0,
4759,5359,Stanislaw Wellisz,Male,English,,
4760,5360,Stanley E. Zin,Male,,,
4761,5361,Stanley Fischer,Male,English,,
4762,5362,Stanley L. Winer,Male,English,,
4763,5363,Stanley S. Reynolds,Male,,,
4764,5364,Stavros B. Thomadakis,Male,English,,
4765,5365,Stavros Panageas,Male,Non-English,2005.0,
4766,5366,Stavros Peristiani,Male,,,
4767,5367,Stefan Bender,Male,Non-English,,
4768,5368,Stefan Buehler,Male,Non-English,,
4769,5369,Stefan Dercon,Male,,,
4770,5370,Stefan Eriksson,Male,Non-English,,
4771,5371,Stefan G. N. Hoderlein,Male,Non-English,2002.0,
4772,5372,Stefan Gerlach,Male,,,
4773,5374,Stefan Krasa,Male,Non-English,,
4774,5375,Stefan Lewellen,Male,,,
4775,5376,Stefan Nagel,Male,Non-English,2003.0,
4776,5377,Stefan Reichelstein,Male,,,
4777,5378,Stefan Szymanski,Male,English,,
4778,5379,Stefan T. Trautmann,Male,Unknown,,
4779,5380,Stefanie Sieber,Female,,,
4780,5381,Stefano G. Athanasoulis,Male,,,
4781,5382,Stefano DellaVigna,Male,Non-English,2002.0,
4782,5383,Stefano Demichelis,Male,Non-English,,
4783,5384,Stefano Eusepi,Male,,2004.0,
4784,5385,Stefano Giglio,Male,Non-English,,
4785,5386,Stefano Lovo,Male,Non-English,,
4786,5387,Stefano M. Bertozzi,Male,,,
4787,5388,Stefano Scarpetta,Male,,,
4788,5389,Steffen Andersen,Male,,,
4789,5390,Steffen Huck,Male,,,
4790,5391,Stelios Michalopoulos,Male,Non-English,2008.0,
4791,5392,Sten Nyberg,Male,Non-English,,
4792,5393,Stephan Danninger,Male,,,
4793,5394,Stephan Heblich,Male,Non-English,2007.0,
4794,5395,Stephan Lauermann,Male,Non-English,2007.0,
4795,5396,Stephan Meier,Male,Non-English,2005.0,
4796,5397,Stephan Siegel,Male,Non-English,,
4797,5398,Stephanie E. Curcuru,Female,,,
4798,5399,Stephanie Houghton,Female,,,
4799,5400,Stephanie Riegg Cellini,Female,,,
4800,5402,Stephanie Schmitt-Grohé,Female,Non-English,1994.0,
4801,5403,Stephanie W. Wang,Female,,,
4802,5404,Stephen A. Ross,Male,English,,
4803,5405,Stephen A. Woodbury,Male,,,
4804,5406,Stephen Ansolabehere,Male,,,
4805,5407,Stephen B. Billings,Male,,,
4806,5408,Stephen C. Smith,Male,,,
4807,5410,Stephen Coate,Male,English,1988.0,
4808,5411,Stephen D. Smith,Male,English,,
4809,5412,Stephen D. Williamson,Male,English,1984.0,
4810,5414,Stephen E. Haynes,Male,,,
4811,5415,Stephen E. Spear,Male,English,,
4812,5416,Stephen Erfle,Male,,,
4813,5417,Stephen F. Hamilton,Male,English,,
4814,5418,Stephen Figlewski,Male,English,,
4815,5419,Stephen G. Bronars,Male,English,,
4816,5420,Stephen G. Cecchetti,Male,English,,
4817,5421,Stephen G. Dimmock,Male,,,
4818,5422,Stephen G. Donald,Male,English,,
4819,5423,Stephen J. Berardi,Male,,,
4820,5424,Stephen J. DeCanio,Male,English,,
4821,5425,Stephen J. Nickell,Male,English,,
4822,5426,Stephen J. Redding,Male,English,1994.0,
4823,5427,Stephen J. Terry,Male,,,
4824,5428,Stephen J. Trejo,Male,English,,
4825,5429,Stephen J. Turnovsky,Male,English,,
4826,5430,Stephen Knack,Male,English,,
4827,5431,Stephen L. Parente,Male,English,,
4828,5432,Stephen L. Ross,Male,,,
4829,5433,Stephen Leider,Male,,2009.0,
4830,5434,Stephen M. Stigler,Male,,,
4831,5435,Stephen Machin,Male,English,1988.0,
4832,5436,Stephen McCafferty,Male,,,
4833,5437,Stephen Morris,Male,English,1991.0,
4834,5439,Stephen Oliner,Male,,,
4835,5440,Stephen P. Allen,Male,Unknown,,
4836,5441,Stephen P. Coelen,Male,,,
4837,5442,Stephen P. Dresch,Male,English,,
4838,5443,Stephen P. Holland,Male,,,
4839,5444,Stephen P. King,Male,,,
4840,5445,Stephen P. Ryan,Male,English,2005.0,
4841,5446,Stephen P. Zeldes,Male,English,,
4842,5448,Stephen R. Cosslett,Male,English,,
4843,5449,Stephen R. G. Jones,Male,English,,
4844,5451,Stephen Ross Yeaple,Male,English,2000.0,
4845,5452,Stephen S. Golub,Male,,,
4846,5454,Stephen Silver,Male,,,
4847,5455,Stephen T. Marston,Male,Unknown,,
4848,5456,Stephen V. Cameron,Male,English,,
4849,5457,Stephen W. Salant,Male,English,,
4850,5458,Stephen Weinberg,Male,,,
4851,5459,Stepán Jurajda,Male,,,
4852,5460,Stergios Skaperdas,Male,English,,
4853,5461,Steve Cicala,Male,English,,
4854,5462,Steve Dowrick,Male,English,,
4855,5464,Steven A. Matthews,Male,English,,
4856,5465,Steven A. Sharpe,Male,,,
4857,5466,Steven A. Smith,Male,,,
4858,5467,Steven Bednar,Male,,,
4859,5469,Steven C. Salop,Male,,,
4860,5470,Steven Callander,Male,English,2002.0,
4861,5471,Steven D. Levitt,Male,English,,
4862,5473,Steven E. Landsburg,Male,English,,
4863,5474,Steven Elliott,Male,,,
4864,5475,Steven F. Maier,Male,,,
4865,5476,Steven F. Venti,Male,,,
4866,5477,Steven G. Allen,Male,English,,
4867,5478,Steven G. Craig,Male,,,
4868,5479,Steven G. Rivkin,Male,,,
4869,5480,Steven Garber,Male,,,
4870,5481,Steven H. Lustgarten,Male,,,
4871,5482,Steven Haider,Male,,1998.0,
4872,5483,Steven Huddart,Male,English,,
4873,5484,Steven Husted,Male,,,
4874,5485,Steven J. Brams,Male,,,
4875,5486,Steven J. Davis,Male,English,,
4876,5487,Steven J. Kachelmeier,Male,,,
4877,5488,Steven J. Matusz,Male,English,,
4878,5489,Steven Klepper,Male,English,,
4879,5490,Steven L. Puller,Male,,,
4880,5492,Steven M. Fazzari,Male,,,
4881,5493,Steven M. Sheffrin,Male,English,,
4882,5495,Steven N. Braun,Male,,,
4883,5496,Steven N. Durlauf,Male,English,,
4884,5497,Steven N. Kaplan,Male,English,,
4885,5498,Steven N. Wiggins,Male,English,,
4886,5499,Steven Ongena,Male,Non-English,,
4887,5500,Steven R. Williams,Male,English,,
4888,5501,Steven Raphael,Male,English,1996.0,
4889,5502,Steven Shavell,Male,English,1973.0,
4890,5503,Steven Slutsky,Male,English,,
4891,5504,Steven T. Anderson,Male,,,
4892,5505,Steven T. Berry,Male,English,1989.0,
4893,5506,Steven Tadelis,Male,Non-English,,
4894,5507,Steven Weinberg,Male,,,
4895,5508,Stewart C. Myers,Male,,,
4896,5509,Stijn Claessens,Male,Non-English,1986.0,
4897,5510,Stijn Ferrari,Male,Non-English,,
4898,5511,Stuart E. Thiel,Male,English,,
4899,5512,Stuart I. Greenbaum,Male,English,,
4900,5513,Stuart S. Rosenthal,Male,English,,
4901,5514,Stéphane Bonhomme,Male,Non-English,2005.0,
4902,5515,Stéphane Villeneuve,Male,Non-English,,
4903,5516,Su Wang,Male,,,
4904,5517,Subir Bose,Male,,,
4905,5518,Subodh Kumar,Male,,,
4906,5519,Subramaniam Ramanarayanan,Male,,,
4907,5520,Sudhir Alladi Venkatesh,Male,,,
4908,5521,Sudipto Bhattacharya,Male,English,,
4909,5522,Sue K. Stockly,Female,,,
4910,5523,Sujata Visaria,Female,,,
4911,5524,Sujoy Mukerji,Male,English,,
4912,5525,Sukkoo Kim,Male,English,,
4913,5526,Sule Özler,Female,Non-English,,
4914,5527,Suleyman Basak,Male,English,,
4915,5528,Sumit Agarwal,Male,English,1999.0,
4916,5529,Sun-Bin Kim,Male,Non-English,,
4917,5530,Sunita Sah,Female,,2012.0,
4918,5531,Sunwoong Kim,Male,Non-English,,
4919,5532,Supriya Sarnikar,Female,,,
4920,5533,Surachai Khitatrakun,Male,,,
4921,5534,Suresh M. Sundaresan,Male,,,
4922,5535,Suresh Naidu,Male,English,2008.0,
4923,5536,Suresh de Mel,Male,,,
4924,5537,Surjit S. Bhalla,Male,English,,
4925,5538,Susan Athey,Female,English,1995.0,
4926,5539,Susan B. Vroman,Female,English,,
4927,5540,Susan Chun Zhu,Female,,2001.0,
4928,5541,Susan E. Woodward,Female,,,
4929,5542,Susan Feinberg,Female,,,
4930,5543,Susan Godlonton,Female,,2013.0,
4931,5544,Susan L. Averett,Female,,,
4932,5545,Susan M. Dynarski,Female,,,
4933,5546,Susan Mongell,Female,,,
4934,5547,Susan Pozo,Female,,,
4935,5548,Susan Rose-Ackerman,Female,English,,
4936,5550,Susann Rohwedder,Female,Non-English,,
4937,5551,Susanna Esteban,Female,,,
4938,5552,Susanne Lohmann,Female,Non-English,,
4939,5554,Susanne M. Schennach,Female,English,2000.0,
4940,5555,Susanne Ohlendorf,Male,Unknown,,
4941,5556,Susanto Basu,Male,English,1992.0,
4942,5557,Sushil Bikhchandani,Male,,1986.0,
4943,5558,Susumu Imai,Male,,,
4944,5559,Suzanne Scotchmer,Female,,,
4945,5560,Sven E. Feldmann,Male,Non-English,,
4946,5561,Sven Rady,Male,,,
4947,5562,Sven W. Arndt,Male,English,,
4948,5563,Svetlana Boyarchenko,Female,Non-English,,
4949,5564,Swati Dhingra,Female,English,2010.0,
4950,5565,Sweder van Wijnbergen,Male,Non-English,,
4951,5566,Sweta Chaman Saxena,Female,English,,
4952,5568,Sylvain Chassang,Male,Non-English,2007.0,
4953,5569,Syngjoo Choi,Male,,,
4954,5570,Szilvia Pápai,Female,Non-English,1996.0,
4955,5571,Sébastien Lecocq,Male,,,
4956,5572,Sébastien Roux,Male,Non-English,,
4957,5573,Sílvia Gonçalves,Female,Non-English,,
4958,5574,Sören Blomquist,Male,,,
4959,5575,Søren Johansen,Male,Non-English,,
4960,5576,Søren Leth-Petersen,Male,Non-English,,
4961,5577,Søren Pedersen,Male,Non-English,,
4962,5578,Søren Tolver Jensen,Male,Non-English,,
4963,5579,T. Aldrich Finegan,Male,,,
4964,5580,T. C. A. Anant,Male,,,
4965,5581,Thomas Dudley Wallace,Male,English,,
4966,5582,Thirukodikaval Nilakanta Srinivasan,Male,English,,
4967,5583,T. Nicolaus Tideman,Male,,,
4968,5584,T. Paul Schultz,Male,English,,
4969,5585,T. Renee Bowen,Female,English,,
4970,5586,Terence Wilmot Hutchison,Male,English,,
4971,5587,Tack Yun,Male,Non-English,,
4972,5588,Tadashi Hashimoto,Male,Non-English,2013.0,
4973,5590,Taisuke Otsu,Male,Non-English,,
4974,5591,Takao Kato,Male,,1986.0,
4975,5592,Takashi Hayashi,Male,,,
4976,5593,Takashi Kamihigashi,Male,Non-English,,
4977,5594,Takashi Kunimoto,Male,,,
4978,5595,Takashi Yamashita,Male,,,
4979,5596,Takatoshi Ito,Male,Non-English,,
4980,5597,Takeo Hoshi,Male,,,
4981,5598,Takeo Nakao,Male,Non-English,,
4982,5599,Takuo Sugaya,Male,Non-English,2012.0,
4983,5600,Takuro Yamashita,Male,Non-English,2011.0,
4984,5601,Tal Gross,Male,,,
4985,5602,Taly Reich,Female,,,
4986,5603,Tamer Basar,Male,,,
4987,5604,Tami Gurley-Calvez,Female,,,
4988,5605,Tania Barham,Female,,,
4989,5606,Tanjim Hossain,Male,,,
4990,5607,Tanmoy Mukherjee,Male,,,
4991,5608,Tano Santos,Male,Non-English,,
4992,5610,Tanya S. Rosenblat,Female,English,1999.0,
4993,5611,Tao Jin,Male,,,
4994,5612,Tao Zha,Male,Non-English,1992.0,
4995,5613,Tao Zhu,Male,,,
4996,5614,Tapan Mitra,Male,English,,
4997,5615,Tara Vishwanath,Female,Unknown,,
4998,5616,Tarek A. Hassan,Male,Non-English,,
4999,5617,Taryn Dinkelman,Female,Non-English,2008.0,
5000,5618,Tasneem Chipty,Female,English,,
5001,5619,Tasso Adamopoulos,Male,Non-English,2005.0,
5002,5620,Tat Y. Chan,Male,,,
5003,5621,Tatiana Kornienko,Female,,,
5004,5622,Tatsuo Hatta,Male,Non-English,,
5005,5623,Tavneet Suri,Female,English,2006.0,
5006,5624,Tayfun Sönmez,Male,Non-English,1995.0,
5007,5626,Teck-Hua Ho,Male,English,,
5008,5628,Ted O'Donoghue,Male,English,1996.0,
5009,5629,Ted Temzelides,Male,Non-English,,
5010,5630,Terrance Odean,Male,,,
5011,5631,Terry E. Daniel,Male,English,,
5012,5632,Terry Heaps,Male,,,
5013,5633,Terry Sicular,Female,English,,
5014,5634,Theo Offerman,Male,Non-English,,
5015,5636,Theodore C. Bergstrom,Male,English,,
5016,5637,Theodore E. Day,Male,English,,
5017,5638,Theodore E. Keeler,Male,,,
5018,5639,Theodore Groves,Male,English,,
5019,5640,Theodore J. Joyce,Male,,,
5020,5641,Theodore W. Schultz,Male,English,,
5021,5642,Theresa Van Hoomissen,Female,Non-English,,
5022,5643,Thibault Fally,Male,,2009.0,
5023,5645,Thierry Mayer,Male,Non-English,1999.0,
5024,5646,Thierry Post,Male,,,
5025,5647,Thierry Verdier,Male,Non-English,,
5026,5648,Thomas A. Husted,Male,,,
5027,5649,Thomas Blake,Male,,2012.0,
5028,5650,Thomas Buser,Male,Non-English,,
5029,5651,Thomas Chaney,Male,Non-English,2005.0,
5030,5653,Thomas Davidoff,Male,,,
5031,5654,Thomas Dohmen,Male,Non-English,,
5032,5655,Thomas E. Borcherding,Male,,,
5033,5656,Thomas E. MaCurdy,Male,English,,
5034,5657,Thomas Eichner,Male,Non-English,,
5035,5658,Thomas Eisensee,Male,Non-English,,
5036,5659,Thomas Epper,Male,Non-English,,
5037,5660,Thomas F. Cooley,Male,English,,
5038,5661,Thomas F. Cosimano,Male,English,,
5039,5662,Thomas F. Crossley,Male,,,
5040,5663,Thomas Ferguson,Male,English,,
5041,5664,Thomas G. McGuire,Male,English,,
5042,5665,Thomas H. Mayor,Male,,,
5043,5666,Thomas H. Noe,Male,,,
5044,5667,Thomas F. Hellmann,Male,,,
5045,5669,Thomas J. Holmes,Male,English,1985.0,
5046,5670,Thomas J. Kane,Male,English,,
5047,5671,Thomas J. Kniesner,Male,English,,
5048,5672,Thomas J. Nechyba,Male,English,,
5049,5673,Thomas J. Sargent,Male,English,1968.0,
5050,5674,Thomas J. Teisberg,Male,,,
5051,5675,Thomas D. Jeitschko,Male,,,
5052,5676,Thomas Kinnaman,Male,,,
5053,5678,Thomas L. Cox,Male,English,,
5054,5679,Thomas L. Steinmeier,Male,,,
5055,5680,Thomas Lemieux,Male,Non-English,1989.0,
5056,5681,Thomas Lubik,Male,Non-English,,
5057,5682,Thomas M. Havrilesky,Male,Unknown,,
5058,5683,Thomas M. Mertens,Male,,,
5059,5684,Thomas M. Stoker,Male,English,,
5060,5686,Thomas Mariotti,Male,Non-English,,
5061,5687,Thomas Mayer,Male,Non-English,,
5062,5688,Thomas N. Hubbard,Male,English,,
5063,5690,Thomas Philippon,Male,Non-English,,
5064,5691,Thomas Piketty,Male,Non-English,,
5065,5692,Thomas R. Palfrey,Male,English,,
5066,5693,Thomas R. Saving,Male,English,,
5067,5694,Thomas Romer,Male,,,
5068,5695,Thomas S. Ulen,Male,,,
5069,5698,Thomas Stratmann,Male,Non-English,,
5070,5699,Thomas Stöckl,Male,Non-English,,
5071,5700,Thomas Tröger,Male,,,
5072,5701,Thomas Vischer,Male,Non-English,,
5073,5702,Thomas W. Gilligan,Male,English,,
5074,5703,Thomas W. Ross,Male,,,
5075,5704,Thomas Walker,Male,,,
5076,5705,Thomas Wiseman,Male,English,2001.0,
5077,5706,Thomas de Garidel-Thoron,Male,English,,
5078,5707,Thomas von Ungern Sternberg,Male,,,
5079,5708,Thorsten Chmura,Male,Non-English,,
5080,5709,Tiemen M. Woutersen,Male,English,,
5081,5710,Tien-wang Tsaur,Male,Non-English,,
5082,5711,Till von Wachter,Male,Non-English,2003.0,
5083,5713,Tilman Börgers,Male,Non-English,1987.0,
5084,5714,Tilman Ehrbeck,Male,,,
5085,5715,Tim Bollerslev,Male,Non-English,,
5086,5717,Tim Groseclose,Male,,,
5087,5718,Tim Landvoigt,Male,Non-English,,
5088,5719,Tim R. Sass,Male,English,,
5089,5720,Tim R. Smith,Male,English,,
5090,5721,Timo Boppart,Male,Non-English,2012.0,
5091,5722,Timothy A. Deyak,Male,,,
5092,5725,Timothy C. Haab,Male,,,
5093,5726,Timothy C. Salmon,Male,English,,
5094,5727,Timothy Cogley,Male,English,,
5095,5728,Timothy Dunne,Male,,,
5096,5729,Timothy Erickson,Male,English,,
5097,5730,Timothy F. Bresnahan,Male,English,,
5098,5732,Timothy G. Conley,Male,,,
5099,5733,Timothy Hannan,Male,,,
