,combined
836,LA: English
837,UD: 200710
838,AN: 0933538
839,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
840,TI: Nonlinear Economic Growth: Some Theory and Cross-Country Evidence
841,"AU: Fiaschi, Davide, Lavezzi, Andrea Mario"
842,"AF: U Pisa, U Pisa"
843,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.10.007
844,"SO: Journal of Development Economics, 84(1), September 2007, pp. 271-90"
845,IS: 0304-3878
846,AV: http://www.sciencedirect.com/science/journal/03043878
847,DT: Journal Article
848,PY: 2007
849,"AB: This paper aims to test the existence of different growth regimes, that is of different relationships between growth rate and income level. We propose a simple nonlinear growth model and test its empirical implications by estimating Markov transition matrices and stochastic kernels. We show that growth is indeed nonlinear: a first phase of slow or zero growth is followed by a take-off and, finally, by a phase of deceleration. We discuss the relevance of these results with respect to the issue of convergence and reversibility of development, in the light of models of structural change and technological diffusion."
850,"DE: Macroeconomic Analyses of Economic Development O11One, Two, and Multisector Growth Models O41Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47"
851,"KY: Economic Growth, Growth, Income"
852,GD: Selected Countries
853,LA: English
854,UD: 200710
855,AN: 0933539
856,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
857,TI: Nonlinearities and Heterogeneity in Environmental Quality: An Empirical Analysis of Deforestation
858,"AU: Nguyen Van, Phu, Azomahou, Theophile"
859,"AF: U Cergy-Pontoise, BETA, U Louis Pasteur-Strasbourg"
860,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.10.004
861,"SO: Journal of Development Economics, 84(1), September 2007, pp. 291-309"
862,IS: 0304-3878
863,AV: http://www.sciencedirect.com/science/journal/03043878
864,DT: Journal Article
865,PY: 2007
866,"AB: We use a panel data set of 59 developing countries over the 1972-1994 period to study the deforestation process. Relying on both parametric and semiparametric models, we examine nonlinearities and heterogeneity in the deforestation process. We first study the existence of an Environmental Kuznets Curve (EKC) and then analyze determinants of deforestation. Our data sample provides no evidence of an EKC. We also find that political institution failures may worsen the deforestation process in developing countries."
867,"DE: Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Renewable Resources and Conservation: Forestry Q23Environment and Development, Environment and Trade, Sustainability, Environmental Accounts and Accounting, Environmental Equity, Population Growth Q56"
868,"KY: Deforestation, Developing Countries, Environmental Kuznets Curve"
869,GD: LDCs
870,LA: English
871,UD: 200710
872,AN: 0933540
873,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
874,TI: Evaluation of Training in African Enterprises
875,"AU: Rosholm, Michael, Nielsen, Helena Skyt, Dabalen, Andrew"
876,"AF: U Aarhus, U Aarhus, World Bank"
877,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.11.008
878,"SO: Journal of Development Economics, 84(1), September 2007, pp. 310-29"
879,IS: 0304-3878
880,AV: http://www.sciencedirect.com/science/journal/03043878
881,DT: Journal Article
882,PY: 2007
883,"AB: The importance of skill-shortage in Africa, combined with the extensive use of training, necessitates appropriate evaluation of training programs. By using firm data from Sub-Saharan Africa, we evaluate the effect of on-the-job training on log wages using matching estimators. We find that training tends to improve wages, and that the effect is larger and more well-determined when we focus on long training durations and large firms."
884,"DE: Human Capital, Skills, Occupational Choice, Labor Productivity J24Wage Level and Structure, Wage Differentials J31Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
885,"KY: On the Job Training, Skill, Training, Training Program, Wage"
886,GD: Africa
887,GR: Africa
888,LA: English
889,UD: 200710
890,AN: 0933541
891,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
892,TI: Does Poverty Constrain Deforestation? Econometric Evidence from Peru
893,"AU: Zwane, Alix Peterson"
894,"AF: U CA, Berkeley"
895,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.11.007
896,"SO: Journal of Development Economics, 84(1), September 2007, pp. 330-49"
897,IS: 0304-3878
898,AV: http://www.sciencedirect.com/science/journal/03043878
899,DT: Journal Article
900,PY: 2007
901,"AB: This paper examines the relationship between income and land clearing for households living in tropical forest regions. A simple model of the agricultural household that clears land for agriculture is developed to investigate the relationship between lagged income and cleared land holdings. Analysis of panel data from Peru suggests that lagged income is positively correlated with clearing, though at a decreasing rate, and, because of labor market constraints, clearing is positively correlated with household labor availability. This work suggests that small increases in the incomes of the poorest are unlikely to reduce deforestation in this context."
902,"DE: Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets Q12Renewable Resources and Conservation: Forestry Q23"
903,"KY: Agriculture, Deforestation, Forest"
904,GD: Peru
905,GR: Latin America and the Caribbean
906,LA: English
907,UD: 200710
908,AN: 0933542
909,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
910,TI: Trade Policy in a Ricardian Model with a Continuum of Goods under Nonhomothetic Preferences
911,"AU: Stibora, Joachim, de Vaal, Albert"
912,"AF: Kingston U, Radboud U Nijmegen"
913,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.11.006
914,"SO: Journal of Development Economics, 84(1), September 2007, pp. 350-77"
915,IS: 0304-3878
916,AV: http://www.sciencedirect.com/science/journal/03043878
917,DT: Journal Article
918,PY: 2007
919,"AB: We study the effects of trade liberalization in a Ricardian trade model with a continuum of goods and nonhomothetic preferences. Goods are ordered according to priority, and higher-ranked goods are consumed only by richer households. South (North) has a comparative advantage in the lower- (higher-) ranked goods. South's terms-of-trade unambiguously deteriorate as a result of unilaterally reducing its tariffs. North, by contrast, may experience a terms-of-trade gain when liberalizing its trade. It appears that the redistribution of tariff revenue from rich to poor households within each country increases the burden of trade liberalization for poor households."
920,"DE: Neoclassical Models of Trade F11Trade Policy, International Trade Organizations F13Development Planning and Policy: Trade Policy, Factor Movement, Foreign Exchange Policy O24"
921,"KY: Comparative Advantage, Liberalization, Policy, Tariff, Terms of Trade, Trade Models, Trade"
922,LA: English
923,UD: 200710
924,AN: 0933543
925,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
926,"TI: Comparisons of Real Output and Productivity of Chinese and Indian Manufacturing, 1980-2002"
927,"AU: Lee, Boon L., Rao, D. S. Prasada, Shepherd, William"
928,"AF: Queensland U Technology, U Queensland, Griffith U"
929,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.11.005
930,"SO: Journal of Development Economics, 84(1), September 2007, pp. 378-416"
931,IS: 0304-3878
932,AV: http://www.sciencedirect.com/science/journal/03043878
933,DT: Journal Article
934,PY: 2007
935,"AB: The principal objective of this paper is to compare the real output and labour productivity of Chinese and Indian manufacturing from 1980 to 2002. Using an industry-of-origin approach, purchasing power parities (PPPs) for the benchmark year 1985 are derived from the Chinese and Indian industrial censuses. In turn, the PPPs are used to convert Indian manufacturing GDP into Chinese yuan for direct comparisons. Secondary objectives are twofold: first, to set this direct comparison within the general context of the economic policy reform process followed in each country, and second, to compare and contrast the organisation and structure of both countries' manufacturing sectors. The analysis shows that since 1980, real value added and labour productivity growth for Chinese manufacturing has been well above Indian levels."
936,"DE: Human Capital, Skills, Occupational Choice, Labor Productivity J24Industry Studies: Manufacturing: General L60Industrialization, Manufacturing and Service Industries, Choice of Technology O14Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47Socialist Systems and Transitional Economies: Factor and Product Markets, Industry Studies, Population P23Comparative Studies of Particular Economies P52"
937,"KY: GDP, Labor Productivity, Manufacturing, Productivity"
938,GD: China
939,GR: Asia
940,LA: English
941,UD: 200710
942,AN: 0933544
943,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
944,TI: Trade Unions vs. Statistical Discrimination: Theory and Application to Post-apartheid South Africa
945,"AU: Azam, Jean-Paul, Rospabe, Sandrine"
946,"AF: U Toulouse and Institut U France, CREM, U Rennes I"
947,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.12.005
948,"SO: Journal of Development Economics, 84(1), September 2007, pp. 417-44"
949,IS: 0304-3878
950,AV: http://www.sciencedirect.com/science/journal/03043878
951,DT: Journal Article
952,PY: 2007
953,"AB: A simple model of statistical discrimination is analyzed, which captures some stylized facts of the South African labor market. It shows that this type of discrimination disappears when the wage rates are determined by efficient bargaining between a representative firm and a union, with endogenous membership. This may explain why the wage gap between Black and White workers in post-apartheid South Africa is smaller among unionized workers than among non-unionized ones."
954,"DE: Economics of Minorities, Races, Indigenous Peoples, and Immigrants, Non-labor Discrimination J15Wage Level and Structure, Wage Differentials J31Trade Unions: Objectives, Structure, and Effects J51Labor Discrimination J71Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
955,"KY: Apartheid, Discrimination, Labor Markets, Trade Unions, Union, Unionized, Wage Gap, Wage"
956,GD: South Africa
957,GR: Africa
958,LA: English
959,UD: 200710
960,AN: 0933545
961,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
962,TI: Self-Fulfilling Prophecies in the Quality Ladders Economy
963,"AU: Cozzi, Guido"
964,AF: U Macerata
965,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.12.004
966,"SO: Journal of Development Economics, 84(1), September 2007, pp. 445-64"
967,IS: 0304-3878
968,AV: http://www.sciencedirect.com/science/journal/03043878
969,DT: Journal Article
970,PY: 2007
971,"AB: If R&D difficulty increases as it accumulates, as recent evidence suggests, then there is a value in the diversification of the aggregate R&D efforts over the whole range of industries in the economy. However, this paper proves that the quality ladders models allow for self-fulfilling prophecies to divert R&D from an arbitrary number of sectors, with potentially dramatic effects on the dynamics of industry structure and on the long-run aggregate growth performance. Moreover, in developing countries, perfect markets might allow stagnant monopolies to resist despite the removal of fundamental entry barriers to dynamic competition. This kind of coordination failure implies potentially strong effects of socio-cultural factors on growth and suggests a positive role for public R&D policy even in a framework of semi-exogenous growth."
972,DE: Management of Technological Innovation and R
973,"KY: Growth, R"
974,LA: English
975,UD: 200710
976,AN: 0933546
977,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
978,"TI: Bribery, Inefficiency, and Bureaucratic Delay"
979,"AU: Ahlin, Christian, Bose, Pinaki"
980,"AF: Vanderbilt U, U Memphis"
981,DO: http://dx.doi.org/10.1016/j.jdeveco.2005.12.002
982,"SO: Journal of Development Economics, 84(1), September 2007, pp. 465-86"
983,IS: 0304-3878
984,AV: http://www.sciencedirect.com/science/journal/03043878
985,DT: Journal Article
986,PY: 2007
987,"AB: We examine bribery in a dynamic setting with a partially honest bureaucracy. The presence of honest officials lowers the bribe that a corrupt official can extract from efficient applicants. Consequently, efficient applicants may face delays in receiving licenses, or may never receive licenses, as inefficient applicants are serviced ahead of them. An increase in the proportion of honest officials, while directly increasing the incidence of socially optimal decisions, can also induce greater inefficiencies (misallocation and delay) from corrupt officials. As a result, social welfare may be non-monotonic in the proportion of honest officials, and small differences in monitoring costs may lead to very different levels of corruption. Competition between officials can hurt efficiency, its desirability depends on the prevalence of applicants' ability to pay bribes."
988,"DE: Bureaucracy, Administrative Processes in Public Organizations, Corruption D73Formal and Informal Sectors, Shadow Economy, Institutional Arrangements O17"
989,KY: Bureaucracy
990,LA: English
991,UD: 200710
992,AN: 0933547
993,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
994,"TI: Group-Lending with Sequential Financing, Contingent Renewal and Social Capital"
995,"AU: Chowdhury, Prabal Roy"
996,"AF: Indian Statistical Institute, New Delhi"
997,DO: http://dx.doi.org/10.1016/j.jdeveco.2006.01.001
998,"SO: Journal of Development Economics, 84(1), September 2007, pp. 487-506"
999,IS: 0304-3878
1000,AV: http://www.sciencedirect.com/science/journal/03043878
1001,DT: Journal Article
1002,PY: 2007
1003,"AB: This paper focuses on the dynamic aspects of group-lending, in particular sequential financing and contingent renewal. We examine the efficacy of these two schemes in harnessing social capital. We find that, for the appropriate parameter configurations, there is homogenous group-formation so that the lender can ascertain the identity of a group without lending to all its members, thus screening out bad borrowers partially. Moreover, under certain parameter configurations, negative assortative matching occurs as a robust phenomenon."
1004,"DE: Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16"
1005,KY: Lending
1006,LA: English
1007,UD: 200710
1008,AN: 0933548
1009,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1010,TI: Foreign Aid and Economic Growth: The Role of Flexible Labor Supply
1011,"AU: Chatterjee, Santanu, Turnovsky, Stephen J."
1012,"AF: U GA, U WA"
1013,DO: http://dx.doi.org/10.1016/j.jdeveco.2006.03.001
1014,"SO: Journal of Development Economics, 84(1), September 2007, pp. 507-33"
1015,IS: 0304-3878
1016,AV: http://www.sciencedirect.com/science/journal/03043878
1017,DT: Journal Article
1018,PY: 2007
1019,"AB: This paper examines the link between foreign aid, economic growth, and welfare in a small open economy. External transfers impinge on the recipient's macroeconomic performance by affecting resource allocation decisions and relative prices. The endogeneity of the labor-leisure choice plays a crucial role in the propagation of foreign aid shocks. The efficacy of foreign aid also depends on externalities associated with the public good that it helps finance. The impact of tied and untied aid on the recipient government's intertemporal fiscal balance is examined. Finally, the transitional adjustment to a foreign aid shock is shown to be sensitive to the elasticity of substitution in production and the relative importance of the labor-leisure choice in utility."
1020,"DE: Foreign Aid F35Economic Growth of Open Economies F43International Linkages to Development, Role of International Organizations O19"
1021,"KY: Aid, Foreign Aid, Growth, Open Economy"
1022,LA: English
1023,UD: 200710
1024,AN: 0933549
1025,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1026,TI: Reforms and Confidence
1027,"AU: Haaparanta, Pertti, Pirttila, Jukka"
1028,"AF: Helsinki School of Economics, HECER, Labour Institute for Economic Research and CESifo"
1029,DO: http://dx.doi.org/10.1016/j.jdeveco.2006.03.002
1030,"SO: Journal of Development Economics, 84(1), September 2007, pp. 534-50"
1031,IS: 0304-3878
1032,AV: http://www.sciencedirect.com/science/journal/03043878
1033,DT: Journal Article
1034,PY: 2007
1035,"AB: We examine the choice of economic reforms when policymakers have present-biased preferences and can choose to discard information (maintain confidence) to mitigate distortions from excess discounting. The decisions of policymakers and firms are shown to be interdependent. Confident policymakers carry out welfare-improving reforms more often, which increases the probability that firms will invest in restructuring. While policymakers in different countries can be equally irrational, the consequences of bounded rationality are less severe in economies with beneficial initial conditions. We also examine how present-biased preferences influence the choice between big bang versus gradualist reform strategies. Our findings help explain differences in economic reform success in various countries."
1036,DE: Development Planning and Policy: General O20Socialist Systems and Transitional Economies: General P20
1037,GD: CIS
1038,LA: English
1039,UD: 200710
1040,AN: 0933550
1041,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1042,TI: Can a Raise in Your Wage Make You Worse Off? A Public Goods Perspective
1043,"AU: Ghosh, Suman, Karaivanov, Alexander"
1044,"AF: FL Atlantic U, Simon Fraser U"
1045,DO: http://dx.doi.org/10.1016/j.jdeveco.2006.03.003
1046,"SO: Journal of Development Economics, 84(1), September 2007, pp. 551-71"
1047,IS: 0304-3878
1048,AV: http://www.sciencedirect.com/science/journal/03043878
1049,DT: Journal Article
1050,PY: 2007
1051,"AB: We show that a seemingly paradoxical result is possible--an increase in one's wage can reduce one's welfare. Such outcome can occur in an economy populated by agents who value a private good bought using labor income and a public good produced by voluntary time contributions. A raise in the wage (in general, opportunity cost of time) makes each agent substitute away from contributing to the public good, failing to internalize the negative externality imposed on others. The result is a decrease in public good provision. Under quite general conditions, the implied cumulative negative effect on agents' welfare can more than offset the positive effect of the wage raise from increased private good consumption and lead to an equilibrium in which all agents are worse off. Our result is particularly relevant for developing economy settings as it holds for relatively low initial wage levels. We discuss the applicability of our findings to a number of important problems in development, such as market integration, cooperation in common pool resource conservation and social capital."
1052,DE: Public Goods H41Microeconomic Analyses of Economic Development O12
1053,KY: Public Goods
1054,LA: English
1055,UD: 200710
1056,AN: 0933551
1057,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1058,TI: The Social Dimensions of Microeconomic Behavior in Low-Income Communities: Introduction to a Symposium
1059,"AU: Barrett, Christopher B., Foster, Andrew D."
1060,"AF: Cornell U, Brown U"
1061,"SO: Journal of Development Economics, 83(2), July 2007, pp. 253-55"
1062,IS: 0304-3878
1063,AV: http://www.sciencedirect.com/science/journal/03043878
1064,DT: Journal Article
1065,PY: 2007
1066,DE: Introductory Material Y20
1067,LA: English
1068,UD: 200706
1069,AN: 0914261
1070,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1071,TI: Social Affiliation and the Demand for Health Services: Caste and Child Health in South India
1072,"AU: Luke, Nancy, Munshi, Kaivan"
1073,"AF: Brown U, Brown U"
1074,"SO: Journal of Development Economics, 83(2), July 2007, pp. 256-79"
1075,IS: 0304-3878
1076,AV: http://www.sciencedirect.com/science/journal/03043878
1077,DT: Journal Article
1078,PY: 2007
1079,"AB: This paper assesses the role of social affiliation, measured by caste, in shaping investments in child health. The special setting that we have chosen for the analysis--tea estates in the South Indian High Range--allows us to control nonparametrically for differences in income, access to health services, and patterns of morbidity across low caste and high caste households. In this controlled setting, low caste households spend more on their children's health than high caste households, reversing the pattern we would expect to find elsewhere in India. Moreover, health expenditures do not vary by gender within either caste group, in contrast once again with the male preference documented throughout the country. A simple explanation, based on differences in the returns to human capital across castes in the tea estates, is proposed to explain these striking results."
1080,"DE: Analysis of Health Care Markets I11Health Production I12Fertility, Family Planning, Child Care, Children, Youth J13Human Capital, Skills, Occupational Choice, Labor Productivity J24Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Formal and Informal Sectors, Shadow Economy, Institutional Arrangements O17Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18"
1081,"KY: Caste, Child, Children, Health, Morbidity"
1082,GD: India
1083,GR: Asia
1084,LA: English
1085,UD: 200706
1086,AN: 0914262
1087,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1088,TI: Descent Rules and Strategic Transfers: Evidence from Matrilineal Groups in Ghana
1089,"AU: La Ferrara, Eliana"
1090,"AF: IGIER, U Bocconi"
1091,"SO: Journal of Development Economics, 83(2), July 2007, pp. 280-301"
1092,IS: 0304-3878
1093,AV: http://www.sciencedirect.com/science/journal/03043878
1094,DT: Journal Article
1095,PY: 2007
1096,"AB: Traditional descent systems can roughly be divided into patrilineal and matrilineal. In the latter, a man's heir is not his own child but rather his sister's son. The paper examines the implications of this social norm for the pattern of inter-vivos transfers using household level data from rural Ghana, where the largest ethnic group is traditionally matrilineal. In particular, it tests the predictions of a model of strategic behavior according to which children should respond to the threat of disinheritance by increasing transfers to their parents during lifetime to induce a donation of land before the default (matrilineal) inheritance is enforced. I find that the credibility of customary norms enforcement, as proxied by the presence of a nephew in the father's household, significantly increases the probability of receiving transfers from children for Akans but not for the other groups. The effect is specific to nephews and not to other co-resident boys. This pattern of behavior can affect asset accumulation decisions across generations."
1097,"DE: Microeconomic Analyses of Economic Development O12Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18Economic Sociology, Economic Anthropology, Social and Economic Stratification Z13"
1098,"KY: Rural, Social Norms"
1099,GD: Ghana
1100,GR: Africa
1101,LA: English
1102,UD: 200706
1103,AN: 0914263
1104,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1105,"TI: Heterogeneity, Social Esteem and Feasibility of Collective Action"
1106,"AU: Platteau, Jean-Philippe, Seki, Erika"
1107,"AF: U Namur and CRED, Brussels, U Aberdeen"
1108,"SO: Journal of Development Economics, 83(2), July 2007, pp. 302-25"
1109,IS: 0304-3878
1110,AV: http://www.sciencedirect.com/science/journal/03043878
1111,DT: Journal Article
1112,PY: 2007
1113,"AB: In the presence of individual heterogeneity, a major problem with egalitarian partnership, such as complete income pooling, is that individuals of comparatively high ability are induced to exit the arrangement. This is nevertheless ignoring the possible impact of social esteem considerations based on a comparison of members' performances. In this paper, drawing inspiration from pooling experiences in a Japanese fishery, we show that the exit problem can be surmounted if sensitivity to social esteem is neither too strong nor too weak. If it is too strong, the lower ability agents will exit out of social shame whereas, if it is too weak, the higher ability agents will not consider it worthwhile to transfer income to their partners. When the arrangement is sustainable, the lower ability people strive towards limiting the income gap."
1114,"DE: Social Choice, Clubs, Committees, Associations D71Renewable Resources and Conservation: Fishery, Aquaculture Q22Economic Sociology, Economic Anthropology, Social and Economic Stratification Z13"
1115,"KY: Collective Action, Fishery"
1116,GD: Japan
1117,GR: Asia
1118,LA: English
1119,UD: 200706
1120,AN: 0914264
1121,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1122,TI: The Formation of Risk Sharing Networks
1123,"AU: Fafchamps, Marcel, Gubert, Flore"
1124,"AF: U Oxford, IRD-Paris, DIAL"
1125,"SO: Journal of Development Economics, 83(2), July 2007, pp. 326-50"
1126,IS: 0304-3878
1127,AV: http://www.sciencedirect.com/science/journal/03043878
1128,DT: Journal Article
1129,PY: 2007
1130,"AB: This paper examines the formation of risk sharing networks in the rural Philippines. We find that geographic proximity--possibly correlated with kinship--is a major determinant of mutual insurance links among villagers. Age and wealth differences also play an important role. In contrast, income correlation and differences in occupation are not determinants of network links. Reported network links have a strong effect on subsequent gifts and loans. Gifts between network partners are found to respond to shocks and to differences in health status. From this we conclude that intra-village mutual insurance links are largely determined by social and geographical proximity and are only weakly the result of purposeful diversification of income risk. The paper also makes a methodological contribution to the estimation of dyadic models."
1131,"DE: Network Formation and Analysis: Theory D85Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18Economic Sociology, Economic Anthropology, Social and Economic Stratification Z13"
1132,"KY: Network, Rural"
1133,GD: Philippines
1134,GR: Asia
1135,LA: English
1136,UD: 200706
1137,AN: 0914265
1138,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1139,TI: Strategic Analysis of Petty Corruption: Entrepreneurs and Bureaucrats
1140,"AU: Lambert-Mogiliansky, Ariane, Majumdar, Mukul, Radner, Roy"
1141,"AF: Paris-Jourdan Sciences Economiques, Cornell U, NYU"
1142,"SO: Journal of Development Economics, 83(2), July 2007, pp. 351-67"
1143,IS: 0304-3878
1144,AV: http://www.sciencedirect.com/science/journal/03043878
1145,DT: Journal Article
1146,PY: 2007
1147,"DE: Bureaucracy, Administrative Processes in Public Organizations, Corruption D73Illegal Behavior and the Enforcement of Law K42Entrepreneurship L26"
1148,KY: Corruption
1149,LA: English
1150,UD: 200706
1151,AN: 0914266
1152,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1153,TI: Coordinating Development: Can Income-Based Incentive Schemes Eliminate Pareto Inferior Equilibria?
1154,"AU: Bond, Philip, Pande, Rohini"
1155,"AF: U PA, Yale U"
1156,"SO: Journal of Development Economics, 83(2), July 2007, pp. 368-91"
1157,IS: 0304-3878
1158,AV: http://www.sciencedirect.com/science/journal/03043878
1159,DT: Journal Article
1160,PY: 2007
1161,"DE: Consumer Economics: Theory D11Asymmetric and Private Information, Mechanism Design D82Fiscal Policies and Behavior of Economic Agents: General H30"
1162,KY: Equilibria
1163,LA: English
1164,UD: 200706
1165,AN: 0914267
1166,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1167,TI: A Numerical Simulation Analysis of (Hukou) Labour Mobility Restrictions in China
1168,"AU: Whalley, John, Zhang, Shunming"
1169,"AF: U Western Ontario and CESifo, Munich, Xiamen U"
1170,"SO: Journal of Development Economics, 83(2), July 2007, pp. 392-410"
1171,IS: 0304-3878
1172,AV: http://www.sciencedirect.com/science/journal/03043878
1173,DT: Journal Article
1174,PY: 2007
1175,"DE: Geographic Labor Mobility, Immigrant Workers J61Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18Socialist Systems and Transitional Economies: Factor and Product Markets, Industry Studies, Population P23Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics P25Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration, Regional Labor Markets, Population, Neighborhood Characteristics R23"
1176,"KY: Labor Mobility, Mobility"
1177,GD: China
1178,GR: Asia
1179,LA: English
1180,UD: 200706
1181,AN: 0914268
1182,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1183,TI: Moral Hazard and Marshallian Inefficiency: Evidence from Tunisia
1184,"AU: Arcand, Jean-Louis, Ai, Chunrong, Ethier, Francois"
1185,"AF: CERDI-CNRS, U Auvergne and EU Development Network, U FL, Caisses Populaires Desjardins"
1186,"SO: Journal of Development Economics, 83(2), July 2007, pp. 411-45"
1187,IS: 0304-3878
1188,AV: http://www.sciencedirect.com/science/journal/03043878
1189,DT: Journal Article
1190,PY: 2007
1191,"DE: Asymmetric and Private Information, Mechanism Design D82Economics of Contract: Theory D86Microeconomic Analyses of Economic Development O12Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets Q12Land Ownership and Tenure, Land Reform, Land Use, Irrigation, Agriculture and Environment Q15"
1192,"KY: Hazard, Moral Hazard"
1193,GD: Tunisia
1194,GR: Africa
1195,LA: English
1196,UD: 200706
1197,AN: 0914269
1198,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1199,TI: Remittances and Savings from International Migration: Theory and Evidence Using a Matched Sample
1200,"AU: Osili, Una Okonkwo"
1201,"AF: IN U-Purdue U, Indianapolis"
1202,"SO: Journal of Development Economics, 83(2), July 2007, pp. 446-65"
1203,IS: 0304-3878
1204,AV: http://www.sciencedirect.com/science/journal/03043878
1205,DT: Journal Article
1206,PY: 2007
1207,"DE: Household Saving, Personal Finance D14International Migration F22Remittances F24Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
1208,"KY: International Migration, Migration, Remittances"
1209,GD: Nigeria
1210,GR: Africa
1211,LA: English
1212,UD: 200706
1213,AN: 0914270
1214,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1215,TI: A Quantile Regression Decomposition of Urban-Rural Inequality in Vietnam
1216,"AU: Nguyen, Binh T., Albrecht, James W., Vroman, Susan B., Westbrook, M. Daniel"
1217,"AF: Asian Development Bank, Georgetown U, Georgetown U, Georgetown U"
1218,"SO: Journal of Development Economics, 83(2), July 2007, pp. 466-90"
1219,IS: 0304-3878
1220,AV: http://www.sciencedirect.com/science/journal/03043878
1221,DT: Journal Article
1222,PY: 2007
1223,"DE: General Welfare, Well-Being I31Agricultural Labor Markets J43Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18Socialist Systems and Transitional Economies: Factor and Product Markets, Industry Studies, Population P23Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics P25"
1224,"KY: Rural, Urban Rural, Urban"
1225,GD: Vietnam
1226,GR: Asia
1227,LA: English
1228,UD: 200706
1229,AN: 0914271
1230,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1231,TI: Semiparametric Bayesian Inference of the Kuznets Hypothesis
1232,"AU: Huang, Ho-Chuan (River), Lin, Shu-Chin"
1233,"AF: Tamkang U, Tamkang U"
1234,"SO: Journal of Development Economics, 83(2), July 2007, pp. 491-505"
1235,IS: 0304-3878
1236,AV: http://www.sciencedirect.com/science/journal/03043878
1237,DT: Journal Article
1238,PY: 2007
1239,"DE: Personal Income, Wealth, and Their Distributions D31Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47"
1240,GD: Selected Countries
1241,LA: English
