,metadata,Journal,PubDate,Title,clean name,confirmed name,Sex,last name,first name
3980,"Marschak, Jacob",AER,1945,A CROSS SECTION OF BUSINESS CYCLE DISCUSSION, Jacob Marschak,,,Marschak, Jacob
3981,"Rasminsky, L.",EJ,1945,ANGLO-AMERICAN TRADE PROSPECTS: A CANADIAN VIEW, L. Rasminsky,,,Rasminsky, L.
3982,"Rostas, L.",EJ,1945,PRODUCTIVITY OF LABOUR IN THE COTTON INDUSTRY, L. Rostas,,,Rostas, L.
3983,"Beacham, A.",EJ,1945,EFFICIENCY AND ORGANISATION OF THE BRITISH COAL INDUSTRY, A. Beacham,?,?,Beacham, A.
3984,"Craig, J. H.",EJ,1945,SIR ISAAC NEWTON AND THE CURRENCY, J. H. Craig,,,Craig, J. H.
3985,"Rix, M. S.",EJ,1945,COMPANY LAW: 1844 AND TODAY, M. S. Rix,,,Rix, M. S.
3986,"La Nauze, J. A.",EJ,1945,A MANUSCRIPT ATTRIBUTED TO ADAM SMITH, J. A. La Nauze,,,La Nauze, J. A.
3987,"Walters, Raymond, Jr.",JPE,1945,THE ORIGINS OF THE SECOND BANK OF THE UNITED STATES, Raymond Walters,,,Walters, Raymond
3988,"Cavin, J. P.",AER,1945,ASPECTS OF WARTIME CONSUMPTION, J. P. Cavin,,,Cavin, J. P.
3989,"O'Leary, James J.",AER,1945,CONSUMPTION AS A FACTOR IN POSTWAR EMPLOYMENT, James J. O'Leary,,,O'Leary, James J.
3990,"Hoffman, Paul G.",AER,1945,BUSINESS PLANS FOR POSTWAR EXPANSION, Paul G. Hoffman,,,Hoffman, Paul G.
3991,"Kotok, E. I.",AER,1945,INTERNATIONAL POLICY ON RENEWABLE NATURAL RESOURCES, E. I. Kotok,?,?,Kotok, E. I.
3992,"Hacker, Louis M.",AER,1945,THE CONTEMPORARY CIVILIZATION COURSE AT COLUMBIA COLLEGE, Louis M. Hacker,,,Hacker, Louis M.
3993,"Fainsod, Merle",AER,1945,POLITICAL AND ADMINISTRATIVE ASPECTS OF PRICE CONTROL IN THE WAR-PEACE, Merle Fainsod,,,Fainsod, Merle
3994,"Slichter, Sumner",AER,1945,THE RESPONSIBILITY OF ORGANIZED LABOR FOR EMPLOYMENT, Sumner Slichter,,,Slichter, Sumner
3995,"Littler, Robert M. C.",AER,1945,THE PUBLIC INTEREST IN THE TERMS OF COLLECTIVE BARGAINS, Robert M. C. Littler,,,Littler, Robert M. C.
3996,"Healy, Kent T.",AER,1945,WORKABLE COMPETITION IN AIR TRANSPORTATION, Kent T. Healy,,,Healy, Kent T.
3997,"Wright, Quincy",AER,1945,THE INTERNATIONAL REGULATION OF THE AIR, Quincy Wright,,,Wright, Quincy
3998,"De Vegh, I.",AER,1945,"PEACE AIMS, CAPITAL REQUIREMENTS, AND INTERNATIONAL LENDING", I. De Vegh,,,De Vegh, I.
3999,"Gardner, Walter R.",AER,1945,THE FUTURE INTERNATIONAL POSITION OF THE UNITED STATES AS AFFECTED BY, Walter R. Gardner,,,Gardner, Walter R.
4000,"Kreps, Theodore J.",AER,1945,"CARTELS, A PHASE OF BUSINESS HAUTE POLITIQUE", Theodore J. Kreps,,,Kreps, Theodore J.
4001,"Crum, W. L.",AER,1945,POSTWAR FEDERAL EXPENDITURES AND THEIR IMPLICATIONS FOR TAX POLICY, W. L. Crum,,,Crum, W. L.
4002,"Van Sickle, J. V.",AER,1945,REGIONALISM: A TOOL OF ECONOMIC ANALYSIS, J. V. Van Sickle,,,Van Sickle, J. V.
4003,"Wolcott, Leon",AER,1945,REGIONALISM: POLITICAL IMPLEMENT, Leon Wolcott,,,Wolcott, Leon
4004,"Kollmorgen, Walter M.",AER,1945,CRUCIAL DEFICIENCIES OF REGIONALISM, Walter M. Kollmorgen,,,Kollmorgen, Walter M.
4005,"Tolley, H. R.",AER,1945,AGRICULTURE IN THE TRANSITION FROM WAR TO PEACE, H. R. Tolley,?,?,Tolley, H. R.
4006,"Canning, John B.",AER,1945,FOOD AND AGRICULTURE: LONGER-RUN OUTLOOK AND POLICY, John B. Canning,,,Canning, John B.
4007,"Working, E. J.",AER,1945,WORK OF THE COMMITTEE ON AGRICULTURAL PRICE SUPPORTS AND THEIR, E. J. Working,?,?,Working, E. J.
4008,"Bell, James Washington",AER,1945,THE FUNCTION OF GOVERNMENT IN POSTWAR AMERICAN ECONOMY, James Washington Bell,,,Bell, James Washington
4009,"Sollenberger, I. J.",QJE,1945,ESTIMATED COST OF OLD-AGE AND SURVIVORS INSURANCE, I. J. Sollenberger,,,Sollenberger, I. J.
4010,"Stettner, Walter F.",QJE,1945,SIR JAMES STEUART ON THE PUBLIC DEBT, Walter F. Stettner,,,Stettner, Walter F.
4011,"Morgan, James N.",ECA,1945,CAN WE MEASURE THE MARGINAL UTILITY OF MONEY?, James N. Morgan,,,Morgan, James N.
4012,"Frommer, Joseph C.",ECA,1945,A PRICE FORMULA FOR MULTIPLE-COMMODITY MONETARY RESERVE, Joseph C. Frommer,,,Frommer, Joseph C.
4013,"Lacey, K.",EJ,1945,COMMODITY STOCK VALUES AND EPT, K. Lacey,,,Lacey, K.
4014,"Moos, S.",EJ,1945,"LAISSEZ-FAIRE, PLANNING AND ETHICS", S. Moos,,,Moos, S.
4015,"Allen, R. G. D.",EJ,1945,POST-WAR ECONOMIC POLICY IN THE US, R. G. D. Allen,,,Allen, R. G. D.
4016,"Hahn, L. Albert",AER,1945,COMPENSATING REACTIONS TO COMPENSATORY SPENDING, L. Albert Hahn,,,Hahn, L. Albert
4017,"Lebergott, Stanley",AER,1945,FORECASTING THE NATIONAL PRODUCT, Stanley Lebergott,,,Lebergott, Stanley
4018,"Morgan, Theodore",AER,1945,"INTEREST, TIME PREFERENCE, AND THE YIELD OF CAPITAL", Theodore Morgan,,,Morgan, Theodore
4019,"Coppock, Joseph D.",AER,1945,INDIFFERENCE CURVE ANALYSIS APPLIED TO THE FOOD STAMP PLAN, Joseph D. Coppock,,,Coppock, Joseph D.
4020,"Baker, John C.",QJE,1945,PAYMENTS TO SENIOR CORPORATION EXECUTIVES, John C. Baker,,,Baker, John C.
4021,"Merlin, Sidney",QJE,1945,THE THEORY OF ECONOMIC CHANGE, Sidney Merlin,,,Merlin, Sidney
4022,"Eiteman, Wilford J.",QJE,1945,THE EQUILIBRIUM OF THE FIRM IN MULTI-PROCESS INDUSTRIES, Wilford J. Eiteman,,,Eiteman, Wilford J.
4023,"Howell, L. D.",QJE,1945,DOES THE CONSUMER BENEFIT FROM PRICE INSTABILITY?, L. D. Howell,,,Howell, L. D.
4024,"Livingston, S. Morris",ECA,1945,FORECASTING POSTWAR DEMAND: II, S. Morris Livingston,,,Livingston, S. Morris
4025,"Mosak, Jacob L.",ECA,1945,FORECASTING POSTWAR DEMAND: III, Jacob L. Mosak,,,Mosak, Jacob L.
4026,"Szatrowski, Zenon",ECA,1945,TIME SERIES CORRELATED WITH THE BEEF-PORK CONSUMPTION RATIO, Zenon Szatrowski,,,Szatrowski, Zenon
4027,"Neumann, J. V.",RES,1945,A Model of General Economic Equilibrium, J. V. Neumann,,,Neumann, J. V.
4028,"Lange, O.",RES,1945,The Scope and Method of Economics, O. Lange,,,Lange, O.
4029,"Chang, Tse Chun",RES,1945,International Comparison of Demand for Imports, Tse Chun Chang,,,Chang, Tse Chun
4030,"Gillespie, Sarah C.",RES,1945,Migration and the Distributive Trades, Sarah C. Gillespie,,,Gillespie, Sarah C.
4031,"Newcomer, Mabel",AER,1944,CONGRESSIONAL TAX POLICIES IN 1943, Mabel Newcomer,,,Newcomer, Mabel
4032,"Tsiang, S. C.",EJ,1944,PROF. PIGOU ON THE RELATIVE MOVEMENTS OF REAL WAGES AND EMPLOYMENT, S. C. Tsiang,,,Tsiang, S. C.
4033,"Ritchie, J. Muriel",EJ,1944,SOME RELATIONSHIPS OF LANDLORD AND TENANT, J. Muriel Ritchie,,,Ritchie, J. Muriel
4034,Keynes,EJ,1944,KEYNES vs. HAYEK ON A COMMODITY RESERVE CURRENCY,MISSING Keynes,,,Keynes,MISSING
4035,"Cross, Ira B.",JPE,1944,"A NOTE ON THE USE OF THE WORD ""CURRENCY""", Ira B. Cross,,,Cross, Ira B.
4036,"Black, John D.",QJE,1944,POSTWAR SOLDIER SETTLEMENT, John D. Black,,,Black, John D.
4037,"Spengler, J. J.",QJE,1944,"PARETO ON POPULATION, II", J. J. Spengler,,,Spengler, J. J.
4038,"Kirkpatrick, Nora Boddy",AER,1944,THE NATIONAL OUTPUT AT FULL EMPLOYMENT IN 1950, Nora Boddy Kirkpatrick,,,Kirkpatrick, Nora Boddy
4039,"Dunayevskaya, Raya",AER,1944,TEACHING OF ECONOMICS IN THE SOVIET UNION, Raya Dunayevskaya,,,Dunayevskaya, Raya
4040,"De Roover, Raymond",JPE,1944,WHAT IS DRY EXCHANGE? A CONTRIBUTION TO THE STUDY OF ENGLISH, Raymond De Roover,,,De Roover, Raymond
4041,"Tsou, Stanley S.",QJE,1944,INTERNATIONAL COMMODITY ARRANGEMENTS, Stanley S. Tsou,,,Tsou, Stanley S.
4042,"Robinson, Nehemiah",QJE,1944,GERMAN FOREIGN TRADE AND INDUSTRY AFTER THE FIRST WORLD WAR, Nehemiah Robinson,,,Robinson, Nehemiah
4043,"Andrews, William H., Jr.",ECA,1944,RANDOM SIMULTANEOUS EQUATIONS AND THE THEORY OF PRODUCTION, William H. Andrews,,,Andrews, William H.
4044,"Blough, Roy",AER,1944,ECONOMIC RESEARCH AND TAX POLICY, Roy Blough,,,Blough, Roy
4045,"Leland, Simeon E.",AER,1944,MANAGEMENT OF THE PUBLIC DEBT AFTER THE WAR, Simeon E. Leland,,,Leland, Simeon E.
4046,"Hamilton, Walton",AER,1944,THE CONTROL OF STRATEGIC MATERIALS, Walton Hamilton,,,Hamilton, Walton
4047,"Beveridge, W. H.",EJ,1944,THE GOVERNMENT'S EMPLOYMENT POLICY, W. H. Beveridge,,,Beveridge, W. H.
4048,"Dacey, W. Manning",EJ,1944,THE 1944 WHITE PAPER ON NATIONAL INCOME AND EXPENDITURE, W. Manning Dacey,,,Dacey, W. Manning
4049,"Iyengar, S. Kesava",EJ,1944,INDUSTRIALISATION AND AGRICULTURE IN INDIA POST-WAR PLANNING, S. Kesava Iyengar,,,Iyengar, S. Kesava
4050,"Chamberlain, Neil",JPE,1944,THE ORGANIZED BUSINESS IN AMERICA, Neil Chamberlain,,,Chamberlain, Neil
4051,"Stauss, James H.",JPE,1944,THE ENTREPRENEUR: THE FIRM, James H. Stauss,,,Stauss, James H.
4052,"Musgrave, Richard A.",QJE,1944,PROPORTIONAL INCOME TAXATION AND RISK - TAKING, Richard A. Musgrave,,,Musgrave, Richard A.
4053,"Nawrocki, Z.",EJ,1944,THE PROSPECTS OF THE BRITISH COTTON INDUSTRY, Z. Nawrocki,,,Nawrocki, Z.
4054,"Bye, Raymond T.",AER,1944,SOME CRITERIA OF SOCIAL ECONOMY, Raymond T. Bye,,,Bye, Raymond T.
4055,"Pierson, John H. G.",AER,1944,THE UNDERWRITING OF AGGREGATE CONSUMER SPENDING AS A PILLAR OF, John H. G. Pierson,,,Pierson, John H. G.
4056,"Klemm, Mary",AER,1944,THE RISE OF INDEPENDENT UNIONISM AND THE DECLINE OF LABOR OLIGOPOLY, Mary Klemm,,,Klemm, Mary
4057,"Anderson, William",AER,1944,"POLITICAL SCIENCE, ECONOMICS, AND PUBLIC POLICY", William Anderson,,,Anderson, William
4058,"Von Mering, Otto",AER,1944,SOME PROBLEMS OF METHODOLOGY IN MODERN ECONOMIC THEORY, Otto Von Mering,,,Von Mering, Otto
4059,"Beckman, Theodore N.",AER,1944,LARGE VERSUS SMALL BUSINESS AFTER THE WAR, Theodore N. Beckman,,,Beckman, Theodore N.
4060,"Record, Jane Cassels",AER,1944,THE WAR LABOR BOARD: AN EXPERIMENT IN WAGE STABILIZATION, Jane Cassels Record,,,Record, Jane Cassels
4061,"Hirsch, Julius",AER,1944,FACTS AND FANTASIES CONCERNING FULL EMPLOYMENT, Julius Hirsch,,,Hirsch, Julius
4062,"Dickinson, Z. Clark",AER,1944,INCENTIVE PROBLEMS IN REGULATED CAPITALISM, Z. Clark Dickinson,,,Dickinson, Z. Clark
4063,"Greathouse, Rebekah S.",AER,1944,THE EFFECT OF CONSTITUTIONAL EQUALITY ON WORKING WOMEN, Rebekah S. Greathouse,,,Greathouse, Rebekah S.
4064,"Anderson, Mary",AER,1944,THE POSTWAR ROLE OF AMERICAN WOMEN, Mary Anderson,,,Anderson, Mary
4065,"Whittlesey, C. R.",AER,1944,PROBLEMS OF OUR DOMESTIC MONEY AND BANKING SYSTEM, C. R. Whittlesey,?,?,Whittlesey, C. R.
4066,"Bopp, Karl R.",AER,1944,CENTRAL BANKING AT THE CROSSROADS, Karl R. Bopp,,,Bopp, Karl R.
4067,"Condliffe, J. B.",AER,1944,ECONOMIC POWER AS AN INSTRUMENT OF NATIONAL POLICY, J. B. Condliffe,,,Condliffe, J. B.
4068,"Bidwell, Percy W.",AER,1944,A POSTWAR COMMERCIAL POLICY FOR THE UNITED STATES, Percy W. Bidwell,,,Bidwell, Percy W.
4069,"Holland, W. L.",AER,1944,POSTWAR POLITICAL ECONOMY OF THE FAR EAST AND THE PACIFIC, W. L. Holland,,,Holland, W. L.
4070,"Christenson, C. Lawrence",JPE,1944,ECONOMIC IMPLICATIONS OF RENEGOTIATION OF GOVERNMENT CONTRACTS, C. Lawrence Christenson,?,?,Christenson, C. Lawrence
4071,"Steiner, W. H.",JPE,1944,THE NEW YORK MUTUAL SAVINGS BANKS FUND, W. H. Steiner,,,Steiner, W. H.
4072,"Von Ciriacy-Wantrup, S.",QJE,1944,TAXATION AND THE CONSERVATION OF RESOURCES, S. Von Ciriacy-Wantrup,,,Von Ciriacy-Wantrup, S.
4073,"Shephard, Ronald W.",ECA,1944,A MATHEMATICAL THEORY OF THE INCIDENCE OF TAXATION, Ronald W. Shephard,,,Shephard, Ronald W.
4074,"Vickery, C. W.",ECA,1944,CYCLICALLY INVARIANT GRADUATION, C. W. Vickery,?,?,Vickery, C. W.
4075,"Shenfield, A.",RES,1944,The Economies and Diseconomies of Industrial Concentration: The Wartime, A. Shenfield,?,?,Shenfield, A.
4076,"Florence, P. Sargant",RES,1944,The Economies and Diseconomies of Industrial Concentration: The Wartime, P. Sargant Florence,,,Florence, P. Sargant
4077,"Scitovszky, Tibor",RES,1944,Some Consequences of the Habit of Judging Quality by Price, Tibor Scitovszky,,,Scitovszky, Tibor
4078,"Hayes, J. P.",RES,1944,A Note on Selling Costs and the Equilibrium of the Firm, J. P. Hayes,,,Hayes, J. P.
4079,"Denis, Henri",RES,1944,A Note on the Theory of Tariffs, Henri Denis,?,?,Denis, Henri
4080,"Gallego-Diaz, J.",RES,1944,A Note on the Arc Elasticity of Demand, J. Gallego-Diaz,,,Gallego-Diaz, J.
4081,"Flexner, Jean Atherton",AER,1943,FOOD POLICIES OF THE UNITED NATIONS, Jean Atherton Flexner,,,Flexner, Jean Atherton
4082,"Barbash, Jack",AER,1943,IDEOLOGY AND THE UNIONS, Jack Barbash,,,Barbash, Jack
4083,"Bloom, Solomon F.",JPE,1943,MAN OF HIS CENTURY: A RECONSIDERATION OF THE HISTORICAL SIGNIFICANCE OF, Solomon F. Bloom,,,Bloom, Solomon F.
4084,"Ballaine, Wesley C.",JPE,1943,HOW GOVERNMENT PURCHASING PROCEDURES STRENGTHEN MONOPOLY ELEMENTS, Wesley C. Ballaine,,,Ballaine, Wesley C.
4085,"Wilcox, Walter W.",QJE,1943,CAPITAL IN AGRICULTURE, Walter W. Wilcox,,,Wilcox, Walter W.
4086,"Patterson, Gardner",QJE,1943,THE EXPORT-IMPORT BANK, Gardner Patterson,?,?,Patterson, Gardner
4087,"Haines, Walter W.",QJE,1943,"KEYNES, WHITE, AND HISTORY", Walter W. Haines,,,Haines, Walter W.
4088,"Haraldson, W. C.",QJE,1943,WELFARE ECONOMICS AND RATIONING, W. C. Haraldson,,,Haraldson, W. C.
4089,"Pritchard, L. J.",QJE,1943,THE EFFECTS OF SPECIFIC AND AD VALOREM TAXES, L. J. Pritchard,,,Pritchard, L. J.
4090,"Bailer, Lloyd H.",JPE,1943,THE NEGRO AUTOMOBILE WORKER, Lloyd H. Bailer,,,Bailer, Lloyd H.
4091,"Braun, Kurt",JPE,1943,THE DUAL NATURE OF COLLECTIVE AGREEMENTS, Kurt Braun,,,Braun, Kurt
4092,"Hildebrand, George H., Jr.",AER,1943,MONOPOLIZATION AND THE DECLINE OF INVESTMENT OPPORTUNITY, George H. Hildebrand,,,Hildebrand, George H.
4093,"Scoon, Robert",JPE,1943,PROFESSOR ROBBINS' DEFINITION OF ECONOMICS, Robert Scoon,,,Scoon, Robert
4094,"Moonitz, Maurice",JPE,1943,THE RISK OF OBSOLESCENCE AND THE IMPORTANCE OF THE RATE OF INTEREST, Maurice Moonitz,,,Moonitz, Maurice
4095,"Leavitt, John A.",JPE,1943,INFLATION AS A POST-WAR PROBLEM, John A. Leavitt,,,Leavitt, John A.
4096,"Miller, John Perry",QJE,1943,THE TACTICS OF RETAIL PRICE CONTROL, John Perry Miller,,,Miller, John Perry
4097,"Shister, J.",QJE,1943,THE THEORY OF UNION WAGE RIGIDITY, J. Shister,,,Shister, J.
4098,"Gold, Norman Leon",QJE,1943,THE DEMAND FOR FOOD BY LOW INCOME FAMILIES, Norman Leon Gold,,,Gold, Norman Leon
4099,"Enlow, Maxine",QJE,1943,THE DEMAND FOR FOOD BY LOW INCOME FAMILIES, Maxine Enlow,,,Enlow, Maxine
4100,"Bode, Karl",AER,1943,PLAN ANALYSIS AND PROCESS ANALYSIS, Karl Bode,,,Bode, Karl
4101,"Frankel, H.",EJ,1943,INDUSTRIALISATION OF AGRICULTURAL COUNTRIES AND THE POSSIBILITIES OF A, H. Frankel,?,?,Frankel, H.
4102,"Rosenstein-Rodan, P. N.",EJ,1943,PROBLEMS OF INDUSTRIALISATION OF EASTERN AND SOUTH-EASTERN EUROPE, P. N. Rosenstein-Rodan,,,Rosenstein-Rodan, P. N.
4103,"Barna, T.",EJ,1943,THE 1943 WHITE PAPER ON NATIONAL INCOME AND EXPENDITURE, T. Barna,,,Barna, T.
4104,"Feliner, William",JPE,1943,MONETARY POLICIES AND HOARDING IN PERIODS OF STAGNATION, William Feliner,,,Feliner, William
4105,"Cooper, W. W.",JPE,1943,THE YARDSTICK FOR UTILITY REGULATION, W. W. Cooper,,,Cooper, W. W.
4106,"Bishop, Robert L.",QJE,1943,CONSUMER'S SURPLUS AND CARDINAL UTILITY, Robert L. Bishop,,,Bishop, Robert L.
4107,"Maxwell, James A.",QJE,1943,THE CAPITAL BUDGET, James A. Maxwell,,,Maxwell, James A.
4108,"Von Szeliski, Victor S.",ECA,1943,THE DEMAND FOR DURABLE GOODS, Victor S. Von Szeliski,,,Von Szeliski, Victor S.
4109,"Jeming, Joseph",ECA,1943,ESTIMATES OF AVERAGE SERVICE LIFE AND LIFE EXPECTANCIES AND THE STANDARD, Joseph Jeming,,,Jeming, Joseph
4110,"Polak, Jacques J.",ECA,1943,EUROPEAN EXCHANGE DEPRECIATION IN THE EARLY TWENTIES, Jacques J. Polak,,,Polak, Jacques J.
4111,"Owen, A. D. K.",EJ,1943,THE BEVERIDGE REPORT - I. ITS PROPOSALS, A. D. K. Owen,?,?,Owen, A. D. K.
4112,"Richter, Irving",JPE,1943,FOUR YEARS OF THE FAIR LABOR STANDARDS ACT OF 1938 SOME PROBLEMS OF, Irving Richter,,,Richter, Irving
4113,"Severson, Lewis",JPE,1943,SOME CURRENT BOOKS ON THE ECONOMICS OF TOTAL WAR, Lewis Severson,,,Severson, Lewis
4114,"Winn, Willis J.",JPE,1943,COMMODITY-RESERVE CURRENCY: A REJOINDER, Willis J. Winn,,,Winn, Willis J.
4115,"Barker, James M.",AER,1943,ECONOMIC CLAIMS OF GOVERNMENT AND OF PRIVATE ENTERPRISE SURVEYING THE, James M. Barker,,,Barker, James M.
4116,"Mitnitzky, Mark",AER,1943,SOME MONETARY ASPECTS OF GOVERNMENT BORROWING, Mark Mitnitzky,,,Mitnitzky, Mark
4117,"Moore, William Hoyt",AER,1943,TERMINATION OF CONTRACTS AND DISPOSAL OF SURPLUSES AFTER THE FIRST WORLD, William Hoyt Moore,,,Moore, William Hoyt
4118,"Galbraith, J. K.",AER,1943,PRICE CONTROL: SOME LESSONS FROM THE FIRST PHASE, J. K. Galbraith,,,Galbraith, J. K.
4119,"Edminster, Lynn R.",AER,1943,INTERNATIONAL TRADE AND POSTWAR RECONSTRUCTION, Lynn R. Edminster,,,Edminster, Lynn R.
4120,"Schoepperle, Victor",AER,1943,FUTURE OF INTERNATIONAL INVESTMENT: PRIVATE VERSUS PUBLIC FOREIGN, Victor Schoepperle,,,Schoepperle, Victor
4121,"Hilgerdt, Folke",AER,1943,THE CASE FOR MULTILATERAL TRADE, Folke Hilgerdt,?,?,Hilgerdt, Folke
4122,"Carr, Robert M.",AER,1943,ROUND TABLE ON INTERNATIONAL COMMODITY AGREEMENTS, Robert M. Carr,,,Carr, Robert M.
4123,"Salter, Leonard A., Jr.",JPE,1943,FARM PROPERTY'AND AGRICULTURAL POLICY, Leonard A. Salter,,,Salter, Leonard A.
4124,"Dolley, James C.",JPE,1943,ABILITY OF THE BANKING SYSTEM TO ABSORB GOVERNMENT BONDS, James C. Dolley,,,Dolley, James C.
4125,"Geren, Paul",JPE,1943,THE CONTRIBUTION OF LIFE INSURANCE TO THE SAVINGS STREAM, Paul Geren,,,Geren, Paul
4126,"Bernhard, Richard C.",JPE,1943,MYTHS AND ILLOGIC IN POPULAR NOTIONS ABOUT BUSINESS CYCLES, Richard C. Bernhard,,,Bernhard, Richard C.
4127,"Daly, Patricia",JPE,1943,"THE PRODUCTION FUNCTION FOR MANUFACTURING IN THE UNITED STATES, 1904", Patricia Daly,,,Daly, Patricia
4128,"Clawson, Marion",QJE,1943,DEMAND INTERRELATIONS FOR SELECTED AGRICULTURAL PRODUCTS, Marion Clawson,,,Clawson, Marion
4129,"Hunt, Pearson",QJE,1943,THE FINANCIAL POLICY OF CORPORATIONS, Pearson Hunt,,,Hunt, Pearson
4130,"Salera, Virgil",QJE,1943,TAXATION AND ECONOMIC STABILITY, Virgil Salera,,,Salera, Virgil
4131,"Hicks, U. K.",RES,1943,The Beveridge Plan and Local Government Finance, U. K. Hicks,,,Hicks, U. K.
4132,"Ady, P.",RES,1943,Colonial Industrialisation and British Employment, P. Ady,,,Ady, P.
4133,"Polanvyi, Michael",RES,1943,Patent Reform, Michael Polanvyi,,,Polanvyi, Michael
4134,"Ellis, A. W. T.",RES,1943,"Rents, Rates and Incomes in Bristol", A. W. T. Ellis,?,?,Ellis, A. W. T.
4135,"Mund, Vernon A.",AER,1942,MONOPOLISTIC COMPETITION THEORY AND PUBLIC PRICE POLICY, Vernon A. Mund,,,Mund, Vernon A.
4136,"Abramson, Victor",AER,1942,PRICE FREEZING UNDER THE OFFICE OF PRICE ADMINISTRATION, Victor Abramson,,,Abramson, Victor
4137,"Pumphrey, Lowell M.",AER,1942,"THE EXCHANGE EQUALIZATION ACCOUNT OF GREAT BRITAIN, 1932-1939: EXCHANGE", Lowell M. Pumphrey,,,Pumphrey, Lowell M.
4138,"Froman, Lewis A.",AER,1942,"GRADUATE STUDENTS IN ECONOMICS, 1904-1940", Lewis A. Froman,,,Froman, Lewis A.
4139,"Rosenson, Alex Moses",JPE,1942,MONETARY EFFECTS OF WARTIME SOCIAL SECURITY TAXES, Alex Moses Rosenson,?,?,Rosenson, Alex Moses
4140,"Hayes, Samuel P., Jr.",QJE,1942,POTASH PRICES AND COMPETITION, Samuel P. Hayes,,,Hayes, Samuel P.
4141,"Daane, Jd",AER,1965,THE EVOLVING INTERNATIONAL MONETARY MECHANISM - THE REPORT OF THE GROUP, Jd Daane,,,Daane, Jd
4142,"Polak, Jj",AER,1965,THE REPORT OF THE INTERNATIONAL MONETARY FUND, Jj Polak,,,Polak, Jj
4143,"Gilbert, M",AER,1965,DOMESTIC IMPLICATIONS OF THE EVOLVING INTERNATIONAL MONETARY MECHANISM -, M Gilbert,,,Gilbert, M
4144,"Mcclam, W",AER,1965,DOMESTIC IMPLICATIONS OF THE EVOLVING INTERNATIONAL MONETARY MECHANISM -, W Mcclam,,,Mcclam, W
4145,"Stein, H",AER,1965,THE EVOLVING INTERNATIONAL MONETARY-SYSTEM AND DOMESTIC ECONOMIC-POLICY, H Stein,?,?,Stein, H
4146,"Projector, Ds",AER,1965,SURVEY-RESEARCH - 3 SURVEYS - FINDINGS AND IMPLICATIONS FOR THEORY AND, Ds Projector,?,?,Projector, Ds
4147,"Barlow, R",AER,1965,A SURVEY OF INVESTMENT MANAGEMENT AND WORKING BEHAVIOR AMONG HIGH-INCOME, R Barlow,,,Barlow, R
4148,"Osborne, H",AER,1965,CONSUMER TIME AND SAVINGS BALANCES - THEIR ROLE IN FAMILY LIQUIDITY, H Osborne,?,?,Osborne, H
4149,"Vandeklundert, T",AER,1965,BIASED EFFICIENCY GROWTH AND CAPITAL-LABOR SUBSTITUTION IN THE, T Vandeklundert,,,Vandeklundert, T
4150,"Levy, Fk",AER,1965,AN ADAPTIVE PRODUCTION FUNCTION, Fk Levy,Frank Levy,?,Levy, Fk
4151,"Grosse, Rn",AER,1965,MILITARY COST-ANALYSIS, Rn Grosse,,,Grosse, Rn
4152,"Proschan, A",AER,1965,MILITARY COST-ANALYSIS, A Proschan,?,?,Proschan, A
4153,"Reder, Mw",AER,1965,ECONOMIC-THEORY AND NONPROFIT ENTERPRISE - SOME PROBLEMS IN THE, Mw Reder,,,Reder, Mw
4154,"Attiyeh, R",AER,1965,ECONOMIC EDUCATION - EXPERIMENTS IN THE TEACHING OF ECONOMICS - THE, R Attiyeh,,,Attiyeh, R
4155,"Lumsden, K",AER,1965,ECONOMIC EDUCATION - EXPERIMENTS IN THE TEACHING OF ECONOMICS - THE, K Lumsden,,,Lumsden, K
4156,"Joseph, Ml",AER,1965,ROLE-PLAYING IN TEACHING ECONOMICS, Ml Joseph,,,Joseph, Ml
4157,"Whitney, Sn",AER,1965,TESTS OF THE SUCCESS OF THE PRINCIPLES COURSE, Sn Whitney,,,Whitney, Sn
4158,"Deprano, M",AER,1965,TESTS OF THE RELATIVE IMPORTANCE OF AUTONOMOUS EXPENDITURES AND MONEY, M Deprano,,,Deprano, M
4159,"Paglin, M",AER,1965,SURPLUS AGRICULTURAL LABOR AND DEVELOPMENT - FACTS AND THEORIES, M Paglin,,,Paglin, M
4160,"Miller, Hp",AER,1965,LIFETIME INCOME AND ECONOMIC-GROWTH, Hp Miller,?,?,Miller, Hp
4161,"Davis, Hb",AER,1965,NOTES ON MARXIAN ECONOMICS IN THE UNITED-STATES - COMMENT, Hb Davis,?,?,Davis, Hb
4162,"Fels, R",AER,1965,THE UNITED-STATES DOWNTURN OF 1948, R Fels,,,Fels, R
4163,"Gilman, Hj",AER,1965,ECONOMIC DISCRIMINATION AND UNEMPLOYMENT, Hj Gilman,?,?,Gilman, Hj
4164,"Ojha, Pd",AER,1965,PATTERN OF INCOME-DISTRIBUTION IN AN UNDERDEVELOPED ECONOMY - A, Pd Ojha,,,Ojha, Pd
4165,"Almon, S",ECA,1965,THE DISTRIBUTED LAG BETWEEN CAPITAL APPROPRIATIONS AND EXPENDITURES, S Almon,,,Almon, S
4166,"Masse, P",ECA,1965,THE FRENCH PLAN AND ECONOMIC-THEORY, P Masse,,,Masse, P
4167,"Kloek, T",ECA,1965,INTERNATIONAL COMPARISONS OF PRICES AND QUANTITIES CONSUMED, T Kloek,,,Kloek, T
