,index,ArticleID,Journal,Title,PubDate
9075,9075,9078,JPE,Optimal Fiscal and Monetary Policy and Economic Growth,1969-07-01
9076,9076,9079,JPE,Expectations and Interest Rates: A Cross-sectional Test of the Error-learning Hypothesis,1969-07-01
9077,9077,9080,JPE,Student Family Size in Relation to Current and Expected Income,1969-07-01
9078,9078,9081,JPE,Utility Maximization Sufficient for Competitive Survival,1969-07-01
9079,9079,9082,JPE,The Demand for Money by Households in South Vietnam: The Evidence from Cross-Section Data,1969-07-01
9080,9080,9083,JPE,The Neoclassical Dichotomy as a Controlled Experiment,1969-07-01
9081,9081,9084,JPE,Economic Growth and the Balance of Payments: A Monetary Approach,1969-01-01
9082,9082,9085,JPE,A Physiocratic Model of Dynamic Equilibrium,1969-01-01
9083,9083,9086,JPE,An Economic Model of Family Planning and Fertility,1969-03-01
9084,9084,9087,JPE,On Models of Commercial Fishing,1969-03-01
9085,9085,9088,JPE,On the Interindustry Wage and Hours Structure,1969-03-01
9086,9086,9089,JPE,An Analysis of the Canadian Money Supply: 1925-1934,1969-05-01
9087,9087,9090,JPE,Patent Statistics as a Measure of Technical Change,1969-05-01
9088,9088,9091,JPE,A Stock-Adjustment Analysis of Capital Movements: The United States-Canadian Case,1969-07-01
9089,9089,9092,JPE,An Economic Analysis of the Concept of Freedom,1969-07-01
9090,9090,9093,JPE,"Liquidity Traps for Money, Bank Credit, and Interest Rates",1968-01-01
9091,9091,9094,JPE,"Normally, Factor Inputs Are Never Gross Substitutes",1968-01-01
9092,9092,9095,JPE,"Gold, Capital Flows, and Long Swings in American Business Activity",1968-01-01
9093,9093,9096,JPE,Optimal Insurance Coverage,1968-01-01
9094,9094,9097,JPE,Unemployment Compensation Program: Stabilizing or Destabilizing,1968-01-01
9095,9095,9098,JPE,Peak-Load Pricing,1968-01-01
9096,9096,9099,JPE,Slutsky Equations for Assets,1968-01-01
9097,9097,9100,JPE,Crime and Punishment: An Economic Approach,1968-03-01
9098,9098,9101,JPE,An Economic Analysis of Internal Migration in Brazil,1968-03-01
9099,9099,9102,JPE,Factor Substitutability and Comparative Advantage,1968-03-01
9100,9100,9103,JPE,The Economic Consequences of the Bank War,1968-03-01
9101,9101,9104,JPE,The Problem of Auto-Prognosis,1968-03-01
9102,9102,9105,JPE,"Effective Tariffs, Domestic Cost of Foreign Exchange, and the Equilibrium Exchange Rate",1968-05-01
9103,9103,9106,JPE,"Adam Smith, Consumer Tastes, and Economic Growth",1968-05-01
9104,9104,9107,JPE,On Economics as a Life Science,1968-05-01
9105,9105,9108,JPE,Man-Hour Behavior in U.S. Manufacturing: A Neoclassical Interpretation,1968-05-01
9106,9106,9109,JPE,Jules Dupuit and the Early Theory of Marginal Cost Pricing,1968-05-01
9107,9107,9110,JPE,The Sensitivity of Interest Rates to Changes in Money and Income,1968-05-01
9108,9108,9111,JPE,Education and Productivity in U.S. Manufacturing: Some Cross-Section Evidence,1968-05-01
9109,9109,9112,JPE,Private Property Rights and Sharecropping,1968-11-01
9110,9110,9113,JPE,Optimal Capital Accumulation and Corporate Investment Behavior,1968-11-01
9111,9111,9114,JPE,"Risk, Impersonality, and the Social Welfare Function",1968-11-01
9112,9112,9115,JPE,Measuring Protection in a Developing Country: The Case of Pakistan,1968-11-01
9113,9113,9116,JPE,Competitive Equilibrium: Existence and Approach,1968-11-01
9114,9114,9117,JPE,"Economic Growth, Price Trends, and the U.S. Balance of Trade: 1925-62",1968-11-01
9115,9115,9118,JPE,Empty Bottles,1968-11-01
9116,9116,9119,JPE,"Sources of Productivity Change in Ocean Shipping, 1600-1850",1968-09-01
9117,9117,9120,JPE,Problems of Efficiency in Monetary Management,1968-09-01
9118,9118,9121,JPE,The Uniqueness of Commercial Banks,1968-09-01
9119,9119,9122,JPE,The Role of Market Variables and Key Bargains in the Manufacturing Wage Determination Process,1968-09-01
9120,9120,9123,JPE,"Hyperinflation and Monetary Reform in the Soviet Union, 1921-26",1968-09-01
9121,9121,9124,JPE,The Time Profile of Capital Accumulation in the Automobile Industry,1968-09-01
9122,9122,9125,JPE,Excise Taxes and the Gains from Trade,1968-09-01
9123,9123,9126,JPE,A Note on the Quality Dimension in Education,1968-09-01
9124,9124,9127,JPE,Comparing International Tax 'Burdens': A Suggested Method,1968-09-01
9125,9125,9128,JPE,The International Monetary Problem,1968-07-01
9126,9126,9129,JPE,Money-Wage Dynamics and Labor-Market Equilibrium,1968-07-01
9127,9127,9130,JPE,The Trade-Off between Inflation and Unemployment,1968-07-01
9128,9128,9131,JPE,Cross-Section Analysis and Bank Dynamics,1968-07-01
9129,9129,9132,JPE,The Effects of Monetary and Credit Policies on the Structure of the Economy,1968-07-01
9130,9130,9133,JPE,The Effects of Monetary Policy on Expenditures in Specific Sectors of the Economy,1968-07-01
9131,9131,9134,JPE,Notes on Optimal Monetary Growth,1968-07-01
9132,9132,9135,JPE,The Optimal Rate of Growth of Money,1968-07-01
9133,9133,9136,JPE,Monetary and Fiscal Policy for an Economy with Fixed Exchange Rates,1968-07-01
9134,9134,9137,JPE,Monetary and Fiscal Policies in Open Economies under Fixed Exchange Rates: An Optimizing Approach,1968-07-01
9135,9135,9138,JPE,INFLATION AND ECONOMIC GROWTH,1967-12-01
9136,9136,9139,JPE,EMPIRICAL EVIDENCE ON THE INCIDENCE OF THE CORPORATION INCOME TAX,1967-12-01
9137,9137,9140,JPE,"FUTURES MARKETS, BUFFER STOCKS, AND INCOME STABILITY FOR PRIMARY PRODUCERS",1967-12-01
9138,9138,9141,JPE,COSTS AND RETURNS FOR TWO YEARS OF POSTSECONDARY TECHNICAL SCHOOLING: A PILOT STUDY,1967-12-01
9139,9139,9142,JPE,"FREE RESERVES, VAULT CASH, AND THE PORTFOLIO BEHAVIOR OF BANKS",1967-12-01
9140,9140,9143,JPE,MARKET SOCIALISM REVISITED,1967-10-01
9141,9141,9144,JPE,CALCULATION OF OPTIMAL PRODUCT AND RETAILER CHARACTERISTICS: THE ABSTRACT PRODUCT APPROACH,1967-10-01
9142,9142,9145,JPE,THE PURCHASING-POWER-PARITY THEORY: IN DEFENSE OF GUSTAV CASSEL AS A MODERN THEORIST,1967-10-01
9143,9143,9146,JPE,THE GENERALIZED VON NEUMANN MODEL AND INTERNATIONAL COMPARISONS OF PRODUCTIVITY,1967-10-01
9144,9144,9147,JPE,NON-ECONOMIC OBJECTIVES AND THE EFFICIENCY PROPERTIES OF TRADE,1967-10-01
9145,9145,9148,JPE,THE THREE-YEAR HORIZON: AN ANALYSIS OF THE EVIDENCE,1967-10-01
9146,9146,9149,JPE,ENTRY AND MONOPOLY PRICING,1967-10-01
9147,9147,9150,JPE,MONETARY-POLICY TARGETS AND INDICATORS,1967-08-01
9148,9148,9151,JPE,Competition and Efficiency in the Banking System---Empirical Research and Its Policy Implication,1967-08-01
9149,9149,9152,JPE,The R&D Factor in International Trade and International Investment of United States Industries,1967-02-01
9150,9150,9153,JPE,THE IMPACT OF RESEARCH AND DEVELOPMENT ON UNITED STATES TRADE,1967-02-01
9151,9151,9154,JPE,"INTEREST RATES, THE MEISELMAN MODEL AND RANDOM NUMBERS",1967-02-01
9152,9152,9155,JPE,GROWTH AND THE WELFARE COST OF INFLATIONARY FINANCE,1967-02-01
9153,9153,9156,JPE,ON THE INDEPENDENT USE OF TWO OR MORE SETS OF POLICY VARIABLES,1967-02-01
9154,9154,9157,JPE,HIERARCHICAL CONTROL AND OPTIMUM FIRM SIZE,1967-04-01
9155,9155,9158,JPE,A SECTORAL ECONOMETRIC STUDY OF THE POSTWAR RESIDENTIAL-HOUSING MARKET,1967-04-01
9156,9156,9159,JPE,NATURAL-GAS-PIPELINE RATE REGULATION: MARGINAL-COST PRICING AND THE ZONE-ALLOCATION PROBLEM,1967-04-01
9157,9157,9160,JPE,LOGIC AND EXPEDIENCY IN ECONOMIC THEORIZING,1967-04-01
9158,9158,9161,JPE,THE STRONG-FACTOR-INTENSITY HYPOTHESIS: A MULTISECTORAL TEST,1967-06-01
9159,9159,9162,JPE,ON THE THEORY OF TAX INCIDENCE,1967-06-01
9160,9160,9163,JPE,MONEY AND CYCLES IN POST-CONFEDERATION CANADA,1967-06-01
9161,9161,9164,JPE,A TEST OF MONETARY POLICY ACTION,1967-06-01
9162,9162,9165,JPE,ADJUSTMENT COSTS AND THE THEORY OF SUPPLY,1967-08-01
9163,9163,9166,JPE,THE PRODUCTION OF HUMAN CAPITAL AND THE LIFE CYCLE OF EARNINGS,1967-08-01
9164,9164,9167,JPE,A STUDY OF PRODUCTION AND FACTOR SHARES IN THE HALIBUT FISHING INDUSTRY,1967-08-01
9165,9165,9168,JPE,ECONOMIES OF SCALE IN INDUSTRIAL PLANTS,1967-08-01
9166,9166,9169,JPE,A CRITIQUE OF SOME RECENT EMPIRICAL RESEARCH ON THE EXPLANATION OF THE TERM STRUCTURE OF INTEREST RATES,1967-08-01
9167,9167,9170,JPE,DEBT MANAGEMENT AND THE TERM STRUCTURE OF INTEREST RATES: AN EMPIRICAL ANALYSIS OF RECENT EXPERIENCE,1967-08-01
9168,9168,9171,JPE,MONETARY PROBLEMS OF PAKISTAN,1967-08-01
9169,9169,9172,JPE,THE RATE OF INTEREST AND THE DEMAND FOR MONEY-SOME EMPIRICAL EVIDENCE,1966-12-01
9170,9170,9173,JPE,PRESENT VALUES OF LIFETIME EARNINGS FOR DIFFERENT OCCUPATIONS,1966-12-01
9171,9171,9174,JPE,A REGIONAL TEST OF THE HECKSCHER-OHLIN HYPOTHESIS,1966-12-01
9172,9172,9175,JPE,THE COMPARATIVE EFFICIENCY OF TARIFFS AND OTHER TAX-SUBSIDY SCHEMES AS A MEANS OF OBTAINING REVENUE OR PROTECTING DOMESTIC PRODUCTION,1966-12-01
9173,9173,9176,JPE,"THE DEMAND FOR MONEY BY HOUSEHOLDS, MONEY SUBSTITUTES, AND MONETARY POLICY",1966-12-01
9174,9174,9177,JPE,A PARTIAL RECONCILIATION BETWEEN TWO VIEWS OF DEBT MANAGEMENT,1966-12-01
9175,9175,9178,JPE,PEASANTS AND DUALISM WITH OR WITHOUT SURPLUS LABOR,1966-10-01
9176,9176,9179,JPE,MONEY AND CAPACITY GROWTH,1966-10-01
9177,9177,9180,JPE,SOME ECONOMIC COSTS OF EXCHANGE CONTROL: THE TURKISH CASE,1966-10-01
9178,9178,9181,JPE,THE HISTORICAL ROOTS OF THE CONCEPT OF HUMAN CAPITAL,1966-10-01
9179,9179,9182,JPE,MONOPOLY CAPITALISM: A REVISED REVISIONISM,1966-10-01
9180,9180,9183,JPE,THE WELFARE COSTS OF EXCHANGE-RATE STABILIZATION,1966-10-01
9181,9181,9184,JPE,THE INSIDE LAG IN MONETARY POLICY: A COMMENT,1966-10-01
9182,9182,9185,JPE,PRIMARY PRODUCTS AND ECONOMIC GROWTH AN EMPIRICAL MEASUREMENT,1966-08-01
9183,9183,9186,JPE,THE WELFARE COSTS OF DISEQUILIBRIUM EXCHANGE RATES,1966-08-01
9184,9184,9187,JPE,A RE-EXAMINATION OF THE PURE CONSUMPTION LOANS MODEL,1966-08-01
9185,9185,9188,JPE,"THE IMMIGRATION OF SCIENTISTS AND ENGINEERS TO THE UNITED STATES, 1949-61",1966-08-01
9186,9186,9189,JPE,THE BALANCE OF PAYMENTS IN REVIEW,1966-08-01
9187,9187,9190,JPE,BUILT-IN FLEXIBILITY OF TAXATION AND AUTOMATIC STABILIZATION,1966-08-01
9188,9188,9191,JPE,"A NOTE ON TARIFF VALUATION BASES, ECONOMIC EFFICIENCY, AND THE EFFECTS OF PREFERENCES",1966-08-01
9189,9189,9192,JPE,THE EMBODIMENT HYPOTHESIS,1966-02-01
9190,9190,9193,JPE,THE OPTIMAL PROVISION OF PUBLIC GOODS IN A SYSTEM OF LOCAL GOVERNMENT,1966-02-01
9191,9191,9194,JPE,THE INFORMATION VALUE OF DEMAND EQUATIONS AND PREDICTIONS,1966-02-01
9192,9192,9195,JPE,SOME EVIDENCE ON THE DEMAND FOR MONEY,1966-02-01
9193,9193,9196,JPE,ON THE LONG-RUN AND SHORT-RUN DEMAND FOR MONEY,1966-04-01
9194,9194,9197,JPE,A NEW APPROACH TO CONSUMER THEORY,1966-04-01
9195,9195,9198,JPE,STOCK MARKET MARGIN REQUIREMENTS,1966-04-01
9196,9196,9199,JPE,BUSINESS PRICING POLICIES AND INFLATION RECONSIDERED,1966-04-01
9197,9197,9200,JPE,"""OPERATION TWIST"": A MISTAKEN POLICY?",1966-04-01
9198,9198,9201,JPE,THE VALUE OF THE CALL OPTION ON A BOND,1966-04-01
9199,9199,9202,JPE,THE STRUCTURE OF A TARIFF SYSTEM AND THE EFFECTIVE PROTECTIVE RATE,1966-06-01
9200,9200,9203,JPE,"UNEMPLOYMENT, PRODUCTION FUNCTIONS, AND EFFECTIVE DEMAND",1966-06-01
9201,9201,9204,JPE,DUMPING AND CENTRAL PLANNING,1966-06-01
9202,9202,9205,JPE,"AN EMPIRICAL TEST OF THE ""GATT HYPOTHESIS""",1966-06-01
9203,9203,9206,JPE,A NOTE ON ARROW'S POSTULATES FOR A SOCIAL WELFARE FUNCTION,1966-06-01
9204,9204,9207,JPE,ON THE MONETARY VALUE OF EDUCATION'S INTERGENERATION EFFECTS,1965-12-01
9205,9205,9208,JPE,THE 'BACKWARD-BENDING' SUPPLY OF LABOR,1965-12-01
9206,9206,9209,JPE,ESTIMATION OF VALUE ADDED AND AVERAGE RETURNS TO CAPITAL IN SOVIET INDUSTRY FROM CROSS-SECTION DATA,1965-12-01
9207,9207,9210,JPE,THE ECONOMICS OF USURY REGULATION,1965-12-01
9208,9208,9211,JPE,THE STRUCTURE OF SIMPLE GENERAL EQUILIBRIUM MODELS,1965-12-01
9209,9209,9212,JPE,TEST OF THE EFFECTIVENESS OF HEDGING ,1965-10-01
9210,9210,9213,JPE,THE NATIONAL SERVICE LIFE-INSURANCE DIVIDEND OF 1950 AND CONSUMPTION: A FURTHER TEST OF THE 'STRICT' PERMANENT-INCOME HYPOTHESIS,1965-10-01
9211,9211,9214,JPE,EFFECTS OF PROFESSIONAL LICENSING ARRANGEMENTS ON INTERSTATE LABOR MOBILITY AND RESOURCE ALLOCATION ,1965-10-01
9212,9212,9215,JPE,ECONOMIC THEORY AND THE UNDERDEVELOPED COUNTRIES,1965-10-01
9213,9213,9216,JPE,ON THE COST OF TAX-EXEMPT BONDS,1965-08-01
9214,9214,9217,JPE,EXPERIMENTAL AUCTION MARKETS AND THE WALRASIAN HYPOTHESIS,1965-08-01
9215,9215,9218,JPE,THE RELUCTANT CONSUMER AND ECONOMIC FLUCTUATIONS IN THE SOVIET UNION,1965-08-01
9216,9216,9219,JPE,"PRODUCTIVITY AND TECHNOLOGICAL CHANGE IN THE BITUMINOUS COAL INDUSTRY, 1919-54",1965-08-01
9217,9217,9220,JPE,INTEREST-RATE RISK AND THE TERM STRUCTURE OF INTEREST RATES,1965-08-01
9218,9218,9221,JPE,"Federal Reserve Monetary Policy, 1922--33: a Reinterpretation",1965-08-01
9219,9219,9222,JPE,"CORPORATE INVENTIVE OUTPUT, PROFITS, AND GROWTH",1965-06-01
9220,9220,9223,JPE,"AN ECONOMIC THEORY OF PROTECTIONISM, TARIFF BARGAINING, AND THE FORMATION OF CUSTOMS UNIONS",1965-06-01
9221,9221,9224,JPE,"BIRTHS, MARRIAGES, AND BUSINESS CYCLES IN THE UNITED STATES",1965-06-01
9222,9222,9225,JPE,A THEORY OF LARGE MANAGERIAL FIRMS ,1965-06-01
9223,9223,9226,JPE,A NOTE ON THE IMPORTANCE OF THE INTERSTATE SLAVE TRADE OF THE ANTE BELLUM SOUTH,1965-04-01
9224,9224,9227,JPE,INVESTMENT AND TECHNOLOGICAL CHANGE,1965-04-01
9225,9225,9228,JPE,COMPARATIVE STATICS OF STOCK-FLOW EQUILIBRIUM ,1965-04-01
9226,9226,9229,JPE,THE EFFECTS OF FARM PRICE SUPPORTS ON THE RETURNS TO LAND AND LABOR IN AGRICULTURE ,1965-04-01
9227,9227,9230,JPE,MERGERS AND THE MARKET FOR CORPORATE CONTROL,1965-04-01
9228,9228,9231,JPE,"GROWTH, STABILITY, AND INFLATIONARY FINANCE ",1965-04-01
9229,9229,9232,JPE,Commission on Money and Credit Research Studies: A Review Article,1965-02-01
9230,9230,9233,JPE,A FALLACY IN THE INTERPRETATION OF MACROECONOMIC EQUILIBRIUM,1965-02-01
9231,9231,9234,JPE,FRIEDMAN AND MACHLUP ON THE SIGNIFICANCE OF TESTING ECONOMIC ASSUMPTIONS ,1965-02-01
9232,9232,9235,JPE,UTILITY ANALYSIS AND GROUP BEHAVIOR AN EMPIRICAL STUDY ,1965-02-01
9233,9233,9236,JPE,ANTICIPATED INFLATION AND ECONOMIC WELFARE ,1965-02-01
9234,9234,9237,JPE,SPECULATION AND MARGINS,1965-12-01
9235,9235,9238,JPE,INFERIOR INPUTS AND THE THEORY OF THE FIRM,1965-06-01
9236,9236,9239,QJE,Rational Expectations and Learning from Experience,1979-02-01
9237,9237,9240,AER,The Limits of Price Discrimination,2015-03-01
9238,9238,9241,AER,Credit Supply and the Price of Housing,2015-03-01
9239,9239,9242,AER,"The Cyclicality of Sales, Regular and Effective Prices: Business Cycle and Policy Implications",2015-03-01
9240,9240,9243,AER,Adverse Selection and an Individual Mandate: When Theory Meets Practice,2015-03-01
9241,9241,9244,AER,The War on Poverty's Experiment in Public Medicine: Community Health Centers and the Mortality of Older Americans,2015-03-01
9242,9242,9245,AER,"New Trade Models, New Welfare Implications",2015-03-01
9243,9243,9246,AER,The Virtues of Hesitation: Optimal Timing in a Non-stationary World,2015-03-01
9244,9244,9247,AER,Measuring Uncertainty,2015-03-01
9245,9245,9248,AER,"Inequality, Leverage, and Crises",2015-03-01
9246,9246,9249,AER,Preferences for Flexibility and Randomization under Uncertainty,2015-03-01
9247,9247,9250,AER,Debt Relief and Debtor Outcomes: Measuring the Effects of Consumer Bankruptcy Protection,2015-03-01
9248,9248,9251,AER,Vehicle Scrappage and Gasoline Policy,2015-03-01
9249,9249,9252,AER,Climate Clubs: Overcoming Free-Riding in International Climate Policy,2015-04-01
9250,9250,9253,AER,The Housing Market(s) of San Diego,2015-04-01
9251,9251,9254,AER,Has the US Finance Industry Become Less Efficient? On the Theory and Measurement of Financial Intermediation,2015-04-01
9252,9252,9255,AER,The Anatomy of a Credit Crisis: The Boom and Bust in Farm Land Prices in the United States in the 1920s,2015-04-01
9253,9253,9256,AER,How Elastic Are Preferences for Redistribution? Evidence from Randomized Survey Experiments,2015-04-01
9254,9254,9257,AER,Wages and Informality in Developing Countries,2015-04-01
9255,9255,9258,AER,Medicare Part D: Are Insurers Gaming the Low Income Subsidy Design?,2015-04-01
9256,9256,9259,AER,Punishment and Deterrence: Evidence from Drunk Driving,2015-04-01
9257,9257,9260,AER,Until the Bitter End: On Prospect Theory in a Dynamic Context,2015-04-01
9258,9258,9261,AER,"Correlation Neglect, Voting Behavior, and Information Aggregation",2015-04-01
9259,9259,9262,AER,Competitive Policy Development,2015-04-01
9260,9260,9263,QJE,Very Long-Run Discount Rates,2015-02-01
9261,9261,9264,QJE,Waves in Ship Prices and Investment,2015-02-01
9262,9262,9265,QJE,Regulating Consumer Financial Products: Evidence from Credit Cards,2015-02-01
9263,9263,9266,QJE,Does Working from Home Work? Evidence from a Chinese Experiment,2015-02-01
9264,9264,9267,QJE,Do Markets Erode Social Responsibility?,2015-02-01
9265,9265,9268,QJE,The Geography of Interstate Resource Wars,2015-02-01
9266,9266,9269,QJE,Patents and Cumulative Innovation: Causal Evidence from the Courts,2015-02-01
9267,9267,9270,QJE,The Psychological Effect of Weather on Car Purchases,2015-02-01
9268,9268,9271,QJE,Optimal Regulation in the Presence of Reputation Concerns,2015-02-01
9269,9269,9272,QJE,The Impact of Housing Assistance on Child Outcomes: Evidence from a Randomized Housing Lottery,2015-02-01
9270,9270,9273,JPE,Estimating the Cream Skimming Effect of School Choice,2015-04-01
9271,9271,9274,JPE,Aligning Learning Incentives of Students and Teachers: Results from a Social Experiment in Mexican High Schools,2015-04-01
9272,9272,9275,JPE,A Flying Start? Maternity Leave Benefits and Long-Run Outcomes of Children,2015-04-01
9273,9273,9276,JPE,The Generalized Roy Model and the Cost-Benefit Analysis of Social Programs,2015-04-01
9274,9274,9277,JPE,Linear Social Interactions Models,2015-04-01
9275,9275,9278,JPE,How Effective Is the Minimum Wage at Supporting the Poor?,2015-04-01
9276,9276,9279,ECA,"Voting Technology, Political Responsiveness, and Infant Health: Evidence From Brazil",2015-03-01
9277,9277,9280,ECA,How Is Power Shared in Africa?,2015-03-01
9278,9278,9281,ECA,Democratization Under the Threat of Revolution: Evidence From the Great Reform Act of 1832,2015-03-01
9279,9279,9282,ECA,Sentiments and Aggregate Demand Fluctuations,2015-03-01
9280,9280,9283,ECA,Time Horizon and Cooperation in Continuous Time,2015-03-01
9281,9281,9284,ECA,Dynamic Logit With Choice Aversion,2015-03-01
9282,9282,9285,ECA,Cautious Expected Utility and the Certainty Effect,2015-03-01
9283,9283,9286,ECA,A Polynomial Optimization Approach to Principal–Agent Problems,2015-03-01
9284,9284,9287,ECA,Nearly Optimal Tests When a Nuisance Parameter Is Present Under the Null Hypothesis,2015-03-01
9285,9285,9288,ECA,Bootstrap Testing of Hypotheses on Co-Integration Relations in Vector Autoregressive Models,2015-03-01
9286,9286,9289,ECA,Nonparametric Welfare Analysis for Discrete Choice,2015-03-01
9287,9287,9290,QJE,"Aggregate Demand, Idle Time, and Unemployment",2015-05-01
9288,9288,9291,QJE,Gender Identity and Relative Income within Households,2015-05-01
9289,9289,9292,QJE,Does Religion Affect Economic Growth and Happiness? Evidence from Ramadan,2015-05-01
9290,9290,9293,QJE,Comparative Advantage and Optimal Trade Policy,2015-05-01
9291,9291,9294,QJE,Education and Human Capital Externalities: Evidence from Colonial Benin,2015-05-01
9292,9292,9295,QJE,"Juvenile Incarceration, Human Capital, and Future Crime: Evidence from Randomly Assigned Judges",2015-05-01
9293,9293,9296,QJE,The Value of Hiring through Employee Referrals,2015-05-01
9294,9294,9297,QJE,The Response of Drug Expenditure to Nonlinear Contract Design: Evidence from Medicare Part D,2015-05-01
9295,9295,9298,QJE,Spending-Biased Legislators: Discipline Through Disagreement,2015-05-01
9296,9296,9299,QJE,Experimentation in Federal Systems,2015-05-01
9297,9297,9300,P&P,Behavioral Economics and Public Policy: A Pragmatic Perspective,2015-05-01
9298,9298,9301,P&P,Capital and Wealth in the Twenty-First Century,2015-05-01
9299,9299,9302,P&P,Capital Taxation in the Twenty-First Century,2015-05-01
9300,9300,9303,P&P,"Yes, r > g. So What?",2015-05-01
9301,9301,9304,P&P,About Capital in the Twenty-First Century,2015-05-01
9302,9302,9305,P&P,Secular Stagnation: A Supply-Side View,2015-05-01
9303,9303,9306,P&P,Demand Side Secular Stagnation,2015-05-01
9304,9304,9307,P&P,Secular Stagnation: The Long View,2015-05-01
9305,9305,9308,P&P,Gary Becker as Teacher,2015-05-01
9306,9306,9309,P&P,Gary Becker: Model Economic Scientist,2015-05-01
9307,9307,9310,P&P,Gary Becker's Impact on Economics and Policy,2015-05-01
9308,9308,9311,P&P,Human Capital and Growth,2015-05-01
9309,9309,9312,P&P,Mathiness in the Theory of Economic Growth,2015-05-01
9310,9310,9313,P&P,Lessons from Schumpeterian Growth Theory,2015-05-01
9311,9311,9314,P&P,Globalization and Growth,2015-05-01
9312,9312,9315,P&P,Messaging and the Mandate: The Impact of Consumer Experience on Health Insurance Enrollment through Exchanges,2015-05-01
9313,9313,9316,P&P,Narrow Networks on the Health Insurance Exchanges: What Do They Look Like and How Do They Affect Pricing? A Case Study of Texas,2015-05-01
9314,9314,9317,P&P,Measuring Consumer Valuation of Limited Provider Networks,2015-05-01
9315,9315,9318,P&P,The Impact of Market Size and Composition on Health Insurance Premiums: Evidence from the First Year of the Affordable Care Act,2015-05-01
9316,9316,9319,P&P,"The Effect of Unemployment Benefits on the Duration of Unemployment Insurance Receipt: New Evidence from a Regression Kink Design in Missouri, 2003-2013",2015-05-01
9317,9317,9320,P&P,Veterans' Labor Force Participation: What Role Does the VA's Disability Compensation Program Play?,2015-05-01
9318,9318,9321,P&P,"Earnings, Disposable Income, and Consumption of Allowed and Rejected Disability Insurance Applicants",2015-05-01
9319,9319,9322,P&P,Recall Expectations and Duration Dependence,2015-05-01
9320,9320,9323,P&P,The Great Recession and Credit Trends across Income Groups,2015-05-01
9321,9321,9324,P&P,Heterogeneity in the Impact of Economic Cycles and the Great Recession: Effects within and across the Income Distribution,2015-05-01
9322,9322,9325,P&P,Changes in Safety Net Use during the Great Recession,2015-05-01
9323,9323,9326,P&P,"Living Arrangements, Doubling Up, and the Great Recession: Was This Time Different?",2015-05-01
9324,9324,9327,P&P,The Effect of Extended Unemployment Insurance Benefits: Evidence from the 2012-2013 Phase-Out,2015-05-01
9325,9325,9328,P&P,Disability Insurance and the Great Recession,2015-05-01
9326,9326,9329,P&P,Deconstructing the Energy-Efficiency Gap: Conceptual Frameworks and Evidence,2015-05-01
9327,9327,9330,P&P,Tagging and Targeting of Energy Efficiency Subsidies,2015-05-01
9328,9328,9331,P&P,Limited Attention and the Residential Energy Efficiency Gap,2015-05-01
9329,9329,9332,P&P,Individual Time Preferences and Energy Efficiency,2015-05-01
9330,9330,9333,P&P,Are the Non-monetary Costs of Energy Efficiency Investments Large? Understanding Low Take-Up of a Free Energy Efficiency Program,2015-05-01
9331,9331,9334,P&P,Immigration Enforcement and Crime,2015-05-01
9332,9332,9335,P&P,Effects of Immigrant Legalization on Crime,2015-05-01
9333,9333,9336,P&P,The Criminal Justice Response to Policy Interventions: Evidence from Immigration Reform,2015-05-01
9334,9334,9337,P&P,The Long-Run Effect of Mexican Immigration on Crime in US Cities: Evidence from Variation in Mexican Fertility Rates,2015-05-01
9335,9335,9338,P&P,"Growth, Pollution, and Life Expectancy: China from 1991-2012",2015-05-01
9336,9336,9339,P&P,"Satellites, Self-Reports, and Submersion: Exposure to Floods in Bangladesh",2015-05-01
9337,9337,9340,P&P,Pay as You Go: Prepaid Metering and Electricity Expenditures in South Africa,2015-05-01
9338,9338,9341,P&P,Moving Up the Energy Ladder: The Effect of an Increase in Economic Well-Being on the Fuel Consumption Choices of the Poor in India,2015-05-01
9339,9339,9342,P&P,"Convergence in Adaptation to Climate Change: Evidence from High Temperatures and Mortality, 1900-2004",2015-05-01
9340,9340,9343,P&P,"Geography, Depreciation, and Growth",2015-05-01
9341,9341,9344,P&P,Tropical Economics,2015-05-01
9342,9342,9345,P&P,Federal Crop Insurance and the Disincentive to Adapt to Extreme Heat,2015-05-01
9343,9343,9346,P&P,Why Don't Present-Biased Agents Make Commitments?,2015-05-01
9344,9344,9347,P&P,Present Bias: Lessons Learned and to Be Learned,2015-05-01
9345,9345,9348,P&P,Judging Experimental Evidence on Dynamic Inconsistency,2015-05-01
9346,9346,9349,P&P,"Loyalty, Exit, and Enforcement: Evidence from a Kenya Dairy Cooperative",2015-05-01
9347,9347,9350,P&P,Ex Post (In) Efficient Negotiation and Breakdown of Trade,2015-05-01
9348,9348,9351,P&P,The Catch-22 of External Validity in the Context of Constraints to Firm Growth,2015-05-01
9349,9349,9352,P&P,The Market for Training Services: A Demand Experiment with Bangladeshi Garment Factories,2015-05-01
9350,9350,9353,P&P,"Lending Booms, Smart Bankers, and Financial Crises",2015-05-01
9351,9351,9354,P&P,Neglected Risks: The Psychology of Financial Crises,2015-05-01
9352,9352,9355,P&P,"Do Strict Capital Requirements Raise the Cost of Capital? Bank Regulation, Capital Structure, and the Low-Risk Anomaly",2015-05-01
9353,9353,9356,P&P,Does a Bank's History Affect Its Risk-Taking?,2015-05-01
9354,9354,9357,P&P,"Why Do Firms Have ""Purpose""? The Firm's Role as a Carrier of Identity and Reputation",2015-05-01
