index,InstID,InstName
1976,79,Martin School of Public Policy
1977,35,Owen Graduate School of Management
1978,222,"Queen’s University, Kingston"
1979,114,Rutgers Business School
1980,175,Saïd Business School
1981,10,The A. G. Anderson Graduate School of Management
1982,10,The Anderson School
1983,163,The Jerome Levy Institute
1984,176,Trinity College
1985,588,U.S. Census Bureau
1986,106,UCSC
1987,244,UWA Business School
1988,477,Universidad Toncuato di Tella
1989,11,University of California Energy Institute
1990,364,University of Maastricht
1991,59,Wallace E. Carroll School of Management
1992,53,Weatherhead School of Management
1993,4,Woodrow Wilson School
1994,4,Woodrow Wilson School of Public and International Affairs
1995,521,Bureau for Research in Economic Analysis and Development
1996,14,Ford School of Public Policy
1997,367,"Free University, Amsterdam"
1998,355,Free University of Berlin
1999,79,Gatton College of Business and Economics
2000,21,H. John Heinz III School of Public Policy and Management
2001,249,Institut D’Economie Industrielle
2002,512,Institut d’Analisi Economica
2003,526,National Fund for Scientific Research (Belgium)
2004,4,Bendheim Center for Finance
2005,283,Campus UAB
2006,269,Catholic Faculties of Mons and Lille
2007,321,Ecole des Haute Etudes Commerciales
2008,367,Free University Amsterdam
2009,249,Institut d’Economie Industrielle
2010,247,Centre d’Enseignement et de Recherche en Analyse Socioéconomique
2011,306,ThEMA
2012,469,SUFE
2013,337,SITE
2014,502,LEERNA
2015,250,IEP Paris
2016,249,Groupe de Recherche en Économic Mathématique et Quantitative
2017,548,European Center for Advanced Research in Economics and Statistics
2018,485,EESP-FGVSP
2019,486,Centro de Investigación Económica
2020,66,Hunter College
2021,364,International Institute of Infonomics
2022,319,Universidad del Páıs Vasco
2023,675,Economic Analysis LLC
2024,688,American Express
2025,689,Asian Development Bank
2026,690,"Brevan Howard, Inc."
2027,691,Center for Global Development
2028,692,Bank of Ireland
2029,693,Clark U
2030,694,Etro Consulting
2031,695,U Metz
2032,696,Gianinni Foundation
2033,697,Institut de Recherches Economiques et Sociales
2034,698,"Institute for Advanced Study, Princeton"
2035,699,Jawaharlal Nehru University
2036,700,U Leeds
2037,701,Louisiana State U
2038,702,NERA Economic Consulting
2039,703,Public Policy Institute of California
2040,704,School Board of Alachua County
2041,705,U Crete
2042,706,U New Mexico
2043,707,"U Québec, Rimouski"
2044,708,U Naples Federico II
2045,709,Wuhan U
2046,710,Yahoo!
2047,688,American Express—TRS
2048,692,Central Bank and Financial Services Authority of Ireland
2049,693,Clark University
2050,695,GAME (Université de Metz)
2051,697,IRES
2052,699,Jawaharlal Nehru U
2053,700,Leeds University Business School
2054,700,University of Leeds
2055,701,Louisiana State University
2056,702,National Economic Research Associates
2057,705,University of Crete
2058,706,University of New Mexico
2059,707,University of Quebec at Rimouski
2060,708,Università di Napoli Federico II
2061,709,Wuhan University
2062,710,Yahoo! Research
2063,711,Centre de recherches de la Banque de France
2064,711,Banque de France
2065,249,GREMAQ (UMR 5604 CNRS)
2066,249,GREMAQ (UMR 5603 CNRS)
2067,247,DELTA (a joint CNRS-EHESS-ENS research unit)
2068,262,EHESS-DELTA
2069,247,Paris-Jourdan Science Economiques (UMR CNRS-EHESS-ENS-ENPC)
2070,247,CERAS (URA 2036 CNRS)
2071,247,CERAS-ENPC
2072,169,CEP
2073,247,ENS
2074,686,no current affiliation
2075,2,Harvard university
2076,712,Bates College
2077,713,University of Wyoming
2078,714,University of Hawaii at Manoa
2079,3,university of chicago
2080,295,University of Torino
2081,30,University of North Carolina at Chapel Hill
2082,9,"Barnard College, Columbia University"
2083,258,Centro de Estudios Monetarios y Financieros (CEMFI)
2084,9,Columia University
2085,362,World Trade Institute
2086,316,Università di Brescia
2087,136,Binghamton University
2088,617,federal Reserve Bank of Minneapolis
2089,49,Indiana University Purdue University Indianapolis
2090,717,École Nationale Supérieure des Mines de Paris
2091,717,MINES ParisTech
2092,717,ENSMP
2093,717,Mines Paris
2094,717,les Mines
2095,717,Centre for Industrial Economics
2096,718,U Rennes
2097,718,Université de Rennes
2098,718,University of Rennes 1
2099,718,CREFAUR
2100,718,Centre de Recherche en Économie et Finance Appliquées
2101,252,Centre de Recerca in Economia Internacional
2102,562,Centre Interuniversitaire de Recherche en Analyse des Organisation
2103,719,KTH Royal Institute of Technology
2104,12,University of Wisconsin–Madison
2105,720,Central Michigan University
2106,20,UCSD
2107,721,Capital University of Economics and Business
2108,722,Sun Yat-sen University
2109,722,Zhongshan University
2110,553,CeMMaP
2111,41,Stony Brook University
2112,723,Economists Inc.
2113,175,Oxford
2114,644,Goldman Sachs International
2115,283,Universidad Autonoma de Barcelona
2116,411,Hebrew University
2117,219,Université de Montreal
2118,62,University of Colorado Boulder
2119,247,G.R.E.Q.E.-E.H.E.S.S.
2120,370,Groningen University
2121,613,Central Bureau of Statistics Norway
2122,109,The College of William and Mary
2123,44,The University of Texas
2124,49,Indiana University-Purdue University at Indianapolis
2125,12,University of Wisconsin-Madison
2126,36,University of California Davis
2127,92,University of Missouri-Columbia
2128,30,University of North Carolina Chapel Hill
2129,12,University of Wisconsin Madison
2130,106,University of California Santa Cruz
2131,279,Université Geneve
2132,231,Université du Quebec a Montreal
2133,15,Rochester University
2134,315,University di Padova
2135,413,Technion-Israel Institute of Technology
2136,598,Congressional Budget Office US Congress
2137,617,Board of Governors Federal Reserve System
2138,247,C.E.R.A.S.-E.N.P.C
2139,411,The Hebrew University of Jerusalem
2140,301,Istituto Universitario Navale
2141,2,Harvard Society of Fellows
2142,316,Universita di Brescia
2143,617,The Federal Reserve Bank of St. Louis
2144,49,Indiana University Bloomington
2145,5,Stanford Law School
2146,41,SUNY Stony Brook
2147,114,Rutgers-The State University
2148,283,Universitat Autonòma de Barcelona
2149,340,Universitat Bonn
2150,319,Universidad del Pais Vasco
2151,268,Technische Universitat Wien
2152,268,Technical University of Vienna
2153,413,Technion-Israel Institute
2154,130,State University of New York Buffalo
2155,41,State University of New York Stony Brook
2156,41,SUNY at Buffalo
2157,180,Southampton University
2158,478,Pontifica Universidade Catolica
2159,340,Universität Bonn
2160,279,Université de Geneve
2161,279,Université de Genève
2162,171,Birkbeck College
2163,171,Birkbeck College University of London
2164,264,Université Paris I
2165,264,Université de Paris I
2166,288,Université de Paris IX Dauphine
2167,32,Washington University St. Louis
2168,247,École Normale Supérieure
2169,544,W. E. Upjohn Institute for Employment Research
2170,367,Vrije Universiteit
2171,28,Virginia Tech.
2172,28,Virginia Polytechnic Institute & State University
2173,28,VPI&SU
2174,249,Université des Sciences Sociales Toulouse
2175,261,Université d'Aix Marseille
2176,380,Universität Regensburg
2177,725,Yeshiva University
2178,724,Flinders University of South Australia
2179,726,Yamagata University
2180,727,Xerox Corp.
2181,728,Whitman College
2182,729,Western Michigan University
2183,730,Westat Incorporated
2184,731,Wells Fargo Bank
2185,732,Washington State University
2186,733,Université de Fribourg
2187,734,Université Paris XII
2188,529,Vienna Institute for Advanced Studies
2189,391,Universität Karlsruhe
2190,418,University of the Negev
2191,346,University of Uppsala
2192,26,University of Washington Seattle
2193,44,University of Texas Austin
2194,425,University of Singapore
2195,115,University of Santa Clara
2196,376,University of Nijmegen
2197,735,Virginia Military Institute
2198,736,Vector Research
2199,737,University of the Philippines
2200,738,University of Wisconsin-Milwaukee
2201,739,University of Texas at Dallas
2202,740,University of Ottawa
2203,741,University of Orleans
2204,742,University of North Carolina at Greensboro
2205,743,University of New Orleans
2206,744,University of Nevada Reno
2207,92,University of Missouri Columbia
2208,39,University of Massachusetts at Amherst
2209,39,University of Massachusetts Amherst
2210,18,University of Maryland College Park
2211,363,University of Lund
2212,269,University of Louvain
2213,168,University of Kent at Canterbury
2214,29,University of Illinois at Urbana-Champaign
2215,29,University of Illinois at Urbana
2216,29,University of Illinois Urbana-Champaign
2217,29,University of Illinois Champaign-Urbana
2218,55,University of Houston-University Park
2219,745,University of Missouri-St. Louis
2220,746,University of Missouri Rolla
2221,747,University of Massachusetts Boston
2222,748,University of Malaya
2223,749,University of Louisville
2224,750,University of Limburg
2225,751,University of Kagawa
2226,752,University of Jodhpur
2227,753,University of Islamabad
2228,754,University of Illinois-Chicago Circle
2229,755,University of Hull
2230,754,University of Illinois at Chicago Circle
2231,754,University of Illinois at Chicago
2232,414,University of Haifa
2233,402,University of Goteborg
2234,43,University of Florida Gainesville
2235,42,University of California-Santa Barbara
2236,105,University of California at Irvine
2237,85,University of California Riverside
2238,105,University of California Irvine
2239,11,University of California
2240,366,University of Bielefeld
2241,756,University of Giessen
2242,757,TU Dortmund University
2243,757,University of Dortmund
2244,758,University of Cincinnati
2245,759,University of Mumbai
2246,759,University of Bombay
2247,346,University Institute of Statistics Uppsala
2248,349,University Institute of Economics Oslo
2249,202,University College Cardiff
2250,253,Universiteit van Amsterdam
2251,378,Universitat Konstanz
2252,391,Universitat Karlsruhe
2253,757,Universitat Dortmund
2254,601,United States Department of Justice
2255,671,"United Energy Resources, Inc."
2256,530,The Urban Institute
2257,760,University of Adelaide
2258,761,University of Wales
2259,761,University College of Wales
2260,763,University of Hannover
2261,763,Universitat Hannover
2262,764,Pontifical Catholic University of Argentina
2263,764,Universidad Catolica Argentina
2264,765,Universidad Autónoma de Madrid
2265,766,US Government Accountability Office
2266,766,United States General Accounting Office
2267,767,US Department of Agriculture
2268,767,United States Department of Agriculture
2269,768,UNCTAD
2270,768,United Nations Conference on Trade and Development
2271,769,Russian Academy of Sciences
2272,769,USSR Academy of Sciences
2273,770,US Department of State
2274,771,US Department of Housing and Urban Development
2275,772,Trans World Oil
2276,773,University of Toyama
2277,773,Toyama University
2278,774,Tokyo Metropolitan University
2279,775,Tokyo Institute of Technology
2280,776,Tokyo College of Economics
2281,777,Tohoku University
2282,22,The Johns Hopkins University
2283,394,Swiss Federal Institute of Technology (ETH)
2284,454,State Statistical Bureau Calcutta
2285,371,State Agricultural University The Netherlands
2286,224,Sir George Williams University
2287,778,Thammasat University
2288,778,Thammasart University
2289,779,Texas Tech University
2290,780,Temple University
2291,781,Technical University of Varna
2292,781,Technical University-Varna
2293,782,Tamkang University
2294,783,Hanken School of Economics
2295,783,Swedish School of Economics and Business Administration
2296,784,Swedish Employers Association
2297,784,Svenska Arbetsgivarefiireningen
2298,785,Southern Illinois University Edwardsville
2299,786,Southern Illinois University
2300,787,Southern Connecticut State College
2301,788,SEDES
2302,788,Société d'études pour le développement économique et social
2303,783,Swedish School of Economics and Business Administration Helsinki
2304,304,Rome University
2305,518,"Resources for the Future, Inc."
2306,633,Reserve Bank of India
2307,222,Queen's University
2308,288,Paris IX University
2309,440,Otaru University of Commerce
2310,50,North Carolina State College
2311,50,North Carolina State
2312,351,Netherlands School of Economics
2313,643,Morgan Stanley & Company
2314,678,McKinsey and Co.
2315,637,"Mathematica, Princeton"
2316,1,M.I.T.
2317,789,Seikei University
2318,790,National Oceanic and Atmospheric Administration
2319,790,NOAA
2320,790,US Environmental Science Services Administration
2321,790,ESSA
2322,791,San Diego State University
2323,792,Salomon Inc.
2324,792,Salomon Brothers Inc.
2325,793,Saitama University
2326,794,SRI International
2327,795,Resource Management Corporation
2328,796,Research Analysis Corporation
2329,797,"Queens College, City University of New York"
2330,797,Queens College of the City University of New York
2331,798,Philadelphia Research Associates
2332,799,Shiraz University
2333,799,Pahlavi University
2334,800,Osaka Sangyo University
2335,801,Oregon State University
2336,802,Old Dominion University
2337,803,Office of Management and Budget
2338,804,Ministerio de Desarrollo Social de Chile
2339,804,Oficina de Planificación Nacional de Chile
2340,804,ODEPLAN
2341,804,MIDEPLAN
2342,805,Nippon Software Company
2343,806,New Zealand Institute of Economic Research
2344,807,New Mexico State University
2345,808,Statistics Netherlands
2346,808,Netherlands Central Bureau of Statistics
2347,809,Naval Postgraduate School
2348,810,"Ministry of Agriculture, Forestry and Fisheries, Japan"
2349,810,National Research Institute of Agricultural Economics
2350,811,Hungarian National Planning Office
2351,811,National Planning Office Budapest
2352,812,Hungarian National Management Development Center
2353,812,National Management Development Center Hungary
2354,813,National Institute of Economic and Social Research
2355,814,National Council on Compensation Insurance
2356,815,"Ministry of Finance, Chile"
2357,815,Ministry of Finance Chile
2358,816,"Ministry of Agriculture, Israel"
2359,816,Ministry of Agriculture Israel
2360,817,"Ministry of Finance, France"
2361,817,Ministere de l'Industrie Paris
2362,818,"Miller, Anderson & Sherrerd"
2363,819,Miami University
2364,820,Medical Research Council
2365,820,Medical Research Council Centre
2366,821,Williamson Magor
2367,821,"McNeil Barry, Ltd."
2368,822,Maynooth College
2369,823,Koninklijke Philips N.V.
2370,823,MBLE Research Laboratory
2371,800,Osaka Industrial University
2372,343,Ludwig-Maximilians-Universität
2373,350,Leyden University
2374,272,Laboratoire d'Econométrie de l'Ecole Polytechnique
2375,272,Laboratoire d'Econometrie de l'Ecole Polytechnique
2376,498,Laboratoire d'Economie Industrielle
2377,554,LEQAM
2378,464,Kobe University of Commerce
2379,517,Kiel Institute of World Economics
2380,277,Katholieke Universiteit te Leuven
2381,37,Iowa State University of Science and Technology
2382,37,Iowa State College
2383,356,International Institute of Management Berlin
2384,351,International Center for Management Science in Rotterdam
2385,824,Lucknow University
2386,825,Los Alamos National Laboratory
2387,826,"Lincoln University, New Zealand"
2388,826,"Lincoln College, New Zealand"
2389,827,Université Lille 1
2390,827,Lille 1 University
2391,828,University of Liège
2392,828,Liege University
2393,829,Library of Congress
2394,830,Lawrence University
2395,831,Consiglio Nazionale delle Ricerche
2396,831,Laboratorio di Cibernetica e Biofisica di Camogli
2397,832,La Trobe University
2398,833,Kurukshetra University
2399,833,Kuruckshetra University
2400,834,Korea University
2401,272,Laboratoire d'Econometrie de L'Ecole Polytechnique
2402,578,International Bank for Reconstruction and Development
2403,811,Institute of Planning Hungary
2404,835,IBM
2405,835,International Business Machines Corporation
2406,835,IBM Corporation
2407,836,"National Institute of Statistics, Spain"
2408,836,Instituto Nacional de Estadistica Spain
2409,837,Hungarian Institute for Economic and Market Research
2410,837,Institute for Economic and Market Research Hungary
2411,187,the University of Birmingham
2412,261,Université d'Aix-Marseille II
2413,261,Université d'Aix-Marseille III
2414,264,Université Paris I Panthéon-Sorbonne
2415,288,Université Paris IX Dauphine
2416,278,Università di Bologna
2417,264,University of Paris I
2418,754,University of Illinois Chicago
2419,43,University of Florida at Gainesville
2420,274,Universidad de Navarra
2421,269,The Catholic University of Louvain
2422,540,The Canadian Institute for Advanced Research
2423,14,Survey Research Center
2424,114,Rutgers The State University
2425,600,Office of Secretary of Defense
2426,220,Norman Paterson School of International Affairs
2427,3,National Opinion Research Center
2428,576,Maurice Falk Institute for Economic Research in Israel
2429,37,Iowa State University Ames
2430,477,Instituto Torcuato Di Tella
2431,397,"Institut für Wirtschaftswissenschaften, Kiel University"
2432,251,Institut Universitaire de Hautes Etudes Internationales
2433,372,Innsbruck University
2434,49,IUPUI
2435,532,IPEA/INPES
2436,274,IESE
2437,301,I.U.N.
2438,411,Hebrew University Jerusale
2439,251,Graduate Institute of International Studies
2440,644,Goldman Sachs and Company
2441,52,Georgetown University Law Center
2442,554,GREQE
2443,411,Hebrew University Jerusalem
2444,355,Freie Universitat Berlin
2445,496,Fondazione L. Einaudi
2446,382,Fernuniversitaet Hagen
2447,617,Federal Reserve System
2448,617,Federal Reserve Board Washington DC
2449,617,Federal Reserve Bank of St. Louis
2450,617,Federal Reserve Bank of Kansas City
2451,617,Federal Energy Administration
2452,576,Falk Project for Economic Research in Israel
2453,266,Facultes Universitaires Notre-Dame de la Paix
2454,3,Economics Research Center/NORC
2455,247,Ecole Normale Superieure
2456,717,Ecole Nationale Superieure des Mines
2457,717,Ecole Nationale Supérieure des Mines de Paris
2458,247,E.N.P.C.
2459,247,ENPC
2460,817,Direction de la Prevision
2461,817,Direction de la Prévision
2462,462,Delhi University
2463,462,Delhi School of Economics
2464,6,Cowles Foundation for Research in Economics
2465,589,Council of Economic Advisors
2466,512,Consejo Superior de Investigaciones Cientificas
2467,670,Citicorp
2468,503,Centre d'Etudes Prospectives d'Economie Mathématique Appliques a la Planification
2469,247,Centre d'Enseignement et de Recherche en Analyse Socioéconomique
2470,269,Center for Operations Research and Economics
2471,5,Center for Advanced Study in the Behavioral Sciences
2472,21,Carnegie Institute of Technology
2473,174,Cambridge
2474,288,CEREMADE
2475,261,CERAMMISE
2476,288,CAR
2477,193,Bristol University
2478,759,Bombay University
2479,418,Ben Gurion University
2480,647,Bellcore
2481,647,"Bell Telephone Laboratories, Inc."
2482,647,Bell Telephone Laboratories
2483,647,Bell Laboratories Inc.
2484,647,"Bell Communications Research, Inc."
2485,647,AT&T Bell Laboratories
2486,66,Baruch College City University of New York
2487,408,Athens Graduate School of Economics and Business Studies
2488,487,IMPA
2489,554,G.R.E.Q.E.
2490,264,Faculte de Droit et des Sciences Economiques de Paris
2491,351,"Econometric Institute, Rotterdam"
2492,261,CEFI
2493,398,Bogazici University
2494,838,Research Institute of the Finnish Economy
2495,839,Reserve Bank of Australia
2496,840,Ruppin Academic Center
2497,840,Ruppin Institute
2498,841,United Nations
2499,842,"University of Alaska, Fairbanks"
2500,843,Paris Institute of Statistics
2501,843,Institut de Statistique de l'Université de Paris
2502,844,Illinois State University
2503,845,Hungarian Central Statistical Office
2504,846,Hong Kong Baptist College
2505,847,Hirosaki University
2506,848,"Hastings-Raydist, Inc."
2507,849,Hanford Site
2508,849,Hanford Laboratories Operation
2509,849,HEW
2510,850,General Motors Corporation
2511,851,General Electric Company
2512,851,GTE Laboratories
2513,852,Frostburg State University
2514,853,First Interstate Bancorp
2515,854,"Federal Competition Commission, Mexico"
2516,854,Federal Competition Commission in Mexico
2517,854,Comisión Federal de Competencia
2518,855,"Saint-Louis University, Brussels"
2519,855,Facultes Universitaires Saint-Louis
2520,856,Japan Bank for International Cooperation
2521,856,Export-Import Bank of Japan
2522,857,European Commission
2523,858,Brazilian Agricultural Research Corporation
2524,858,Embrapa
2525,858,EMBRAPA
2526,859,Electricité de France
2527,860,Electric Power Research Institute
2528,861,"Economic and Social Research Institute, Dublin"
2529,861,Economic Research Institute Dublin
2530,862,ENSAE ParisTech
2531,862,Ecole Nationale de la Statistique et de l'Administration Economique
2532,862,Ecole Nationale de la Statistique de l'Administration Economique
2533,862,ENSAE
2534,862,École nationale de la statistique et de l'administration économique
2535,863,"Dynamics Associates, Inc."
2536,864,Douglas Aircraft Company
2537,865,Development Research Center of the State Council
2538,865,Development Research Center Beijing
2539,866,"Department of Agriculture, Australia"
2540,866,Department of Agriculture and Rural Affairs Australia
2541,867,DePaul University
2542,868,"Data Resources, Incorporated"
2543,869,Czech Technical University
2544,870,US Congressional Research Service
2545,870,Congressional Research Service
2546,871,"President's Committee of Economic Advisors, Mexico"
2547,871,Committee of Economic Advisors to the President of Mexico
2548,872,University of St. Thomas
2549,872,College of St. Thomas
2550,873,Clarion University of Pennsylvania
2551,873,Clarion State College
2552,874,London Metropolitan University
2553,874,London Guildhall University
2554,874,City of London Polytechnic
2555,875,Christopher Newport College
2556,876,Chr. Michelsen Institute
2557,877,Chinese University of Hong Kong
2558,878,Chicago Mercantile Exchange
2559,879,Chiba University
2560,880,University of CEMA
2561,880,Centro de Estudios Macroeconomicos de Argentina
2562,881,"Ministry of Economic Affairs, the Netherlands"
2563,881,"Central Planning Bureau, the Netherlands"
2564,881,Central Planning Bureau The Hague
2565,881,CPB Netherlands Bureau for Economic Policy
2566,882,Center of Planning and Economic Research
2567,882,"Center of Planning and Economic Research, Greece"
2568,883,Carleton College
2569,884,Canisius College
2570,885,Canadian National Railway
2571,885,Canadian National Railways
2572,886,"California State University, Northridge"
2573,886,California State University Northridge
2574,887,"California State University, Chico"
2575,887,California State University Chico
2576,888,Cairo University
2577,889,Bryn Mawr College
2578,890,Bowdoin College
2579,891,Bentley University
2580,891,Bentley College
2581,892,Bank of Greece
2582,893,Bank of America
2583,894,Bank of Iran
2584,894,Bank Markazi Iran
2585,895,Aoyama Gakuin University
2586,896,Antioch College
2587,897,Air Force Institute of Technology
2588,898,Aichi University
2589,899,"Bureau of Agricultural Research, the Philippines"
2590,899,Agricultural Development Council the Philippines
2591,899,"Agricultural Development Council, the Philippines"
2592,900,Air Force Research Laboratory
2593,900,"Aerospace Research Laboratories, Wright-Patterson AFB"
2594,901,Acadia University
2595,902,"Abt Associates, Inc."
2596,903,"A.B. Laffer Associates, Inc."
2597,903,A. B. Laffer Associates
2598,904,Griffith University
2599,905,Chicago Metropolitan Agency for Planning
2600,905,Chicago Area Transportation Study
2601,906,Phatra Securities
2602,906,"Phatra Securities Public Company Limited, Bangkok"
2603,12,University of Wisconsin at Madison
2604,1,"Sloan School of Management, MIT"
2605,1,Jpal
2606,907,E2e
2607,907,E2E
2608,10,Ucla
2609,215,Vancouver School of Economics
2610,10,UCLA Anderson School of Management
2611,526,FWO
2612,500,Wzb Berlin Social Science Center
2613,248,Barcelona Gse
2614,564,Icrea-Barcelona Institute of Political Economy and Governance
2615,14,University of Michigan Law School
2616,511,Institute for Defense Analysis
2617,908,Logistics Management Institute
2618,909,CSIRO
2619,909,C.S.I.R.O.
2620,213,"Scarborough College, University of Toronto"
2621,910,University of Mons
2622,910,Université de Mons-Hainaut
2623,249,Université Toulouse I
2624,911,Universidad de Salamanca
2625,912,Utah State University
2626,27,"Michigan State University, East Lansing"
2627,299,Paris X-Nanterre University
2628,411,The Hebrew University
2629,299,Université de Paris X-Nanterre
2630,231,Université du Quebec à Montreal
2631,615,Bureau Federal de la Statistique (Canada)
2632,247,C.E.R.A.S.
2633,613,Central Bureau of Statistics of Norway
2634,47,Claremont Graduate School
2635,9,Columbia University in the City of New York
2636,351,"Erasmus University, Rotterdam"
2637,43,Florida University
2638,501,I.N.S.E.E.
2639,272,Laboratoire d'Econometric de l'Ecole Polytechnique
2640,175,"Nuffield College, Oxford"
2641,264,Paris-I University
2642,174,"St. Johns College, University of Cambridge"
2643,57,The George Washington University
2644,698,"The Institute for Advanced Study, Princeton"
2645,351,The Netherlands School of Economics
2646,48,The Pennsylvania State University
2647,3,The University of Chicago
2648,55,The University of Houston
2649,25,The University of Virginia
2650,174,"Trinity College, Cambridge"
2651,294,University of Alicante
2652,106,University of California at Santa Cruz
2653,350,University of Leiden
2654,101,University of Minnesota at Minneapolis
2655,101,"University of Minnesota, Minneapolis"
2656,44,"University of Texas, Austin"
2657,315,Università di Padova
2658,32,"Washington University, St. Louis"
2659,6,Yale School of Organization and Management
2660,769,CEMI
2661,264,CERMSEM
2662,487,Conselho Nacional de Desenvolvimento Cientifico e Tecnologico
2663,354,"Institut für Statistik, Vienna"
2664,354,"Institute for Statistics and Mathematics, Vienna"
2665,348,"Institut für Statistik und Ökonometrie, Basel"
2666,344,"Institute of Mathematical Statistics, Copenhagen"
2667,9,Program on Information and Resources
2668,175,"St. John's College, Oxford"
2669,140,"State University of New York, Albany"
2670,41,"State University of New York, Buffalo"
2671,914,Tokyo International University
2672,915,University of Windsor
2673,916,Ramo-Wooldridge Corporation
2674,917,Jesuits at Wernersville
2675,918,Polish Academy of Sciences
2676,919,MathSoft Inc.
2677,920,Kenan Systems Corp.
2678,921,Educational Testing Service
2679,287,University of Madrid
2680,922,Cieplan
2681,923,FEDEA
2682,769,"Central Economical and Mathematical Institute, Moscow"
2683,219,Centre de Recherche et Developpement en Economique
2684,219,Centre de Recherche et Développement en Economique
2685,502,ESR-INRA
2686,512,Institut d'Analisi Economica
2687,486,Instituto Tecnologico Autonomo de Mexico
2688,272,Laboratoire d'Econometrie de I'Ecole Polytechnique
2689,494,National Bureau of Economics Research
2690,249,Toulouse I
2691,306,University of Cergy-Pontois
2692,923,F.E.D.E.A.
2693,502,INRA-ESR
2694,924,Southern University
2695,925,University College of Southeast Norway
2696,925,Telemark Regional College
2697,14,"University of Michigan, Ann Arbor"
2698,173,Essex University
2699,200,Manchester Business School
2700,739,University of Texas Dallas
2701,247,PSE-Jourdan
2702,6,Yale Law School
2703,52,Georgetown Law Center
2704,271,Université de Lausanne
2705,48,Penn State University
2706,2,Harvard Medical School
2707,517,IfW
2708,658,Microsoft Research
2709,44,University of Texas-Austin
2710,249,Université Toulouse 1 Capitole
2711,249,Toulouse School of Economics (TSE)
2712,430,The University of Tokyo
2713,86,"University of Oregon, Eugene"
2714,45,"University of Iowa, Iowa City"
2715,25,"University of Virginia, Charlottesville"
2716,264,Université de Paris I-Sorbonne
2717,62,"University of Colorado, Boulder"
2718,219,Centre de recherche et developpement en économique
2719,101,"University of Minnesota, South Minneapolis"
2720,513,The Rand Corporation
2721,26,"University of Washington, Seattle"
2722,325,"École des Ponts, ParisTech"
2723,596,United States Federal Trade Commission
2724,316,Università degli Studi di Brescia
2725,249,Institute for Advanced Study in Toulouse (IAST)
2726,285,University of Venice
2727,639,Vanguard
2728,926,James Cook University
2729,927,Federal Communications Commission
2730,928,Mercer
2731,929,Hokkaido University
2732,930,Université d’Auvergne
2733,931,BBVA
2734,932,Universidad de Buenos Aires
2735,933,Environmental Defense Fund
2736,934,University of Ghent
2737,935,Bergen University College
2738,469,Key Laboratory of Mathematical Economics (SHUFE)
2739,545,IEHAS
2740,349,ESOP
2741,349,"Centre for the study of equality, social organization, and performance"
2742,546,ECGI
2743,269,"Université Catholique, Brussels"
2744,928,"William M. Mercer, Incorporated"
2745,931,BBVA Research
2746,932,FCEN
2747,932,UBA
2748,932,IFIBA
2749,576,"Falk Institute, Jerusalem"
2750,294,Universitat d’Alacant
2751,509,Institute for the Study of Labor (IZA)
2752,249,Université de Toulouse
2753,548,"European Center for Advanced Research in Economics
"
2754,247,Centre d’Enseignement et de Recherche en Analyse Socioéconomique
2755,219,University de Montreal
2756,617,"Board of Governors, Federal Reserve System"
2757,686,Federal Reserve Bank of Dallas
2758,66,"Graduate School, City University of New York"
2759,638,Economics Resource Group
2760,486,Instituto Technologico Autonomo de Mexico
2761,291,New University of Lisbon
2762,877,"Chinese University, Hong Kong"
2763,512,Instituto de Análisis Económico de Barcelona
2764,272,"L'Ecole Polytechnique, Paris"
2765,532,"Instituto de Planejamento Economico e Social-IPEA, Secretaria de Planejamento da Presidéncia da Républica, Brasil"
2766,936,Loyola University of Chicago
2767,937,"Department of the Treasury, Australia"
2768,938,Teisberg Associates
2769,939,Indira Gandhi Institute of Development Research
2770,940,US Department of Energy
2771,941,Arthur Andersen Economic Consulting
2772,942,"Saint Mary's University, Halifax"
2773,943,Dong-A University
2774,548,European Center for Advanced Research in Economics
2775,91,Institute for the Study of Free Enterprise Systems
2776,15,Rochester Center for Economic Research
2777,937,Australian Treasury
2778,686,"Chicago, Illinois"
2779,247,Centre d'Enseignement et de Recherche en Analyse Socioeconomique
2780,936,Loyola University
2781,272,Laboratoire d'Econometrie
2782,944,University of San Francisco
2783,945,University of Cagliari
2784,940,U.S. Department of Energy
2785,257,Université Libre de Bruxelles
2786,945,University di Cagliari
2787,548,European Centre for Advanced Research in Economics
2788,948,National Center for Health Services Research
2789,949,Health Care Technology Assessment
2790,247,Dpartement et Laboratoire d'conomie Theorique et Applique
2791,247,Département et Laboratoire d'Économie Theorique et Appliquée
2792,175,"Institute of Economics and Statistics, University of Oxford"
2793,247,Centre Enseignement et de Recherches en Analyse SocioDconomique
2794,247,Centre d’Enseignement et de Recherches en Analyse Socioéconomique
2795,247,Département et Laboratoire d'Économie Théoretique et Appliquée (DELTA)
2796,262,Ecole des Hautes Études en Sciences Sociales (EHESS)
2797,527,Centre National de la Recherche Scientifique (CRNS)
2798,502,Institut National de la Recherche Agronomique (INRA)
2799,951,Ford Foundation
2800,952,US Department of Health and Human Services
2801,953,Ball State University
2802,954,Ahmadu Bello University
2803,952,National Center for Health Services Research and Development
2804,97,"University of Kansas, Lawrence"
2805,66,"Herbert Lehman College, CCNY"
2806,932,University of Buenos Aires
2807,955,Tribhuvan University
2808,8,Wharton School of Finance and Commerce
2809,956,University of Vermont
2810,164,New School for Social Research
2811,957,Pakistan Institute of Development Economics
