index,DOI,ArticleID,Source
12448,88780,6564,EconLit
12449,88793,6510,EconLit
12450,88797,6511,EconLit
12451,88805,6512,EconLit
12452,88803,6513,EconLit
12453,88799,6514,EconLit
12454,88800,6515,EconLit
12455,88802,6516,EconLit
12456,88810,6649,EconLit
12457,88812,6651,EconLit
12458,88806,6652,EconLit
12459,88817,6653,EconLit
12460,88813,6654,EconLit
12461,91861,6518,EconLit
12462,91859,6519,EconLit
12463,91866,6520,EconLit
12464,91867,6521,EconLit
12465,91862,6522,EconLit
12466,91865,6523,EconLit
12467,91870,6524,EconLit
12468,91885,6807,EconLit
12469,91879,6808,EconLit
12470,91880,6809,EconLit
12471,91876,6810,EconLit
12472,91875,6811,EconLit
12473,91886,6812,EconLit
12474,91893,6485,EconLit
12475,91890,6486,EconLit
12476,91901,6487,EconLit
12477,91892,6489,EconLit
12478,91895,6490,EconLit
12479,91900,6491,EconLit
12480,91905,6764,EconLit
12481,91910,6765,EconLit
12482,91918,6766,EconLit
12483,91907,6767,EconLit
12484,91915,6768,EconLit
12485,91911,6769,EconLit
12486,91912,6770,EconLit
12487,91908,6771,EconLit
12488,91934,6566,EconLit
12489,91933,6567,EconLit
12490,91935,6568,EconLit
12491,91932,6569,EconLit
12492,91938,6570,EconLit
12493,91941,6571,EconLit
12494,91940,6572,EconLit
12495,91939,6573,EconLit
12496,91942,6574,EconLit
12497,91960,6748,EconLit
12498,91948,6749,EconLit
12499,91944,6750,EconLit
12500,91958,6751,EconLit
12501,91945,6752,EconLit
12502,91955,6753,EconLit
12503,91952,6754,EconLit
12504,98919,6436,EconLit
12505,98918,6437,EconLit
12506,98915,6438,EconLit
12507,98921,6439,EconLit
12508,98917,6440,EconLit
12509,98924,6441,EconLit
12510,98913,6442,EconLit
12511,98923,6443,EconLit
12512,98914,6444,EconLit
12513,98922,6445,EconLit
12514,98933,6630,EconLit
12515,98931,6631,EconLit
12516,98929,6633,EconLit
12517,98939,6634,EconLit
12518,98927,6635,EconLit
12519,98934,6636,EconLit
12520,98940,6637,EconLit
12521,98925,6638,EconLit
12522,98936,6639,EconLit
12523,98943,6525,EconLit
12524,98946,6526,EconLit
12525,98941,6527,EconLit
12526,98949,6529,EconLit
12527,98947,6530,EconLit
12528,98944,6531,EconLit
12529,98942,6532,EconLit
12530,98950,6533,EconLit
12531,98948,6534,EconLit
12532,98957,6457,EconLit
12533,98960,6458,EconLit
12534,98954,6459,EconLit
12535,98956,6460,EconLit
12536,98958,6461,EconLit
12537,98952,6462,EconLit
12538,98959,6463,EconLit
12539,98955,6464,EconLit
12540,98961,6466,EconLit
12541,98962,6467,EconLit
12542,98964,6468,EconLit
12543,98972,6542,EconLit
12544,98969,6543,EconLit
12545,98971,6544,EconLit
12546,98974,6545,EconLit
12547,98975,6546,EconLit
12548,98966,6548,EconLit
12549,98967,6549,EconLit
12550,98968,6550,EconLit
12551,98981,7142,EconLit
12552,98985,7143,EconLit
12553,98978,7144,EconLit
12554,98984,7145,EconLit
12555,98980,7146,EconLit
12556,98982,7147,EconLit
12557,98977,7149,EconLit
12558,98979,7150,EconLit
12559,98976,7151,EconLit
12560,105963,6469,EconLit
12561,105959,6470,EconLit
12562,105961,6471,EconLit
12563,105962,6475,EconLit
12564,105960,6476,EconLit
12565,105966,6477,EconLit
12566,105984,6480,EconLit
12567,105985,6481,EconLit
12568,105987,6483,EconLit
12569,105988,6484,EconLit
12570,105973,6502,EconLit
12571,105979,6503,EconLit
12572,105971,6504,EconLit
12573,105970,6505,EconLit
12574,105974,6506,EconLit
12575,105981,6507,EconLit
12576,105978,6508,EconLit
12577,105975,6509,EconLit
12578,105991,6968,EconLit
12579,105994,6969,EconLit
12580,106000,6970,EconLit
12581,105992,6971,EconLit
12582,105995,6972,EconLit
12583,105999,6973,EconLit
12584,105993,6974,EconLit
12585,105998,6975,EconLit
12586,105989,6976,EconLit
12587,106001,7152,EconLit
12588,106004,7153,EconLit
12589,106008,7155,EconLit
12590,106009,7157,EconLit
12591,106003,7158,EconLit
12592,106006,7159,EconLit
12593,106017,6447,EconLit
12594,106013,6448,EconLit
12595,106021,6449,EconLit
12596,106019,6450,EconLit
12597,106010,6451,EconLit
12598,106015,6452,EconLit
12599,106012,6453,EconLit
12600,106014,6454,EconLit
12601,106011,6455,EconLit
12602,106018,6456,EconLit
12603,106026,7161,EconLit
12604,106031,7162,EconLit
12605,106030,7164,EconLit
12606,106025,7165,EconLit
12607,106024,7166,EconLit
12608,106029,7167,EconLit
12609,106027,7168,EconLit
12610,110720,6897,EconLit
12611,110709,6898,EconLit
12612,110717,6899,EconLit
12613,110711,6900,EconLit
12614,110716,6901,EconLit
12615,110710,6903,EconLit
12616,110708,6904,EconLit
12617,110714,6905,EconLit
12618,110719,6906,EconLit
12619,110726,6878,EconLit
12620,110731,6879,EconLit
12621,110728,6880,EconLit
12622,110730,6881,EconLit
12623,110723,6882,EconLit
12624,110725,6884,EconLit
12625,110724,6885,EconLit
12626,110738,6854,EconLit
12627,110745,6856,EconLit
12628,110741,6857,EconLit
12629,110739,6859,EconLit
12630,110744,6860,EconLit
12631,110737,6861,EconLit
12632,110747,6862,EconLit
12633,114598,6682,EconLit
12634,114593,6683,EconLit
12635,114597,6684,EconLit
12636,114596,6686,EconLit
12637,114590,6687,EconLit
12638,114599,6688,EconLit
12639,114591,6689,EconLit
12640,114589,6691,EconLit
12641,114618,6493,EconLit
12642,114634,6494,EconLit
12643,114614,6495,EconLit
12644,114628,6496,EconLit
12645,114623,6497,EconLit
12646,114633,6498,EconLit
12647,114619,6499,EconLit
12648,114621,6500,EconLit
12649,114630,6501,EconLit
12650,114602,6926,EconLit
12651,114608,6927,EconLit
12652,114603,6928,EconLit
12653,114613,6929,EconLit
12654,114604,6930,EconLit
12655,114606,6931,EconLit
12656,114607,6932,EconLit
12657,114605,6933,EconLit
12658,114609,6934,EconLit
12659,114615,7023,EconLit
12660,114632,7024,EconLit
12661,114616,7025,EconLit
12662,114620,7026,EconLit
12663,114625,7028,EconLit
12664,114627,7029,EconLit
12665,114626,7030,EconLit
12666,114631,7031,EconLit
12667,114629,7033,EconLit
12668,118372,6672,EconLit
12669,118362,6673,EconLit
12670,118370,6674,EconLit
12671,118371,6675,EconLit
12672,118369,6676,EconLit
12673,118368,6677,EconLit
12674,118361,6678,EconLit
12675,118360,6679,EconLit
12676,118367,6680,EconLit
12677,118366,6681,EconLit
12678,118386,7097,EconLit
12679,118375,7098,EconLit
12680,118379,7099,EconLit
12681,118377,7100,EconLit
12682,118381,7101,EconLit
12683,118384,7102,EconLit
12684,118378,7103,EconLit
12685,118376,7104,EconLit
12686,118385,7105,EconLit
12687,118382,7106,EconLit
12688,118393,6813,EconLit
12689,118400,6814,EconLit
12690,118392,6815,EconLit
12691,118394,6816,EconLit
12692,118395,6817,EconLit
12693,118398,6818,EconLit
12694,118401,6819,EconLit
12695,118391,6820,EconLit
12696,118388,6821,EconLit
12697,118387,6822,EconLit
12698,118397,6823,EconLit
12699,118390,6824,EconLit
12700,124405,7107,EconLit
12701,124399,7108,EconLit
12702,124406,7109,EconLit
12703,124398,7111,EconLit
12704,124401,7112,EconLit
12705,124403,7113,EconLit
12706,124400,7114,EconLit
12707,124411,6956,EconLit
12708,124410,6957,EconLit
12709,124417,6958,EconLit
12710,124408,6959,EconLit
12711,124420,6960,EconLit
12712,124409,6961,EconLit
12713,124407,6962,EconLit
12714,124414,6963,EconLit
12715,124416,6964,EconLit
12716,124415,6965,EconLit
12717,124418,6966,EconLit
12718,124421,6723,EconLit
12719,124422,6724,EconLit
12720,124423,6725,EconLit
12721,124431,6726,EconLit
12722,124432,6727,EconLit
12723,124430,6729,EconLit
12724,124425,6730,EconLit
12725,124443,7116,EconLit
12726,124436,7117,EconLit
12727,124439,7118,EconLit
12728,124434,7119,EconLit
12729,124441,7120,EconLit
12730,124444,7121,EconLit
12731,124440,7122,EconLit
12732,124435,7123,EconLit
12733,124445,7124,EconLit
12734,124438,7125,EconLit
12735,124453,7014,EconLit
12736,124451,7015,EconLit
12737,124446,7016,EconLit
12738,124448,7017,EconLit
12739,124454,7018,EconLit
12740,124449,7020,EconLit
12741,124452,7021,EconLit
12742,124455,7022,EconLit
12743,124459,6863,EconLit
12744,124466,6864,EconLit
12745,124462,6865,EconLit
12746,124460,6866,EconLit
12747,124458,6867,EconLit
12748,124469,6868,EconLit
12749,124457,6869,EconLit
12750,124464,6870,EconLit
12751,132348,6907,EconLit
12752,132347,6909,EconLit
12753,132349,6910,EconLit
12754,132350,6911,EconLit
12755,132343,6912,EconLit
12756,132344,6913,EconLit
12757,132346,6914,EconLit
12758,132357,6640,EconLit
12759,132355,6641,EconLit
12760,132362,6644,EconLit
12761,132356,6645,EconLit
12762,132354,6646,EconLit
12763,132361,6647,EconLit
12764,132360,6648,EconLit
12765,132371,7071,EconLit
12766,132364,7072,EconLit
12767,132376,7073,EconLit
12768,132372,7074,EconLit
12769,132366,7075,EconLit
12770,132367,7077,EconLit
12771,132370,7078,EconLit
12772,132365,7080,EconLit
12773,132386,6739,EconLit
12774,132377,6740,EconLit
12775,132387,6741,EconLit
12776,132390,6742,EconLit
12777,132379,6743,EconLit
12778,132380,6744,EconLit
12779,132381,6745,EconLit
12780,132385,6746,EconLit
12781,132391,6747,EconLit
12782,132400,6535,EconLit
12783,132398,6536,EconLit
12784,132397,6537,EconLit
12785,132396,6538,EconLit
12786,132403,6540,EconLit
12787,132402,6541,EconLit
12788,132412,6780,EconLit
12789,132415,6781,EconLit
12790,132406,6783,EconLit
12791,132408,6784,EconLit
12792,132409,6785,EconLit
12793,132410,6786,EconLit
12794,132414,6787,EconLit
12795,141266,6772,EconLit
12796,141262,6773,EconLit
12797,141263,6774,EconLit
12798,141258,6775,EconLit
12799,141267,6777,EconLit
12800,141260,6778,EconLit
12801,141259,6779,EconLit
12802,141272,7051,EconLit
12803,141277,7052,EconLit
12804,141280,7053,EconLit
12805,141273,7054,EconLit
12806,141274,7055,EconLit
12807,141279,7057,EconLit
12808,141269,7058,EconLit
12809,141275,7060,EconLit
12810,141271,7061,EconLit
12811,141285,6663,EconLit
12812,141286,6664,EconLit
12813,141284,6665,EconLit
12814,141290,6666,EconLit
12815,141288,6667,EconLit
12816,141289,6668,EconLit
12817,141281,6669,EconLit
12818,141287,6670,EconLit
12819,141282,6671,EconLit
12820,141298,7169,EconLit
12821,141296,7171,EconLit
12822,141299,7172,EconLit
12823,141300,7173,EconLit
12824,141294,7174,EconLit
12825,141295,7175,EconLit
12826,141293,7176,EconLit
12827,141304,6872,EconLit
12828,141305,6873,EconLit
12829,141311,6874,EconLit
12830,141307,6875,EconLit
12831,141306,6876,EconLit
12832,141309,6877,EconLit
12833,141316,7035,EconLit
12834,141312,7036,EconLit
12835,141315,7037,EconLit
12836,141320,7038,EconLit
12837,141317,7039,EconLit
12838,141318,7040,EconLit
12839,141313,7041,EconLit
12840,141314,7042,EconLit
12841,141319,7043,EconLit
12842,149700,6699,EconLit
12843,149702,6701,EconLit
12844,149703,6702,EconLit
12845,149704,6703,EconLit
12846,149705,6704,EconLit
12847,149706,6705,EconLit
12848,149707,6706,EconLit
12849,149711,7128,EconLit
12850,149712,7129,EconLit
12851,149713,7130,EconLit
12852,149714,7131,EconLit
12853,149715,7132,EconLit
12854,149725,6731,EconLit
12855,149726,6732,EconLit
12856,149727,6733,EconLit
12857,149720,6735,EconLit
12858,149721,6736,EconLit
12859,149722,6737,EconLit
12860,149729,6596,EconLit
12861,149737,6597,EconLit
12862,149738,6598,EconLit
12863,149739,6599,EconLit
12864,149740,6600,EconLit
12865,149730,6601,EconLit
12866,149731,6602,EconLit
12867,149732,6603,EconLit
12868,149742,6789,EconLit
12869,149744,6791,EconLit
12870,149745,6792,EconLit
12871,149746,6793,EconLit
12872,149747,6794,EconLit
12873,149748,6795,EconLit
12874,149750,7081,EconLit
12875,149751,7082,EconLit
12876,149753,7084,EconLit
12877,149754,7085,EconLit
12878,149755,7086,EconLit
12879,149756,7087,EconLit
12880,149757,7088,EconLit
12881,159131,7062,EconLit
12882,159132,7063,EconLit
12883,159133,7064,EconLit
12884,159134,6707,EconLit
12885,159135,6708,EconLit
12886,159136,6709,EconLit
12887,159137,6710,EconLit
12888,159138,6711,EconLit
12889,159139,6712,EconLit
12890,159140,6713,EconLit
12891,159141,6714,EconLit
12892,159142,6715,EconLit
12893,159153,6846,EconLit
12894,159145,6847,EconLit
12895,159146,6848,EconLit
12896,159148,6850,EconLit
12897,159149,6851,EconLit
12898,159150,6852,EconLit
12899,159159,8711,EconLit
12900,159158,8712,EconLit
12901,159157,8713,EconLit
12902,159156,8714,EconLit
12903,159155,8715,EconLit
12904,159164,8716,EconLit
12905,159163,8717,EconLit
12906,159162,8718,EconLit
12907,159161,8719,EconLit
12908,159160,8720,EconLit
12909,159154,8721,EconLit
12910,159173,8702,EconLit
12911,159172,8703,EconLit
12912,159171,8704,EconLit
12913,159170,8705,EconLit
12914,159169,8706,EconLit
12915,159168,8707,EconLit
12916,159167,8708,EconLit
12917,159166,8709,EconLit
12918,159184,8693,EconLit
12919,159183,8694,EconLit
12920,159182,8695,EconLit
12921,159181,8696,EconLit
12922,159180,8697,EconLit
12923,159178,8699,EconLit
12924,159177,8700,EconLit
12925,159176,8701,EconLit
12926,159195,8683,EconLit
12927,159194,8684,EconLit
12928,159192,8686,EconLit
12929,159191,8687,EconLit
12930,159190,8688,EconLit
12931,159189,8689,EconLit
12932,159188,8690,EconLit
12933,159187,8691,EconLit
12934,159186,8692,EconLit
12935,189908,8671,EconLit
12936,189906,8673,EconLit
12937,189917,8674,EconLit
12938,189916,8675,EconLit
12939,189915,8676,EconLit
12940,189914,8677,EconLit
12941,189913,8678,EconLit
12942,189911,8680,EconLit
12943,189910,8681,EconLit
12944,189909,8682,EconLit
12945,189927,8661,EconLit
12946,189926,8662,EconLit
12947,189925,8663,EconLit
12948,189924,8664,EconLit
12949,189923,8665,EconLit
12950,189922,8666,EconLit
12951,189921,8667,EconLit
12952,189919,8669,EconLit
12953,189918,8670,EconLit
12954,189928,6836,EconLit
12955,189935,6837,EconLit
12956,189936,6838,EconLit
12957,189937,6839,EconLit
12958,189929,6840,EconLit
12959,189930,6841,EconLit
12960,189931,6842,EconLit
12961,189933,6844,EconLit
12962,189934,6845,EconLit
12963,189938,7133,EconLit
12964,189939,7134,EconLit
12965,189941,7136,EconLit
12966,189942,7137,EconLit
12967,189943,7138,EconLit
12968,189944,7139,EconLit
12969,189945,7140,EconLit
12970,189946,7141,EconLit
12971,189949,6915,EconLit
12972,189950,6916,EconLit
12973,189951,6917,EconLit
12974,189952,6918,EconLit
12975,189953,6919,EconLit
12976,189954,6920,EconLit
12977,189955,6921,EconLit
12978,189956,6922,EconLit
12979,189958,6924,EconLit
12980,189959,6925,EconLit
12981,189963,7065,EconLit
12982,189964,7066,EconLit
12983,189965,7067,EconLit
12984,189961,7069,EconLit
12985,189962,7070,EconLit
12986,195090,6985,EconLit
12987,195091,6986,EconLit
12988,195092,6987,EconLit
12989,195093,6988,EconLit
12990,195094,6989,EconLit
12991,195095,6990,EconLit
12992,195096,6991,EconLit
12993,195098,6993,EconLit
12994,194943,6977,EconLit
12995,194944,6978,EconLit
12996,194945,6979,EconLit
12997,194947,6981,EconLit
12998,194948,6982,EconLit
12999,194949,6983,EconLit
13000,194950,6984,EconLit
13001,197665,6935,EconLit
13002,197667,6937,EconLit
13003,197668,6938,EconLit
13004,197669,6939,EconLit
13005,197671,6941,EconLit
13006,197672,6942,EconLit
13007,197673,6943,EconLit
13008,197674,6944,EconLit
13009,197685,8619,EconLit
13010,197684,8620,EconLit
13011,197683,8621,EconLit
13012,197682,8622,EconLit
13013,197681,8623,EconLit
13014,197679,8625,EconLit
13015,197678,8626,EconLit
13016,197676,8628,EconLit
13017,197675,8629,EconLit
13018,200093,8610,EconLit
13019,200092,8611,EconLit
13020,200091,8612,EconLit
13021,200090,8613,EconLit
13022,200089,8614,EconLit
13023,200088,8615,EconLit
13024,200087,8616,EconLit
13025,200086,8617,EconLit
13026,200085,8618,EconLit
13027,202572,8600,EconLit
13028,202571,8601,EconLit
13029,202570,8602,EconLit
13030,202569,8603,EconLit
13031,202568,8604,EconLit
13032,202567,8605,EconLit
13033,202566,8606,EconLit
13034,202565,8607,EconLit
13035,205145,8651,EconLit
13036,205144,8652,EconLit
13037,205143,8653,EconLit
13038,205142,8654,EconLit
13039,205141,8655,EconLit
13040,205140,8656,EconLit
13041,205139,8657,EconLit
13042,205138,8658,EconLit
13043,205137,8659,EconLit
13044,205136,8660,EconLit
13045,205156,8642,EconLit
13046,205155,8643,EconLit
13047,205154,8644,EconLit
13048,205153,8645,EconLit
13049,205152,8646,EconLit
13050,205151,8647,EconLit
13051,205150,8648,EconLit
13052,205149,8649,EconLit
13053,205148,8650,EconLit
13054,207863,8630,EconLit
13055,207862,8631,EconLit
13056,207861,8632,EconLit
13057,207860,8633,EconLit
13058,207859,8634,EconLit
13059,207858,8635,EconLit
13060,207857,8636,EconLit
13061,207856,8637,EconLit
13062,207855,8638,EconLit
13063,207854,8639,EconLit
13064,207853,8640,EconLit
13065,207852,8641,EconLit
13066,210113,6611,EconLit
13067,210114,6612,EconLit
13068,210115,6613,EconLit
13069,210116,6614,EconLit
13070,210117,6615,EconLit
13071,210118,6616,EconLit
13072,210119,6617,EconLit
13073,210120,6618,EconLit
13074,210121,6619,EconLit
13075,210122,6620,EconLit
13076,210123,6621,EconLit
13077,210127,6947,EconLit
13078,210128,6948,EconLit
13079,210129,6949,EconLit
13080,210131,6951,EconLit
13081,210132,6952,EconLit
13082,210133,6953,EconLit
13083,210134,6954,EconLit
13084,210135,6955,EconLit
13085,213056,6551,EconLit
13086,213057,6552,EconLit
13087,213058,6553,EconLit
13088,213059,6554,EconLit
13089,213060,6555,EconLit
13090,213061,6556,EconLit
13091,213062,6557,EconLit
13092,213063,6558,EconLit
13093,213064,6559,EconLit
13094,215525,6586,EconLit
13095,215526,6587,EconLit
13096,215527,6588,EconLit
13097,215528,6589,EconLit
13098,215529,6590,EconLit
13099,215530,6591,EconLit
13100,215531,6592,EconLit
13101,215532,6593,EconLit
13102,215533,6594,EconLit
13103,215534,6595,EconLit
13104,215536,7089,EconLit
13105,215537,7090,EconLit
13106,215538,7091,EconLit
13107,215539,7092,EconLit
13108,215540,7093,EconLit
13109,215541,7094,EconLit
13110,215542,7095,EconLit
13111,215543,7096,EconLit
13112,218095,6827,EconLit
13113,218096,6828,EconLit
13114,218098,6830,EconLit
13115,218099,6831,EconLit
13116,218100,6832,EconLit
13117,218101,6833,EconLit
13118,218102,6834,EconLit
13119,218103,6835,EconLit
13120,218105,6692,EconLit
13121,218106,6693,EconLit
13122,218107,6694,EconLit
13123,218108,6695,EconLit
13124,218109,6696,EconLit
13125,218110,6697,EconLit
13126,218111,6698,EconLit
13127,220642,6755,EconLit
13128,220643,6756,EconLit
13129,220644,6757,EconLit
13130,220645,6758,EconLit
13131,220647,6760,EconLit
13132,220648,6761,EconLit
13133,220649,6762,EconLit
13134,220650,6763,EconLit
13135,223254,6575,EconLit
13136,223255,6576,EconLit
13137,223256,6577,EconLit
13138,223257,6578,EconLit
13139,223258,6579,EconLit
13140,223259,6580,EconLit
13141,223260,6581,EconLit
13142,223261,6582,EconLit
13143,223262,6583,EconLit
13144,223263,6584,EconLit
13145,223264,6585,EconLit
13146,223266,6886,EconLit
13147,223267,6887,EconLit
13148,223268,6888,EconLit
13149,223269,6889,EconLit
13150,223270,6890,EconLit
13151,223271,6891,EconLit
13152,223272,6892,EconLit
13153,223273,6893,EconLit
13154,223274,6894,EconLit
13155,223275,6895,EconLit
13156,223276,6896,EconLit
13157,226427,6796,EconLit
13158,226429,6798,EconLit
13159,226430,6799,EconLit
13160,226431,6800,EconLit
13161,226432,6801,EconLit
13162,226433,6802,EconLit
13163,226434,6803,EconLit
13164,226435,6804,EconLit
13165,226436,6805,EconLit
13166,226437,6806,EconLit
13167,228840,6994,EconLit
13168,228841,6995,EconLit
13169,228842,6996,EconLit
13170,228843,6997,EconLit
13171,228844,6998,EconLit
13172,228845,6999,EconLit
13173,228846,7000,EconLit
13174,228847,7001,EconLit
13175,228849,7003,EconLit
13176,228850,7004,EconLit
13177,228851,7005,EconLit
13178,231843,7915,EconLit
13179,231844,7916,EconLit
13180,231845,7917,EconLit
13181,231846,7918,EconLit
13182,231847,7919,EconLit
13183,231848,7920,EconLit
13184,231849,7921,EconLit
13185,231850,7922,EconLit
13186,231851,7923,EconLit
13187,231852,7924,EconLit
13188,231853,7934,EconLit
13189,231854,7935,EconLit
13190,231855,7936,EconLit
13191,231856,7937,EconLit
13192,231858,7939,EconLit
13193,231859,7940,EconLit
13194,231860,7941,EconLit
13195,235153,7949,EconLit
13196,235154,7950,EconLit
13197,235155,7951,EconLit
13198,235156,7952,EconLit
13199,235158,7954,EconLit
13200,235159,7955,EconLit
13201,235160,7956,EconLit
13202,235161,7957,EconLit
13203,239674,7993,EconLit
13204,239675,7994,EconLit
13205,239676,7995,EconLit
13206,239677,7996,EconLit
13207,239679,7998,EconLit
13208,239680,7999,EconLit
13209,239681,8000,EconLit
13210,239682,8001,EconLit
13211,239683,7900,EconLit
13212,239684,7901,EconLit
13213,239685,7902,EconLit
13214,239686,7903,EconLit
13215,239687,7904,EconLit
13216,239688,7905,EconLit
13217,239689,7906,EconLit
13218,239690,7907,EconLit
13219,239691,7908,EconLit
13220,239694,7909,EconLit
13221,239695,7910,EconLit
13222,239698,7913,EconLit
13223,239699,7914,EconLit
13224,242817,7984,EconLit
13225,242819,7986,EconLit
13226,242820,7987,EconLit
13227,242821,7988,EconLit
13228,242822,7989,EconLit
13229,242823,7990,EconLit
13230,242824,7991,EconLit
13231,242825,7992,EconLit
13232,244903,348,EconLit
13233,244904,349,EconLit
13234,244905,350,EconLit
13235,244906,351,EconLit
13236,244907,352,EconLit
13237,244908,353,EconLit
13238,244909,354,EconLit
13239,244910,355,EconLit
13240,244911,356,EconLit
13241,244912,357,EconLit
13242,244915,339,EconLit
13243,244916,340,EconLit
13244,244917,341,EconLit
13245,244918,342,EconLit
13246,244919,343,EconLit
13247,244920,344,EconLit
13248,244921,345,EconLit
13249,244923,347,EconLit
13250,247991,330,EconLit
13251,247992,331,EconLit
13252,247993,332,EconLit
13253,247994,333,EconLit
13254,247995,334,EconLit
13255,247997,336,EconLit
13256,247998,337,EconLit
13257,247999,338,EconLit
13258,251765,317,EconLit
13259,251766,318,EconLit
13260,251767,319,EconLit
13261,251768,320,EconLit
13262,251769,321,EconLit
13263,251770,322,EconLit
13264,251771,323,EconLit
13265,251772,324,EconLit
13266,251773,325,EconLit
13267,251774,326,EconLit
13268,251775,327,EconLit
13269,251776,328,EconLit
13270,251781,307,EconLit
13271,251783,309,EconLit
13272,251784,310,EconLit
13273,251785,311,EconLit
13274,251786,312,EconLit
13275,251787,313,EconLit
13276,251788,314,EconLit
13277,251789,315,EconLit
13278,251790,316,EconLit
13279,262878,295,EconLit
13280,262879,296,EconLit
13281,262880,297,EconLit
13282,262881,298,EconLit
13283,262882,299,EconLit
13284,262883,300,EconLit
13285,262884,301,EconLit
13286,262885,302,EconLit
13287,262887,304,EconLit
13288,262888,305,EconLit
13289,262889,306,EconLit
13290,266398,287,EconLit
13291,266399,288,EconLit
13292,266400,289,EconLit
13293,266401,290,EconLit
13294,266402,291,EconLit
13295,266404,293,EconLit
13296,266405,294,EconLit
13297,266410,281,EconLit
13298,266411,282,EconLit
13299,266412,283,EconLit
13300,269640,274,EconLit
13301,269641,275,EconLit
13302,269642,276,EconLit
13303,269643,277,EconLit
13304,269644,278,EconLit
13305,269646,280,EconLit
13306,269647,265,EconLit
13307,269648,266,EconLit
13308,269649,267,EconLit
13309,269650,268,EconLit
13310,269651,269,EconLit
13311,269652,270,EconLit
13312,269653,271,EconLit
13313,269654,272,EconLit
13314,269658,273,EconLit
13315,273706,255,EconLit
13316,273708,257,EconLit
13317,273709,258,EconLit
13318,273710,259,EconLit
13319,273711,260,EconLit
13320,273712,261,EconLit
13321,273713,262,EconLit
13322,273714,263,EconLit
13323,273715,264,EconLit
13324,276850,247,EconLit
13325,276852,249,EconLit
13326,276853,250,EconLit
13327,276854,251,EconLit
13328,276855,252,EconLit
13329,276856,253,EconLit
13330,276857,254,EconLit
13331,276860,240,EconLit
13332,276863,243,EconLit
13333,276864,244,EconLit
13334,276865,245,EconLit
13335,289259,234,EconLit
13336,289260,235,EconLit
13337,289261,236,EconLit
13338,289262,237,EconLit
13339,289263,238,EconLit
13340,289264,239,EconLit
13341,293903,228,EconLit
13342,293904,229,EconLit
13343,293905,230,EconLit
13344,293906,231,EconLit
13345,293907,232,EconLit
13346,293908,233,EconLit
13347,298020,219,EconLit
13348,298021,220,EconLit
13349,298024,223,EconLit
13350,298025,224,EconLit
13351,298026,225,EconLit
13352,298030,211,EconLit
13353,298032,213,EconLit
13354,298033,214,EconLit
13355,298034,215,EconLit
13356,298035,216,EconLit
13357,298036,217,EconLit
13358,298037,218,EconLit
13359,321459,205,EconLit
13360,321460,206,EconLit
13361,321461,207,EconLit
13362,321464,210,EconLit
13363,325763,198,EconLit
13364,325764,199,EconLit
13365,325766,201,EconLit
13366,325767,202,EconLit
13367,325770,192,EconLit
13368,325771,193,EconLit
13369,325773,195,EconLit
13370,325774,196,EconLit
13371,325775,197,EconLit
13372,329871,187,EconLit
13373,329872,188,EconLit
13374,329873,189,EconLit
13375,329875,191,EconLit
13376,329881,181,EconLit
13377,329882,182,EconLit
13378,329883,183,EconLit
13379,329884,184,EconLit
13380,329885,185,EconLit
13381,329886,186,EconLit
13382,344354,171,EconLit
13383,344355,172,EconLit
13384,344356,173,EconLit
13385,344357,174,EconLit
13386,344358,175,EconLit
13387,344359,176,EconLit
13388,344360,177,EconLit
13389,344361,178,EconLit
13390,344362,179,EconLit
13391,348870,165,EconLit
13392,348871,166,EconLit
13393,348872,167,EconLit
13394,348873,168,EconLit
13395,348874,169,EconLit
13396,348875,170,EconLit
13397,353920,158,EconLit
13398,353921,159,EconLit
13399,353923,161,EconLit
13400,353924,162,EconLit
13401,353926,164,EconLit
13402,353930,152,EconLit
13403,353931,153,EconLit
13404,353932,154,EconLit
13405,353933,155,EconLit
13406,353934,156,EconLit
13407,361131,146,EconLit
13408,361132,147,EconLit
13409,361133,148,EconLit
13410,361134,149,EconLit
13411,361135,150,EconLit
13412,361136,151,EconLit
13413,367753,137,EconLit
13414,367754,138,EconLit
13415,367755,139,EconLit
13416,367756,140,EconLit
13417,367757,141,EconLit
13418,367758,142,EconLit
13419,367759,143,EconLit
13420,367760,130,EconLit
13421,367761,131,EconLit
13422,367762,132,EconLit
13423,367763,133,EconLit
13424,367765,135,EconLit
13425,367766,136,EconLit
13426,370895,122,EconLit
13427,370896,123,EconLit
13428,370897,124,EconLit
13429,370898,125,EconLit
13430,370899,126,EconLit
13431,370900,127,EconLit
13432,370901,128,EconLit
13433,370902,129,EconLit
13434,375811,115,EconLit
13435,375813,117,EconLit
13436,375814,118,EconLit
13437,375815,119,EconLit
13438,375816,120,EconLit
13439,381938,107,EconLit
13440,381939,108,EconLit
13441,381940,109,EconLit
13442,381941,110,EconLit
13443,381942,111,EconLit
13444,381944,113,EconLit
13445,384789,101,EconLit
13446,384790,102,EconLit
13447,384792,104,EconLit
13448,384793,105,EconLit
13449,384794,106,EconLit
13450,392821,93,EconLit
13451,392822,94,EconLit
13452,392823,95,EconLit
13453,392824,96,EconLit
13454,392825,97,EconLit
13455,392826,98,EconLit
13456,392827,99,EconLit
13457,392828,100,EconLit
13458,397382,84,EconLit
13459,397384,86,EconLit
13460,397385,87,EconLit
13461,397386,88,EconLit
13462,397387,89,EconLit
