index,AuthorID,AuthorName
5230,5843,Valérie Lechene
5231,5844,Vance Martin
5232,5845,Varadarajan V. Chari
5233,5847,Vasco M. Carvalho
5234,5848,Vasco d'Orey
5235,5849,Vasiliki Plerou
5236,5850,Vasiliki Skreta
5237,5851,Venkat Lakshminarayanan
5238,5852,Venkatesh Bala
5239,5854,Vernon L. Smith
5240,5855,Veronica Guerrieri
5241,5856,Vesna Prasnikar
5242,5857,Vicente Cuñat
5243,5858,Vicente Madrigal
5244,5859,Victor Aguirregabiria
5245,5862,Victor Lavy
5246,5863,Victor Stango
5247,5864,Victoria Prowse
5248,5865,Vijay Krishna
5249,5866,Vijay Singal
5250,5867,Vijayendra Rao
5251,5868,Vikas Chitre
5252,5869,Vikesh Amin
5253,5870,Vikrant Vig
5254,5871,Viktor Todorov
5255,5872,Viktor Tsyrennikov
5256,5873,Viktor Winschel
5257,5874,Villamor Gamponia
5258,5876,Vincent H. Smith
5259,5877,Vincent J. Tarascio
5260,5878,Vincent P. Crawford
5261,5879,Vincenzo Denicolò
5262,5880,Vincenzo Quadrini
5263,5882,Viral V. Acharya
5264,5883,Virgiliu Midrigan
5265,5884,Virginia M. Shiller
5266,5885,Virginia Sanchez-Marcos
5267,5886,Vitor Trindade
5268,5887,Vivi Alatas
5269,5888,Vivian Lei
5270,5889,Vivian Z. Yue
5271,5890,Vjollca Sadiraj
5272,5891,Vladimir G. Spokoiny
5273,5892,Vladimir Korobov
5274,5893,Vladislav Damjanovic
5275,5894,Volker Nocke
5276,5895,Volker Wieland
5277,5896,William A. Bomberger
5278,5897,William Bentley MacLeod
5279,5898,W. Henry Chiu
5280,5899,W. John Jordan
5281,5900,W. Kip Viscusi
5282,5901,W. Mark Crain
5283,5902,W. Michael Hanemann
5284,5903,W. Reed Walker
5285,5904,W. Robert Reed
5286,5905,W. Walker Hanlon
5287,5907,Wallace P. Mullin
5288,5908,Walter Bossert
5289,5909,Walter Enders
5290,5910,Walter Hettich
5291,5911,Walter N. Thurman
5292,5912,Warren C. Whatley
5293,5913,Warren E. Weber
5294,5915,Wayne E. Ferson
5295,5916,Wayne Vroman
5296,5917,Wei Li
5297,5918,Wei Lo
5298,5919,Wei Xiong
5299,5920,Wendy A. Stock
5300,5921,Wenlan Qian
5301,5922,Werner Antweiler
5302,5923,Werner Ploberger
5303,5924,Werner Roeger
5304,5925,Werner Stanzl
5305,5926,Werner W. Pommerehne
5306,5927,Wesley M. Cohen
5307,5928,Wesley Yin
5308,5929,Whitney K. Newey
5309,5931,Wieland Müller
5310,5932,Wilbert van der Klaauw
5311,5934,"Wilbur John Coleman, II"
5312,5935,Wilfred J. Ethier
5313,5936,Willard E. Witte
5314,5937,Willard G. Manning
5315,5938,Willem H. Buiter
5316,5939,William A. Barnett
5317,5941,William A. Pizer
5318,5942,William Adams
5319,5943,William B. English
5320,5944,William B. Vogt
5321,5945,William B. Walstad
5322,5946,William Bosshardt
5323,5948,William C. Lee
5324,5949,William C. Randolph
5325,5950,William C. Strange
5326,5951,William C. Wheaton
5327,5952,William Chan
5328,5953,William D. Grampp
5329,5954,William D. Ingram
5330,5955,William D. Nordhaus
5331,5956,"William Darity, Jr."
5332,5957,William E. Becker
5333,5958,William E. Taylor
5334,5959,William Easterly
5335,5961,William Fuchs
5336,5962,William G. Dewald
5337,5963,William G. Gale
5338,5965,William H. Greene
5339,5966,William H. Sandholm
5340,5968,William J. Carrington
5341,5969,William J. Collins
5342,5970,William J. Hausman
5343,5971,William J. Marshall
5344,5972,William Jack
5345,5973,William L. Silber
5346,5974,William Lazonick
5347,5975,William M. Boal
5348,5976,William N. Evans
5349,5977,William N. Goetzmann
5350,5979,William Novshek
5351,5980,"William O. Brown, Jr."
5352,5981,William P. Butz
5353,5982,William P. Rogerson
5354,5983,William R. Dougan
5355,5984,William R. Johnson
5356,5985,William R. Kerr
5357,5986,William R. Zame
5358,5987,William S. Krasker
5359,5988,William Samuelson
5360,5989,William Sjostrom
5361,5990,William Troost
5362,5991,William Woolston
5363,5993,Willie Belton
5364,5994,Willis Peterson
5365,5995,Wim Vijverberg
5366,5996,Wing Suen
5367,5997,Wojciech Kopczuk
5368,5998,Wojciech Olszewski
5369,5999,Wolfgang Keller
5370,6000,Wolfgang Pesendorfer
5371,6001,Wolfram Schlenker
5372,6002,Won Chang
5373,6003,Woong Yong Park
5374,6004,Wouter Dessein
5375,6005,Wouter J. den Haan
5376,6007,Xavier Freixas
5377,6008,Xavier Gabaix
5378,6009,Xavier Giné
5379,6010,Xavier Giroud
5380,6011,Xavier Mateos-Planas
5381,6013,Xavier Sala-i-Martin
5382,6014,Xavier Vives
5383,6015,Xenia Matschke
5384,6016,Xianghong Wang
5385,6017,Xianwen Shi
5386,6018,Xiao Wei
5387,6019,Xiao-yuan Dong
5388,6020,Xiaoquan (Michael) Zhang
5389,6021,Xiaodong Zhu
5390,6022,Xiaohong Chen
5391,6023,Xiaoji Lin
5392,6024,Xiaokai Yang
5393,6025,Xiaolin Xing
5394,6027,Xiaoxia Shi
5395,6028,Xu Cheng
5396,6029,Xu Tan
5397,6030,Xuanming Su
5398,6031,Xun Tang
5399,6032,Yanqin Fan
5400,6033,Y. Hossein Farzin
5401,6035,Y. P. Mehra
5402,6036,Yacine Aït-Sahalia
5403,6038,Yair Tauman
5404,6039,Yale M. Braunstein
5405,6040,Yan Bai
5406,6041,Yan Chen
5407,6042,Yang Wang
5408,6043,Yaniv Dover
5409,6044,Yann Algan
5410,6045,Yann Bramoullé
5411,6046,Yannis M. Ioannides
5412,6048,Yaron Azrieli
5413,6049,Yaroslav Kryukov
5414,6050,Yasutora Watanabe
5415,6051,Yaw Nyarko
5416,6052,Yehning Chen
5417,6053,Yehuda Levy
5418,6054,Yeon-Koo Che
5419,6055,Yeung Lewis Chan
5420,6056,Yi Qian
5421,6057,Yi-Chun Chen
5422,6058,YiLi Chien
5423,6059,Yiannis P. Venieris
5424,6060,Yiannis Vailakis
5425,6062,Yihong Xia
5426,6063,Ying Chen
5427,6064,Ying Fan
5428,6065,Yingyao Hu
5429,6066,Yingyi Qian
5430,6067,Yishay Mansour
5431,6068,Yishay Yafeh
5432,6069,Yiting Li
5433,6070,Yixiao Sun
5434,6071,Yoav Kislev
5435,6072,Yoella Bereby-Meyer
5436,6073,Yona Rubinstein
5437,6074,Yong Kim
5438,6075,Yong-Seok Choi
5439,6076,Yongheng Deng
5440,6077,Yongmiao Hong
5441,6078,Yongseok Shin
5442,6079,Yongsung Chang
5443,6080,Yoon-Jae Whang
5444,6081,Yoram Barzel
5445,6082,Yoram Halevy
5446,6083,Yoram Kroll
5447,6084,Yoram Weiss
5448,6085,Yorgos Y. Papageorgiou
5449,6086,Yoshihiko Nishiyama
5450,6087,Yoshiyasu Ono
5451,6088,Yossi Feinberg
5452,6089,Yosuke Yasuda
5453,6090,Yoto V. Yotov
5454,6091,Young Han Lee
5455,6092,Yu Chen
5456,6093,Yu Xie
5457,6094,Yu-Chin Chen
5458,6095,Yu-Chu Shen
5459,6096,Yuanjun Zhang
5460,6097,Yuichi Kitamura
5461,6098,Yuichi Noguchi
5462,6099,Yuichi Yamamoto
5463,6100,Yuichiro Kamada
5464,6101,Yujiro Hayami
5465,6102,Yuk-fai Fong
5466,6103,Yuka Ohno
5467,6104,Yukio Koriyama
5468,6105,Yulia Muzyrya
5469,6106,Yuliy Sannikov
5470,6107,Yuming Li
5471,6108,Yuri Andrienko
5472,6109,Yuriy Gorodnichenko
5473,6110,Yusufcan Masatlioglu
5474,6111,Yuting Zhang
5475,6112,Yuval Heller
5476,6113,Yuval Rottenstreich
5477,6114,Yuval Salant
5478,6115,Yuyu Chen
5479,6116,Yves Sprumont
5480,6117,Yves Zenou
5481,6118,Zacharias Maniadis
5482,6119,Zaifu Yang
5483,6120,Zengjing Chen
5484,6121,Zeynep K. Hansen
5485,6122,Zheng Liu
5486,6123,Zheng Song
5487,6124,Zhi Wang
5488,6125,Zhiguo He
5489,6126,Zhijie Xiao
5490,6127,Zhijun Chen
5491,6128,Zhikang Eric Chua
5492,6129,Zhiqiang Liu
5493,6130,Zhiwei Zhang
5494,6131,Zhiwu Chen
5495,6132,Zhongjun Qu
5496,6133,Zhongmin Wang
5497,6134,Zhongyang Zhang
5498,6135,Zhu Wang
5499,6136,Zili Yang
5500,6137,Zoltan J. Acs
5501,6138,Zoran Ivkovic
5502,6139,Zvi Bodie
5503,6140,Zvi Eckstein
5504,6142,Zvi Hercowitz
5505,6143,Zvi Safra
5506,6144,Zvika Neeman
5507,6145,Ákos Valentinyi
5508,6146,Álmos Telegdy
5509,6147,Áureo de Paula
5510,6148,Òscar Jordà
5511,6149,André de Palma
5512,6150,J. P. Evans
5513,6151,Heejoon Kang
5514,6152,Irma Adelman
5515,6153,Feike C. Drost
5516,6154,Martin Bronfenbrenner
5517,6156,Eithan Hochman
5518,6157,Prasanta Chandra Mahalanobis
5519,6158,Stefan Mittnik
5520,6159,Michael A. Magdalinos
5521,6160,Bernard van Praag
5522,6162,Richard Bellman
5523,6163,V. K. Murthy
5524,6164,James Tobin
5525,6165,Anthony G. Lawrence
5526,6166,Talbot Page
5527,6167,C. Christian von Weizsäcker
5528,6168,R. P. Parks
5529,6170,Roy Radner
5530,6171,Terje Lensberg
5531,6172,Yoshitsugu Kanemoto
5532,6174,Ahsan Mansur
5533,6175,Kajal Lahiri
5534,6176,Takao Fujimoto
5535,6177,"Roman L. Weil, Jr."
5536,6178,Franco Modigliani
5537,6179,D. K. Ray-Chaudhuri
5538,6180,Dagobert L. Brito
5539,6181,Richard C. Kao
5540,6182,Stanley R. Pliska
5541,6183,John M. Hartwick
5542,6184,John Gurland
5543,6185,Willard T. Carleton
5544,6186,John R. Meyer
5545,6187,Edward Saibel
5546,6189,P. R. Nayak
5547,6190,Hamid Habibagahi
5548,6191,Peter Schmidt
5549,6192,Ibrahim Elbadawi
5550,6193,Kunio Kawamata
5551,6194,David A. Wilton
5552,6195,Henry Jacob Landau
5553,6196,Richard M. Goodwin
5554,6197,Ian Domowitz
5555,6198,Thomas F. Cargill
5556,6199,James B. Ramsey
5557,6200,"George F. Rhodes, Jr."
5558,6201,Graham A. Crothall
5559,6203,Miyoji Hayakawa
5560,6204,P. R. Krishnaiah
5561,6205,Jesus Seade
5562,6206,Carl F. Christ
5563,6207,Warren Eugene Johnston
5564,6208,Yasuo Murata
5565,6209,R. W. Gieseman
5566,6210,Joan-María Esteban
5567,6211,Malcolm R. Gray
5568,6212,Martin Shubik
5569,6213,Victor Polterovich
5570,6214,David Canning
5571,6215,Ernest W. Adams
5572,6216,Chung-Ming Kuan
5573,6217,Clem Tisdell
5574,6218,Paul E. Smith
5575,6219,Nagesh S. Revankar
5576,6220,Uday S. Karmarkar
5577,6221,Maurice Marchand
5578,6222,Quan Wen
5579,6223,William D. O'Neill
5580,6224,Morton I. Kamien
5581,6225,R. Duncan Luce
5582,6226,James B. McDonald
5583,6227,Sam Ouliaris
5584,6228,Kiyoshi Kuga
5585,6229,Henry Teicher
5586,6230,Peter Schönfeld
5587,6231,Gordon M. Kaufman
5588,6232,Pan A. Yotopoulos
5589,6233,Philippe Carré
5590,6234,Phḁm Chí Thānh
5591,6235,Alvin C. Egbert
5592,6236,V. N. Murti
5593,6237,Sajal Lahiri
5594,6238,James E. Foster
5595,6239,Takao Kobayashi
5596,6240,Richard E. Wendell
5597,6241,Clifford L. F. Attfield
5598,6242,Alan Duncan
5599,6243,René Roy
5600,6244,Robert C. Bushnell
5601,6245,Alan Powell
5602,6246,L. M. Dudkin
5603,6247,Donald W. Katzner
5604,6249,Allan M. Feldman
5605,6250,Phillip Nelson
5606,6251,Stephen E. Satchell
5607,6252,A. Ronald Gallant
5608,6253,John P. Laitner
5609,6254,Hrishikesh D. Vinod
5610,6256,Michael Stutzer
5611,6258,Gwyn B. Aneuryn-Evans
5612,6259,Victor Ginsburgh
5613,6260,Gérald LeBlanc
5614,6261,Darrell Duffie
5615,6262,Michael K. Evans
5616,6263,Michael C. Lovell
5617,6264,Wolfgang Härdle
5618,6267,Mario Ephemerella
5619,6269,Barbara R. Bergmann
5620,6270,M. B. Bouissou
5621,6271,Sydney N. Afriat
5622,6272,N. K. Choudhry
5623,6273,Leo A. Goodman
5624,6274,Ian Jewitt
5625,6275,John A. Weymark
5626,6276,Jean-Jacques Laffont
5627,6277,Grant H. Hillier
5628,6828,Claude D'Aspremont
5629,6279,F. C. Palm
5630,6281,José Alexandre Scheinkman
5631,6282,Martin J. Browning
5632,6284,Forrest D. Nelson
5633,6285,John Maybee
5634,6286,Kevin Roberts
5635,6287,Yair Mundlak
5636,6288,Wolfgang Mayer
5637,6289,Tadek I. Matuszewski
5638,6290,Peter B. Morgan
5639,6291,S. T. Sathe
5640,6292,James N. Morgan
5641,6293,Homer Erekson
5642,6294,Michael P. Murray
5643,6295,Martine Quinzii
5644,6296,Garry David Alan Phillips
5645,6298,J. Sandee
5646,6299,Bruce L. Miller
5647,6300,David Pollard
5648,4518,Peter M. Demarzo
5649,6303,Robert A. Meyer
5650,6304,Bianca L. De Stavola
5651,6305,Anjan Mukherji
5652,6306,C. D. Aliprantis
5653,6308,Richard T. Baillie
5654,6310,Wolfgang Polasek
5655,6311,David A. Dickey
5656,6312,Zivia S. Wurtele
5657,6313,John Pesek
5658,6315,Murray Brown
5659,6317,John L. Newman
5660,6318,Roger J. Bowden
5661,6319,Allen R. Ferguson
5662,6320,Christian Gouriéroux
5663,6321,Irving H. LaValle
5664,6322,Donald K. Richter
5665,6323,Robert Dixon
5666,6324,Michel Poitevin
5667,6325,M. S. Kumar
5668,6326,Robert Alexander Mundell
5669,6328,Kit Fine
5670,6329,Son Ku Kim
5671,6330,Fred R. Glahe
5672,6331,Aldi Hagenaars
5673,6332,Haruo Imai
5674,6333,Eric Zivot
5675,6334,A. A. Ryvkin
5676,6335,B. Curtis Eaves
5677,6336,Robert E. Lippens
5678,6338,Serge-Christophe Kolm
5679,6339,Itzhak Zilcha
5680,6340,William E. Gibson
5681,6341,Harry C. Mullikin
5682,6342,William R. Parke
5683,6343,Bernt P. Stigum
5684,6344,Maxwell B. Stinchcombe
5685,6345,Timothy J. Vogelsang
5686,6346,Leif Johansen
5687,6347,Margaret Irish
5688,6348,W. Duane Evans
5689,6349,Peter Jennergren
5690,6350,Lionel W. McKenzie
5691,6351,Alan P. Kirman
5692,6353,David Zalkind
5693,6355,Pinhas Naor
5694,6356,Jeffrey R. Russell
5695,6357,Ali ben Zaid Salem
5696,6358,Hale F. Trotter
5697,6359,J. Ben Rosen
5698,6360,T. S. Breusch
5699,6361,Alan C. Hess
5700,6362,Y. Wang
5701,6363,Meir Smorodinsky
5702,6364,Joel Yellin
5703,6365,Roger W. Klein
5704,6367,Michael Dummett
5705,6368,Nye Frank Morehouse
5706,6369,Peter C. Fishburn
5707,6370,Olivier Scaillet
5708,6371,Maw Lin Lee
5709,6372,Anthony Y. C. Koo
5710,6373,Hideshi Itoh
5711,6375,Gerry L. Suchanek
5712,6377,Vidar Ringstad
5713,6378,Guy R. West
5714,6381,Richard N. Rosett
5715,6382,Karl Vind
5716,6383,M. E. Joseph
5717,6384,Paul Weller
5718,6385,Matthew Fontaine Maury Osborne
5719,6386,Andrew Whinston
5720,6387,Hiroaki Osana
5721,6388,Richard M. Simon
5722,6389,Harvey M. Wagner
5723,6390,Shlomo Maital
5724,6391,David Kendrick
5725,6392,Donald Davidson
5726,6393,Earl O. Heady
5727,6394,Christian Bidard
5728,6395,Alfred Cowles
5729,6397,Robin Farquharson
5730,6398,Guilherme L. Sedlacek
5731,6400,Fusaji Takahashi
5732,6401,Rafael Lusky
5733,6402,Gangadharrao Soundalyarao Maddala
5734,6403,King-Tak Lee
5735,6404,Thomas H. Naylor
5736,6405,Tamás Lipták
5737,6406,Teun Kloek
5738,6407,Henry Aaron
5739,6408,Claude Henry
5740,6409,Ingmar R. Prucha
5741,6410,Takashi Takayama
5742,6412,Robin L. Lumsdaine
5743,6413,Michio Morishima
5744,6414,Joseph E. Stiglitz
5745,6415,Alan Arthur Walters
5746,6416,Terry Russel Johnson
5747,6417,P. Artus
5748,6418,Chia-Shang James Chu
5749,6419,Jan Werner
5750,6420,Robert B. Litterman
5751,6421,Michael Mitzkewitz
5752,6423,Guy H. Orcutt
5753,6424,Hervé Ossard
5754,6426,Pravin K. Trivedi
5755,6427,Chris Orme
5756,6428,H. Stuart Burness
5757,6429,Walter J. Wadycki
5758,6430,Armen Alchian
5759,6431,Kanhaya L. Gupta
5760,6432,"H. Y. Wan, Jr."
5761,6433,Bryan W. Brown
5762,6434,Jerald Hunter
5763,6435,Charles S. Roehrig
5764,6436,Jean-Michel Grandmont
5765,6437,M. Bruce Johnson
5766,6438,Gordon R. Munro
5767,6439,Roy Gardner
5768,6440,James G. MacKinnon
5769,6441,Bernard Cornet
5770,6442,Michael Braulke
5771,6443,Prasanta K. Pattanaik
5772,6444,Jamie Brown Kruse
5773,6445,Beth Allen
5774,6446,Jana Jurečková
5775,6447,J. Michael Thomson
5776,6448,I. Y. Vakhutinsky
5777,6449,Stephen Portnoy
5778,6451,Tjalling C. Koopmans
5779,6452,C. J. van Eijk
5780,6454,James C. Snyder
5781,6455,Daniel Primont
5782,6456,Mary Lee Epps
5783,6457,Leonard W. Weiss
5784,6458,Elon Kohlberg
5785,6459,Tsunehiko Watanabe
5786,6460,Herman K. van Dijk
5787,6461,Jean-Pascal Benassy
5788,6462,Gaston Matthys
5789,6463,Gerrit M. de Wit
5790,6465,Wuu-Long Lin
5791,6466,Frank de Leeuw
5792,6467,Arlington W. Williams
5793,6468,Ragnar Frisch
5794,6469,Jerry S. Kelly
5795,6471,Russell G. Thompson
5796,6472,Robert E. Kohn
5797,6473,Claude Fourgeaud
5798,6474,Joan Robinson
5799,6475,William S. Reece
5800,6476,Werner Hildenbrand
5801,6477,Gilbert Ritschard
5802,6478,Seiji Nabeya
5803,6479,Stephen M. Goldfeld
5804,6480,Gilles Michel
5805,6482,Agnar Sandmo
5806,6484,Albert Ando
5807,6485,Hans Brems
5808,6486,Walter Oberhofer
5809,6487,Brian Hillier
5810,6489,Randall P. Mariger
5811,6490,Mikio Nakayama
5812,6491,Françoise Forges
5813,6492,N. Eugene Savin
5814,6493,Robert J. Weber
5815,6494,James Durbin
5816,6495,W. M. Mikhail
5817,6496,Joseph Greenberg
5818,6497,Hideyuki Adachi
5819,6498,Werner Oettli
5820,6499,Grace Wahba
5821,6500,Lutz-Alexander Busch
5822,6501,Geert Dhaene
5823,6502,Gerald H. Kramer
5824,6503,Federico Valenciano
5825,6504,Michael Hoel
5826,6505,Robert P. Strauss
5827,6506,Ravi Jagannathan
5828,6507,Angus S. Deaton
5829,6508,Lowell Bassett
5830,6510,Haim Shalit
5831,6511,Michael J. Brennan
5832,6512,Gordon R. Sparks
5833,6513,Andras Simonovits
5834,6516,Myron Adrian (Mike) Grove
5835,6517,Lloyd A. Metzler
5836,6518,James L. Sweeney
5837,6519,Raveendra N. Batra
5838,6520,Edward James Hannan
5839,6521,Charles Blackorby
5840,6522,Vladimir Danilov
5841,6523,Roger Nils Folsom
5842,6524,John D. Geanakoplos
5843,6525,Lester B. Lave
5844,6526,Harold Demsetz
5845,6527,Shinichi Sakata
5846,6529,Marcia Glauberman
5847,6530,Hans-Jürgen Büttler
5848,6531,Esfandiar Maasoumi
5849,6532,Yurii Nesterov
5850,6535,Benton F. Massell
5851,6536,David W. Harless
5852,6537,Donald V. T. Bear
5853,6539,Deryck A. Rowe
5854,6540,John Denis Sargan
5855,6541,Chandra Kanodia
5856,6542,Jean Mercenier
5857,6543,Herbert E. Scarf
5858,6544,Shuntaro Shishido
5859,6545,Joan Enric Ricart Costa
5860,6546,Frank H. Clarke
5861,6547,R. J. Rohr
5862,6551,S. W. Black
5863,6552,Eric G. Davis
5864,6553,Durward Brewer
5865,6554,Sheng Cheng Hu
5866,6556,Thomas A. Mroz
5867,6557,Otto Eckstein
5868,6558,Douglas J. Young
5869,6559,Jørgen Aasness
5870,6560,John G. Cragg
5871,6561,Donald James Butt White
5872,6562,Ciprian Foias
5873,6563,A. H. Land
5874,6564,Jakob Rosing
5875,6565,Robert C. Merton
5876,6566,Katsuto Tanaka
5877,6568,Llad Phillips
5878,6569,Jae-Young Kim
5879,6570,Jan H. W. Stoeckenius
5880,6571,Darius J. Conger
5881,6572,Eric van Damme
5882,6573,Agustín Maravall
5883,6574,Frank H. Hahn
5884,6575,Charles C. Ying
5885,6576,Subramanian Swamy
5886,6578,Edmond Baudier
5887,6579,Melvin D. George
5888,6580,Richard F. Muth
5889,6581,George W. Ladd
5890,6582,S. Sankar Sengupta
5891,6583,J. Daniel Khazzoom
5892,6587,Takeshi Hiromatsu
5893,6588,Alan D. Woodland
5894,6589,John Greenstadt
5895,6590,Almarin Phillips
5896,6591,Oskar Lange
5897,6592,"Robert E. Lucas, Jr."
5898,6593,John L. Scadding
5899,6594,George B. Dantzig
5900,6595,Richard P. McLean
5901,6596,John F. Muth
5902,6597,Kanta Marwah
5903,6598,Lin Zhou
5904,6599,Peter E. Kennedy
5905,6600,M. Mouchart
5906,6601,Robin H. Court
5907,6602,Sidney J. Horwitz
5908,6603,Anton P. Barten
5909,6604,Elizabeth Chase MacRae
5910,6605,Kimio Morimune
5911,6606,James N. Rosse
5912,6607,Michael G. Allingham
5913,6609,Béla Martos
5914,6610,Mukul Majumdar
5915,6611,M. J. Farrell
5916,6613,John C. Harsanyi
5917,6614,David M. Grether
5918,6615,David S. Sibley
5919,6616,Mamoru Kaneko
5920,6617,Richard M. Young
5921,6619,Robert Hussey
5922,6620,Mary Beth Walker
5923,6621,Artur Raviv
5924,6622,Tairoku Kose
5925,6623,William E. Young
5926,6624,Gerald A. Whitney
5927,6625,T. Merritt Brown
5928,6626,Scott Shenker
5929,6627,Zvi Griliches
5930,6630,R. Teekens
5931,6631,Richard E. Ericson
5932,6632,Guy Laroque
5933,6633,Jerzy Szroeter
5934,6634,Xavier Calsamiglia
5935,6636,Albert Rex Bergstrom
5936,6637,Kenneth Wertz
5937,6639,Wilford L. L'Esperance
5938,6640,James H. Greene
5939,6641,"Ira O. Scott, Jr."
5940,6642,Clifford R. Wymer
5941,6643,Akira Yamazaki
5942,6644,Wade P. Sewell
5943,6645,Kenneth F. Wallis
5944,6646,Karl W. Deutsch
5945,6647,Jaromir Abrham
5946,6650,Finn R. Førsund
5947,6651,"Jonathan E. Ingersoll, Jr."
5948,6652,Klaus Ritzberger
5949,6653,Bruno Jullien
5950,6654,Haskel Benishay
5951,6655,David Winter
5952,6656,Edward Foster
5953,6657,Jay Shanken
5954,6658,Greg Reinsel
5955,6660,Shin-Ichi Takekuma
5956,6661,Michael G. S. Denny
5957,6662,Stefan D. Bloomfield
5958,6663,Kenneth J. White
5959,6664,William Thomson
5960,6666,Albert S. Kyle
5961,6667,J. Frank Sharp
5962,6668,Elsie Marie Knoer
5963,6669,Arja H. Turunen-Red
5964,6670,Zvi Artstein
5965,6672,John C. Nankervis
5966,6673,Oscar R. Burt
5967,6674,Kunio Yoshihara
5968,6675,Charles Elmo Ferguson
5969,6677,Gordon J. Anderson
5970,6678,Morris Teubal
5971,6679,Shigeo Muto
5972,6680,Arnold Zellner
5973,6681,Richard M. Peck
5974,6682,Norbert Schulz
5975,6683,David G. Cantor
5976,6684,John McDonald
5977,6685,Dean T. Jamison
5978,6686,Simone Clemhout
5979,6687,Robert L. Welch
5980,6688,Allan Gibbard
5981,6689,S. K. Singh
5982,6691,K. Hung Chan
5983,6693,William Schworm
5984,6696,Roger Latham
5985,6697,Ross S. Preston
5986,6699,Julian H. Blau
5987,6700,Daniel B. Szyld
5988,6702,Kazuo Nishimura
5989,6703,David Knudsen Levine
5990,6705,Herman O. Wold
5991,6706,Robert W. Rosenthal
5992,6707,R. Ashley
5993,6712,Lloyd S. Shapley
5994,6713,Jerry G. Hunt
5995,6714,Wayne A. Fuller
5996,6715,Esther Gal-Or
5997,6716,John O. Ledyard
5998,6717,A. Anastasopoulos
5999,6718,Ralph W. Pfouts
6000,6719,Stephen Yeo
6001,6721,Sho-Ichiro Kusumoto
6002,6723,Hendrik Samuel Houthakker
6003,6724,Takeshi Amemiya
6004,6725,Theodore Harris
6005,6726,James J. Diamond
6006,6729,Ken-Ichi Inada
6007,6730,H. Ohta
6008,6731,Cornelis Van De Panne
6009,6732,Michael J. Hamburger
6010,6733,Anthony Lancaster
6011,6734,James C. Moore
6012,6735,Arthur S. Goldberger
6013,6736,Truman F. Bewley
6014,6738,V. Kasi Sastri
6015,6739,Bruno Contini
6016,6740,David R. Brillinger
6017,6742,Julian L. Simon
6018,6743,Metodey Polasek
6019,6744,Martin S. Geisel
6020,6745,Kenneth M. Gaver
6021,6746,George A. Hay
6022,6747,Carolyn Pitchik
6023,6748,Edward Greenberg
6024,6749,Jati K. Sengupta
6025,6751,Quang H. Vuong
6026,6753,Robert Ayanian
6027,6755,Byung-Nak Song
6028,6757,Herbert A. Simon
6029,6759,Nicholas C. Yannelis
6030,6760,Frank E. A. Briggs
6031,6761,Jan F. Kiviet
6032,6762,Nils H. Hakansson
6033,6763,Mingche M. Li
6034,6764,N. Anders Klevmarken
6035,6765,Woo Sik Jung
6036,6766,Amy Taylor
6037,6767,William R. Russell
6038,6768,Jonathan G. Dickson
6039,6769,William R. Bryan
6040,6770,Lee E. Edlefsen
6041,6771,Roger G. Fletcher
6042,6773,Michael D. Intriligator
6043,6774,Irwin W. Sandberg
6044,6776,Michèle Cohen
6045,6777,Walter Krämer
6046,6778,Rolf Mantel
6047,6779,Manimay Sengupta
6048,6780,M. M. Rao
6049,6781,Joseph Lipscomb
6050,6782,Masao Nakamura
6051,6783,John R. Beddington
6052,6784,Nripesh Podder
6053,6785,Jean-Marie Blin
6054,6787,Noel M. Edelson
6055,6788,Marilyn E. Manser
6056,6789,K. S. Banerjee
6057,6790,John H. Pencavel
6058,6791,Yves Younes
6059,6792,Donald John Roberts
6060,6793,Bob Mellon
6061,6794,Yakar Kannai
6062,6795,Lennart Hjalmarsson
6063,6796,N. Sreenivasa Iyengar
6064,6798,Ryuzo Sato
6065,6799,Jan Mossin
6066,6801,Frank Milne
6067,6802,Jan Tymes
6068,6804,Lawrence R. Klein
6069,6805,Péter Medvegyev
6070,6806,Lonnie Magee
6071,6807,Robert Jarrow
6072,6808,Steven A. Lippman
6073,6809,Hsueh-Cheng (Harrison) Cheng
6074,6810,David B. Houston
6075,6811,Pierre-Yves Geoffard
6076,6812,Rajat Deb
6077,6813,Samuel S. Kortum
6078,6815,Daniel B. Levine
6079,6817,Thierry Magnac
6080,6818,Gerard Debreu
6081,6819,R. L. Basmann
6082,6820,Donald E. Campbell
6083,6821,John K. Dagsvik
6084,6822,Richard Manning
6085,6823,Mark A. Loewenstein
6086,6824,William Stanford
6087,6825,Meghnad Desai
6088,6826,Herbert D. Block
6089,6828,Claude d'Aspremont
6090,6829,Leon L. Wegge
6091,6831,Seiichi Kawasaki
6092,6832,Fatemeh Shadman-Mehta
6093,6833,Peter Murrell
6094,6834,Rodrigo Bamón
6095,6835,R. Narayanan
6096,6836,Xuming He
6097,6839,Gerald R. Uhlich
6098,6840,Abraham Charnes
6099,6841,Owen Burkinshaw
6100,6844,Franz E. Hohn
6101,6845,Geraldo Souza
6102,6847,Maurice Wilkinson
6103,6848,Wahidul Haque
6104,6849,Klaus Brockhoff
6105,6850,Michael J. P. Magill
6106,6851,Hanna Salim Odeh
6107,6852,Thomas W. Epps
6108,6853,Edward S. Boylan
6109,6854,Edwin Burmeister
6110,6856,Mohammed Aliuddin Khan
6111,6857,Gérard Fuchs
6112,6858,Paul B. Simpson
6113,6859,Myrna Holtz Wooders
6114,6861,Hukukane Nikaidô
